paper_id,title,abstract,true_com,true_ful,v2_com,v2_ful,p4_com_raw,p4_com_clean,p4_ful_raw,p4_ful_clean
21423723,,,,,"[""SWMD""]","[""Seaweed Metabolite Database""]","[""Database"", ""Metabolite"", ""Seaweed""]","[""Database"", ""Metabolite"", ""Seaweed""]",[],[]
21423752,,,,,,,"[""HMMerThread""]","[""HMMerThread""]",[],[]
21426944,,,,,,,"[""TMBHMM""]","[""TMBHMM""]",[],[]
21427194,,,,,,,"[""ExpEdit""]","[""ExpEdit""]",[],[]
21427755,,,,,,,"[""AMBROSIA""]","[""AMBROSIA""]",[],[]
21429113,,,,,,,"[""HapStar""]","[""HapStar""]",[],[]
21431536,,,,,,,"[""GENOSTEM""]","[""GENOSTEM""]",[],[]
21431616,,,,,,,"[""Foodrisk""]","[""Foodrisk""]",[],[]
21435154,,,,,,,"[""carcinoma"", ""cell"", ""clear"", ""Database"", ""Molecular"", ""renal"", ""Signatures""]","[""carcinoma"", ""cell"", ""clear"", ""Database"", ""Molecular"", ""renal"", ""Signatures""]",[],[]
21435384,,,,,"[""b"", ""HOCTAR"", ""HOCTARdb""]",[],"[""database"", ""HOCTAR""]","[""database"", ""HOCTAR""]",[],[]
21435986,,,,,,,"[""causal""]","[""causal""]",[],[]
21438073,,,,,"[""G2P"", ""GEN2PHEN""]","[""Knowledge Centre""]","[""Centre"", ""GEN"", ""Knowledge"", ""PHEN""]","[""Centre"", ""GEN"", ""Knowledge"", ""PHEN""]",[],[]
21441347,,,,,"[""miTALOS""]",[],"[""miTALOS""]","[""miTALOS""]",[],[]
21441431,,,,,,,"[""PlaNet""]","[""PlaNet""]",[],[]
21442443,,,,,,,"[""PPI"", ""SVM""]","[""PPI"", ""SVM""]",[],[]
21444651,,,,,,,"[""Quagmire""]","[""Quagmire""]",[],[]
21445301,,,,,,,"[""gobo""]","[""gobo""]",[],[]
21447597,,,,,"[""UniProt"", ""UniProtKB""]",[],"[""Knowledgebase"", ""UniProt""]","[""Knowledgebase"", ""UniProt""]",[],[]
21448269,,,,,,,"[""pride""]","[""pride""]",[],[]
21448735,,,,,,,"[""SHIFTX""]","[""SHIFTX""]",[],[]
21450055,,,,,,,"[""Map"", ""Rice""]","[""Map"", ""Rice""]",[],[]
21450710,,,,,"[""hmChIP""]",[],"[""hmChIP""]","[""hmChIP""]",[],[]
21450717,,,,,,,"[""SQUADD""]","[""SQUADD""]",[],[]
21450960,,,,,,,"[""65"", ""hsp""]","[""65"", ""hsp""]",[],[]
21453324,,,,,,,"[""revcomp""]","[""revcomp""]",[],[]
21453524,,,,,,,"[""CelRNAi""]","[""CelRNAi""]",[],[]
21458441,,,,,"[""FaceBase""]",[],"[""FaceBase""]","[""FaceBase""]",[],[]
21459847,,,,,,,"[""IntFOLD""]","[""IntFOLD""]",[],[]
21460026,,,,,,,"[""erebus""]","[""erebus""]",[],[]
21460451,,,,,,,"[""CRANK""]","[""CRANK""]",[],[]
21460878,,,,,,,"[""Discovery"", ""Protein"", ""Structure""]","[""Discovery"", ""Protein"", ""Structure""]",[],[]
21464513,,,,,,,"[""Smolign""]","[""Smolign""]",[],[]
21464840,,,,,"[""RMRIMS""]","[""Memorial Research""]",,,,
21464987,,,,,,,"[""complexes"", ""Consensus"", ""Of"", ""Prediction"", ""Residues"", ""Transient""]","[""complexes"", ""Consensus"", ""Of"", ""Prediction"", ""Residues"", ""Transient""]",[],[]
21465562,,,,,,,"[""Accessibility"", ""ALignment"", ""dependent"", ""with""]","[""Accessibility"", ""ALignment"", ""dependent"", ""with""]",[],[]
21465914,,,,,,,"[""altitude""]","[""altitude""]",[],[]
21470960,,,,,,,"[""Interactive"", ""Life"", ""Of"", ""Tree""]","[""Interactive"", ""Life"", ""Of"", ""Tree""]",[],[]
21471011,,,,,,,"[""alfy"", ""ALignment"", ""Free"", ""local""]","[""alfy"", ""ALignment"", ""Free"", ""local""]",[],[]
21471012,,,,,,,"[""ProDy""]","[""ProDy""]",[],[]
21471014,,,,,,,"[""Coral""]","[""Coral""]",[],[]
21472436,,,,,"[""SBKB""]","[""Protein Structure"", ""Structural Biology Knowledgebase""]","[""Biology"", ""Knowledgebase"", ""Structural""]","[""Biology"", ""Knowledgebase"", ""Structural""]",[],[]
21472892,,,,,[],"[""Variation Database""]",,,,
21474551,,,,,,,"[""AcypiCyc""]","[""AcypiCyc""]",[],[]
21478195,,,,,,,"[""CyClus""]","[""CyClus""]",[],[]
21478484,,,,,"[""RGD""]","[""Rat Genome Database""]","[""Database"", ""Genome"", ""Rat""]","[""Database"", ""Genome"", ""Rat""]",[],[]
21478487,,,,,,,"[""Comrad""]","[""Comrad""]",[],[]
21478488,,,,,,,"[""bioinformatic"", ""networks"", ""oriented"", ""reliability"", ""RobinViz"", ""visualization""]","[""bioinformatic"", ""networks"", ""oriented"", ""reliability"", ""RobinViz"", ""visualization""]",[],[]
21479735,,,,,,,"[""and""]","[""and""]",[],[]
21480662,,,,,"[""GlycoFly""]",[],"[""GlycoFly"", ""linked""]","[""GlycoFly"", ""linked""]",[],[]
21483474,,,,,,,"[""modelMaGe""]","[""modelMaGe""]",[],[]
21486466,,,,,"[""OryzaPG"", ""OryzaPG-DB""]",[],"[""DB"", ""OryzaPG""]","[""DB"", ""OryzaPG""]",[],[]
21486749,,,,,,,"[""cn"", ""FARMS""]","[""cn"", ""FARMS""]",[],[]
21486936,,,,,,,"[""ChIP"", ""MEME""]","[""ChIP"", ""MEME""]",[],[]
21486937,,,,,,,"[""Cobweb""]","[""Cobweb""]",[],[]
21487532,,,,,,,"[""SOLiDzipper"", ""szipper""]","[""SOLiDzipper"", ""szipper""]",[],[]
21491493,,,,,"[""NCAD""]","[""Noncoded Amino acids Database""]","[""acids"", ""Amino"", ""Database"", ""Noncoded""]","[""acids"", ""Amino"", ""Database"", ""Noncoded""]",[],[]
21492431,,,,,"[""KID""]","[""Yeast Kinase Interaction Database""]","[""Database"", ""Interaction"", ""Kinase"", ""Yeast""]","[""Database"", ""Interaction"", ""Kinase"", ""Yeast""]",[],[]
21493653,,,,,,,"[""MetaCluster""]","[""MetaCluster""]",[],[]
21493657,,,,,,,"[""Sciencenet""]","[""Sciencenet""]",[],[]
21493659,,,,,,,"[""SMETHILLIUM""]","[""SMETHILLIUM""]",[],[]
21494330,,,,,,,"[""correlation"", ""Directed"", ""partial""]","[""correlation"", ""Directed"", ""partial""]",[],[]
21495663,,,,,"[""TIN"", ""TIN-a""]",[],,,,
21496247,,,,,,,"[""CDAO"", ""Store""]","[""CDAO"", ""Store""]",[],[]
21496265,,,,,,,"[""Analysis"", ""Enrichment"", ""Set"", ""SNP""]","[""Analysis"", ""Enrichment"", ""Set"", ""SNP""]",[],[]
21497713,,,,,,,"[""database"", ""genome"", ""rice""]","[""database"", ""genome"", ""rice""]",[],[]
21498398,,,,,,,"[""OTUbase""]","[""OTUbase""]",[],[]
21498403,,,,,,,"[""PathScan""]","[""PathScan""]",[],[]
21498547,,,,,"[""LccED""]","[""Laccase Engineering Database""]","[""Database"", ""Engineering"", ""Laccase""]","[""Database"", ""Engineering"", ""Laccase""]",[],[]
21498548,,,,,"[""Allie""]",[],"[""Allie""]","[""Allie""]",[],[]
21500218,,,,,,,"[""MDAnalysis""]","[""MDAnalysis""]",[],[]
21501451,,,,,,,"[""Lives"", ""Saved"", ""Tool""]","[""Lives"", ""Saved"", ""Tool""]",[],[]
21501472,,,,,,,"[""array"", ""control"", ""quality"", ""SNP""]","[""array"", ""control"", ""quality"", ""SNP""]",[],[]
21504571,,,,,,,"[""ENtire"", ""Exploring"", ""for"", ""Genome"", ""INterface"", ""SNVs""]","[""ENtire"", ""Exploring"", ""for"", ""Genome"", ""INterface"", ""SNVs""]",[],[]
21504919,,,,,,,"[""Documents"", ""Legacy"", ""Library"", ""Tobacco""]","[""Documents"", ""Legacy"", ""Library"", ""Tobacco""]",[],[]
21505032,,,,,,,"[""Mcheza""]","[""Mcheza""]",[],[]
21505033,,,,,,,"[""Rgtsp""]","[""Rgtsp""]",[],[]
21505035,,,,,,,"[""FR"", ""frhit"", ""HIT""]","[""FR"", ""frhit"", ""HIT""]",[],[]
21505036,,,,,,,"[""Bank"", ""Circular"", ""Data"", ""Dichroism"", ""DichroWeb"", ""Protein""]","[""Bank"", ""Circular"", ""Data"", ""Dichroism"", ""DichroWeb"", ""Protein""]",[],[]
21507258,,,,,"[""PheMaDB""]",[],"[""DataBase"", ""Microarray"", ""PheMaDB"", ""Phenotype""]","[""DataBase"", ""Microarray"", ""PheMaDB"", ""Phenotype""]",[],[]
21511715,,,,,,,"[""Noe"", ""Of"", ""Peak"", ""picking"", ""ponderosa""]","[""Noe"", ""Of"", ""Peak"", ""picking"", ""ponderosa""]",[],[]
21513519,,,,,,,"[""Analyses"", ""and"", ""Association"", ""for"", ""Genome"", ""Inherited"", ""Maternal"", ""Studies"", ""wide""]","[""Analyses"", ""and"", ""Association"", ""for"", ""Genome"", ""Inherited"", ""Maternal"", ""Studies"", ""wide""]",[],[]
21515631,,,,,,,"[""miRanalyzer""]","[""miRanalyzer""]",[],[]
21515634,,,,,,,"[""Find"", ""RNA"", ""WebFR""]","[""Find"", ""RNA"", ""WebFR""]",[],[]
21516242,,,,,,,"[""iPhylo"", ""LinkOut""]","[""iPhylo"", ""LinkOut""]",[],[]
21518053,,,,,,,"[""Generation"", ""Mapping"", ""Next""]","[""Generation"", ""Mapping"", ""Next""]",[],[]
21519813,,,,,,,"[""and"", ""Axonal"", ""DEndritic"", ""DIgital"", ""Morphology"", ""of"", ""reconstruction""]","[""and"", ""Axonal"", ""DEndritic"", ""DIgital"", ""Morphology"", ""of"", ""reconstruction""]",[],[]
21520333,,,,,"[""LOVD""]","[""Leiden Open-source Variation Database""]","[""Database"", ""Leiden"", ""Open"", ""source"", ""Variation""]","[""Database"", ""Leiden"", ""Open"", ""source"", ""Variation""]",[],[]
21520336,,,,,"[""ThalInd""]",[],"[""ThalInd""]","[""ThalInd""]",[],[]
21520341,,,,,"[""dbNSFP""]",[],"[""dbNSFP""]","[""dbNSFP""]",[],[]
21520941,,,,,,,"[""ScanRanker""]","[""ScanRanker""]",[],[]
21521499,,,,,,,"[""ShoRAH""]","[""ShoRAH""]",[],[]
21521667,,,,,,,"[""and"", ""assessment"", ""based"", ""Blind"", ""Distortion"", ""Evaluation"", ""Identification"", ""Image"", ""INtegrity"", ""quality"", ""Verity""]","[""and"", ""assessment"", ""based"", ""Blind"", ""Distortion"", ""Evaluation"", ""Identification"", ""Image"", ""INtegrity"", ""quality"", ""Verity""]",[],[]
21523855,,,,,,,"[""Breast"", ""Cancer"", ""Core"", ""Database"", ""Information"", ""Resource""]","[""Breast"", ""Cancer"", ""Core"", ""Database"", ""Information"", ""Resource""]",[],[]
21524302,,,,,,,"[""Simrank""]","[""Simrank""]",[],[]
21526128,,,,,,,"[""vProtein""]","[""vProtein""]",[],[]
21527030,,,,,,,"[""Environment"", ""Simulation"", ""Spatio"", ""Temporal""]","[""Environment"", ""Simulation"", ""Spatio"", ""Temporal""]",[],[]
21527044,,,,,,,"[""survgenesinter"", ""SurvGenesInterim""]","[""survgenesinter"", ""SurvGenesInterim""]",[],[]
21531699,,,,,,,"[""PhyleasProg""]","[""PhyleasProg""]",[],[]
21531769,,,,,,,"[""Raccess""]","[""Raccess""]",[],[]
21531804,,,,,"[""RegPrecise""]",[],"[""database"", ""RegPrecise""]","[""database"", ""RegPrecise""]",[],[]
21531983,,,,,,,"[""Galaxy""]","[""Galaxy""]",[],[]
21533142,,,,,,,"[""Analysis"", ""Cohesion"", ""Gene"", ""set"", ""Tool""]","[""Analysis"", ""Cohesion"", ""Gene"", ""set"", ""Tool""]",[],[]
21533164,,,,,,,"[""database"", ""Genbank"", ""NCBI""]","[""database"", ""Genbank"", ""NCBI""]",[],[]
21533266,,,,,,,"[""and"", ""Genes"", ""SNPs""]","[""and"", ""Genes"", ""SNPs""]",[],[]
21534005,,,,,,,"[""Building"", ""Experiment"", ""Language"", ""Psychology""]","[""Building"", ""Experiment"", ""Language"", ""Psychology""]",[],[]
21536137,,,,,"[""Proteopedia""]",[],"[""Proteopedia""]","[""Proteopedia""]",[],[]
21536935,,,,,,,"[""Clinic"", ""In"", ""the""]","[""Clinic"", ""In"", ""the""]",[],[]
21538686,,,,,,,"[""disorder"", ""NOG"", ""related"", ""spectrum"", ""symphalangism""]","[""disorder"", ""NOG"", ""related"", ""spectrum"", ""symphalangism""]",[],[]
21539309,,,,,,,"[""LocaPep""]","[""LocaPep""]",[],[]
21539947,,,,,,,"[""SPECLUST""]","[""SPECLUST""]",[],[]
21541042,,,,,"[""FurinDB""]",[],"[""FurinDB""]","[""FurinDB""]",[],[]
21542900,,,,,,,"[""CompaGB""]","[""CompaGB""]",[],[]
21542931,,,,,,,"[""Database"", ""Interaction"", ""PathOlogist"", ""Pathway""]","[""Database"", ""Interaction"", ""PathOlogist"", ""Pathway""]",[],[]
21543339,,,,,"[""WormBase""]",[],"[""WormBase""]","[""WormBase""]",[],[]
21543442,,,,,,,"[""DREME""]","[""DREME""]",[],[]
21544171,,,,,,,"[""aliasing"", ""Booly"", ""resource""]","[""aliasing"", ""Booly"", ""resource""]",[],[]
21544197,,,,,"[""CORE""]",[],"[""CORE"", ""microbiome"", ""oral""]","[""CORE"", ""microbiome"", ""oral""]",[],[]
21545712,,,,,,,"[""SNiPlay""]","[""SNiPlay""]",[],[]
21546353,,,,,,,"[""Analysis"", ""Evolutionary"", ""Genetics"", ""Molecular"", ""version""]","[""Analysis"", ""Evolutionary"", ""Genetics"", ""Molecular"", ""version""]",[],[]
21546359,,,,,"[""G"", ""TparvaDB""]","[""Generic Model Organism Database""]","[""TparvaDB""]","[""TparvaDB""]",[],[]
21546392,,,,,,,"[""ALignment"", ""Boulder"", ""Editor""]","[""ALignment"", ""Boulder"", ""Editor""]",[],[]
21546393,,,,,"[""MSigDB""]","[""Molecular Signatures Database""]","[""database"", ""Molecular"", ""signatures""]","[""database"", ""Molecular"", ""signatures""]",[],[]
21546398,,,,,,,"[""--"", ""interaction"", ""ligand"", ""ontology"", ""protein""]","[""--"", ""interaction"", ""ligand"", ""ontology"", ""protein""]",[],[]
21546551,,,,,,,"[""iPath""]","[""iPath""]",[],[]
21547743,,,,,,,"[""CF"", ""Database"", ""Mutation""]","[""CF"", ""Database"", ""Mutation""]",[],[]
21548948,,,,,,,"[""calibration"", ""consistent"", ""model"", ""thermodynamically""]","[""calibration"", ""consistent"", ""model"", ""thermodynamically""]",[],[]
21551136,,,,,,,"[""BINOCh""]","[""BINOCh""]",[],[]
21551139,,,,,,,"[""analysis"", ""enrichment"", ""metabolite"", ""pathway""]","[""analysis"", ""enrichment"", ""metabolite"", ""pathway""]",[],[]
21551144,,,,,,,"[""Bayesian"", ""Pathway""]","[""Bayesian"", ""Pathway""]",[],[]
21551147,,,,,,,"[""chibi""]","[""chibi""]",[],[]
21554380,,,,,,,"[""spyder""]","[""spyder""]",[],[]
21554668,,,,,"[""PHENOPSIS"", ""PHENOPSIS DB""]",[],"[""DB"", ""PHENOPSIS""]","[""DB"", ""PHENOPSIS""]",[],[]
21554709,,,,,,,"[""PeakRanger"", ""ranger""]","[""PeakRanger"", ""ranger""]",[],[]
21558154,,,,,,,"[""jelenak""]","[""jelenak""]",[],[]
21558324,,,,,,,"[""mirConnX""]","[""mirConnX""]",[],[]
21559271,,,,,,,"[""calpain""]","[""calpain""]",[],[]
21563225,,,,,,,"[""kink"", ""TMKink"", ""tmkinkpredictor""]","[""kink"", ""TMKink"", ""tmkinkpredictor""]",[],[]
21564068,,,,,,,"[""psoriasis"", ""registry""]","[""psoriasis"", ""registry""]",[],[]
21565797,,,,,,,"[""Analyzer"", ""BiQ"", ""HT""]","[""Analyzer"", ""BiQ"", ""HT""]",[],[]
21566017,,,,,,,"[""GlycoBase""]","[""GlycoBase""]",[],[]
21566560,,,,,,,"[""diseases"", ""Notifiable"", ""of"", ""Summary""]","[""diseases"", ""Notifiable"", ""of"", ""Summary""]",[],[]
21569426,,,,,,,"[""fan"", ""gpu""]","[""fan"", ""gpu""]",[],[]
21569736,,,,,,,"[""Database"", ""Drug"", ""HIV"", ""Resistance"", ""Stanford""]","[""Database"", ""Drug"", ""HIV"", ""Resistance"", ""Stanford""]",[],[]
21571895,,,,,,,"[""Beef"", ""Force"", ""Reproduction"", ""Task""]","[""Beef"", ""Force"", ""Reproduction"", ""Task""]",[],[]
21572887,,,,,,,"[""cancer"", ""database"", ""gene"", ""oral""]","[""cancer"", ""database"", ""gene"", ""oral""]",[],[]
21573116,,,,,,,"[""Automated"", ""Genotyping"", ""Luminex""]","[""Automated"", ""Genotyping"", ""Luminex""]",[],[]
21575179,,,,,"[""SORGOdb""]","[""Superoxide Reductase Gene Ontology curated DataBase""]","[""curated"", ""DataBase"", ""Gene"", ""Ontology"", ""Reductase"", ""SORGOdb"", ""Superoxide""]","[""curated"", ""DataBase"", ""Gene"", ""Ontology"", ""Reductase"", ""SORGOdb"", ""Superoxide""]",[],[]
21575196,,,,,,,"[""interaction"", ""Interactome"", ""network"", ""predicted"", ""protein"", ""rice""]","[""interaction"", ""Interactome"", ""network"", ""predicted"", ""protein"", ""rice""]",[],[]
21575263,,,,,,,"[""CASCADE"", ""SCAN""]","[""CASCADE"", ""SCAN""]",[],[]
21576219,,,,,,,"[""SNPsyn""]","[""SNPsyn""]",[],[]
21576220,,,,,,,"[""FALC"", ""Loop"", ""server"", ""web""]","[""FALC"", ""Loop"", ""server"", ""web""]",[],[]
21576229,,,,,,,"[""ChemMine"", ""Tools""]","[""ChemMine"", ""Tools""]",[],[]
21576238,,,,,,,"[""respnet"", ""ResponseNet""]","[""respnet"", ""ResponseNet""]",[],[]
21576754,,,,,,,"[""PMFastR""]","[""PMFastR""]",[],[]
21577217,,,,,,,"[""cord"", ""injury"", ""spinal""]","[""cord"", ""injury"", ""spinal""]",[],[]
21584190,,,,,"[""HypoDB""]","[""Hypothetical""]","[""hypodb""]","[""hypodb""]",[],[]
21584191,,,,,"[""MTB-PCDB""]","[""Mycobacterium tuberculosis Proteome Comparison Database""]","[""Comparison"", ""Database"", ""Mycobacterium"", ""Proteome"", ""tuberculosis""]","[""Comparison"", ""Database"", ""Mycobacterium"", ""Proteome"", ""tuberculosis""]",[],[]
21585228,,,,,,,"[""Screening""]","[""Screening""]",[],[]
21586118,,,,,"[""RCGDB""]","[""Roche Cancer Genome Database""]","[""Cancer"", ""Database"", ""Genome"", ""Roche""]","[""Cancer"", ""Database"", ""Genome"", ""Roche""]",[],[]
21586134,,,,,,,"[""Interaction"", ""Map"", ""Molecular""]","[""Interaction"", ""Map"", ""Molecular""]",[],[]
21586519,,,,,,,"[""FunMap""]","[""FunMap""]",[],[]
21586520,,,,,,,"[""association"", ""Genome"", ""pipeline"", ""studies"", ""wide""]","[""association"", ""Genome"", ""pipeline"", ""studies"", ""wide""]",[],[]
21586582,,,,,,,"[""iPBA""]","[""iPBA""]",[],[]
21586583,,,,,,,"[""CARMA""]","[""CARMA""]",[],[]
21586587,,,,,,,"[""Array"", ""ChIP""]","[""Array"", ""ChIP""]",[],[]
21586727,,,,,,,"[""SignaLink""]","[""SignaLink""]",[],[]
21590677,,,,,,,"[""Batchgeo""]","[""Batchgeo""]",[],[]
21591763,,,,,"[""GlycoFish""]",[],"[""GlycoFish""]","[""GlycoFish""]",[],[]
21592079,,,,,,,"[""dswap"", ""pred""]","[""dswap"", ""pred""]",[],[]
21592310,,,,,,,"[""Aminosan"", ""Kakusan""]","[""Aminosan"", ""Kakusan""]",[],[]
21592376,,,,,"[""EczemA""]","[""Resource""]","[""EczemA"", ""Global"", ""of"", ""Resource"", ""Trials""]","[""EczemA"", ""Global"", ""of"", ""Resource"", ""Trials""]",[],[]
21593080,,,,,"[""ParkDB""]",[],"[""ParkDB""]","[""ParkDB""]",[],[]
21593126,,,,,,,"[""HMMER""]","[""HMMER""]",[],[]
21593131,,,,,,,"[""FusionMap""]","[""FusionMap""]",[],[]
21593135,,,,,,,"[""albumin"", ""serum""]","[""albumin"", ""serum""]",[],[]
21593420,,,,,,,"[""SeedNet""]","[""SeedNet""]",[],[]
21595880,,,,,,,"[""fitTetra""]","[""fitTetra""]",[],[]
21595921,,,,,,,"[""Documents"", ""Legacy"", ""Library"", ""Tobacco""]","[""Documents"", ""Legacy"", ""Library"", ""Tobacco""]",[],[]
21596783,,,,,,,"[""AnnotQTL""]","[""AnnotQTL""]",[],[]
21596785,,,,,,,"[""mirAct""]","[""mirAct""]",[],[]
21596789,,,,,,,"[""GenPlay""]","[""GenPlay""]",[],[]
21598707,,,,,,,"[""633957"", ""HS"", ""UniGene""]","[""633957"", ""HS"", ""UniGene""]",[],[]
21599929,,,,,,,"[""CLOTU""]","[""CLOTU""]",[],[]
21600674,,,,,,,"[""Incontinence"", ""Urinary""]","[""Incontinence"", ""Urinary""]",[],[]
21602264,,,,,,,"[""miRvestigator""]","[""miRvestigator""]",[],[]
21602267,,,,,,,"[""PINTA""]","[""PINTA""]",[],[]
21602269,,,,,,,"[""CENTDIST""]","[""CENTDIST""]",[],[]
21602510,,,,,,,"[""Data"", ""Explorer"", ""Graphical"", ""Proteomics""]","[""Data"", ""Explorer"", ""Graphical"", ""Proteomics""]",[],[]
21602919,,,,,,,"[""WormBase""]","[""WormBase""]",[],[]
21602921,,,,,,,"[""Gitools""]","[""Gitools""]",[],[]
21603090,,,,,"[""GlycomicsDB""]",[],"[""GlycomicsDB""]","[""GlycomicsDB""]",[],[]
21604800,,,,,,,"[""Pharmer""]","[""Pharmer""]",[],[]
21605702,,,,,"[""miRWalk"", ""miRWalk--d""]",[],"[""miRWalk""]","[""miRWalk""]",[],[]
21609420,,,,,"[""GiSAO.db""]","[""G""]","[""db"", ""GiSAO""]","[""db"", ""GiSAO""]",[],[]
21609440,,,,,,,"[""ParaHaplo""]","[""ParaHaplo""]",[],[]
21609792,,,,,,,"[""Environment"", ""Investigative"", ""Protein"", ""Research"", ""Systematic""]","[""Environment"", ""Investigative"", ""Protein"", ""Research"", ""Systematic""]",[],[]
21609960,,,,,,,"[""PETcofold"", ""PETfold""]","[""PETcofold"", ""PETfold""]",[],[]
21609962,,,,,,,"[""analysis"", ""ChIP"", ""International"", ""Plant"", ""Research"", ""seq"", ""tool""]","[""analysis"", ""ChIP"", ""International"", ""Plant"", ""Research"", ""seq"", ""tool""]",[],[]
21609965,,,,,,,"[""Arabidopsis"", ""thaliana""]","[""Arabidopsis"", ""thaliana""]",[],[]
21609966,,,,,"[""BioMart"", ""COSMIC"", ""COSMICMart""]","[""Catalogue"", ""Catalogue of Somatic Mutations in Cancer"", ""Somatic Mutations in Cancer""]","[""Cancer"", ""Catalogue"", ""in"", ""Mutations"", ""of"", ""Somatic""]","[""Cancer"", ""Catalogue"", ""in"", ""Mutations"", ""of"", ""Somatic""]",[],[]
21610748,,,,,,,"[""GWAS"", ""Integrator""]","[""GWAS"", ""Integrator""]",[],[]
21611721,,,,,,,"[""FitFish""]","[""FitFish""]",[],[]
21615972,,,,,,,"[""mixture"", ""MixtureTree""]","[""mixture"", ""MixtureTree""]",[],[]
21618345,,,,,"[""LOVD"", ""miRvar""]","[""Leiden Open (source"", ""Variation Database""]","[""Database"", ""miRvar"", ""Variation""]","[""Database"", ""miRvar"", ""Variation""]",[],[]
21619640,,,,,,,"[""Structator""]","[""Structator""]",[],[]
21619655,,,,,,,"[""LabKey"", ""NAb"", ""Server""]","[""LabKey"", ""NAb"", ""Server""]",[],[]
21619703,,,,,,,"[""OntoCAT""]","[""OntoCAT""]",[],[]
21621752,,,,,,,"[""casper""]","[""casper""]",[],[]
21622642,,,,,"[""mycoCLAP""]",[],"[""Active"", ""Characterized"", ""Lignocellulose"", ""of"", ""Proteins""]","[""Active"", ""Characterized"", ""Lignocellulose"", ""of"", ""Proteins""]",[],[]
21622656,,,,,,,"[""CoMet""]","[""CoMet""]",[],[]
21622662,,,,,"[""TimeTree"", ""TimeTree2""]",[],"[""TimeTree""]","[""TimeTree""]",[],[]
21622664,,,,,,,"[""RightField""]","[""RightField""]",[],[]
21622953,,,,,,,"[""ICSNPathway""]","[""ICSNPathway""]",[],[]
21622954,,,,,,,"[""pepMMsMIMIC""]","[""pepMMsMIMIC""]",[],[]
21622957,,,,,,,"[""DARIO""]","[""DARIO""]",[],[]
21622958,,,,,,,"[""psRNATarget""]","[""psRNATarget""]",[],[]
21622959,,,,,,,"[""SnowShoes""]","[""SnowShoes""]",[],[]
21622961,,,,,,,"[""CoPub""]","[""CoPub""]",[],[]
21623595,,,,,,,"[""Korean"", ""registry"", ""thromboembolism"", ""venous""]","[""Korean"", ""registry"", ""thromboembolism"", ""venous""]",[],[]
21624156,,,,,,,"[""KB"", ""Ontology"", ""PHARE"", ""PHArmacogenomic"", ""RElationships""]","[""KB"", ""Ontology"", ""PHARE"", ""PHArmacogenomic"", ""RElationships""]",[],[]
21624157,,,,,,,"[""Foundry"", ""OBO""]","[""Foundry"", ""OBO""]",[],[]
21624158,,,,,,,"[""HyQue""]","[""HyQue""]",[],[]
21624162,,,,,"[""KUPKB""]",[],"[""and"", ""base"", ""kidney"", ""knowledge"", ""pathway"", ""urinary""]","[""and"", ""base"", ""kidney"", ""knowledge"", ""pathway"", ""urinary""]",[],[]
21624339,,,,,"[""ILISI"", ""ILISI\u00c3\u0082""]","[""ndex of Italian Literature on"", ""Sciences""]","[""Index"", ""Italian"", ""Literature"", ""Nursing"", ""of"", ""on"", ""Sciences""]","[""Index"", ""Italian"", ""Literature"", ""Nursing"", ""of"", ""on"", ""Sciences""]",[],[]
