name_modification_flags,ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,url_validation,paper_titles,source_batch,qc_manual_review,qc_fix_applied,qc_confidence,qc_issue_category,was_merged
CAPITALIZED,29106569,CSA,0.0,csa,0.0,,0.0,1,http://www.ebi.ac.uk/thornton-srv/m-csa,200,United Kingdom,"(51.8797,-0.4175)",,2018-01-01,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Trust Genome Campus, Hinxton, Cambridge CB10 1SD, UK.","Ferris K, Furnham N, Holliday GL, Ribeiro AJM, Thornton JM, Tyzack JD",MR/K020420/1,Medical Research Council,155.0,United Kingdom,csa,ok,Mechanism and Catalytic Site Atlas (M-CSA): a database of enzyme reaction mechanisms and active sites.,2010-2022,,,,,False
"CAPITALIZED,TITLE_CAPITALIZED",31598696,snoDB,0.9985567,snodb,0.9985567,,0.9985567,1,http://scottgroup.med.usherbrooke.ca/snoDB/,200,Canada,"(45.4001,-71.8991)",,2020-01-01,"Département de biochimie, Faculté de médecine et des sciences de la santé, Université de Sherbrooke, Sherbrooke, Québec J1E 4K8, Canada.","Bouchard-Bourelle P, Deschamps-Francoeur G, Desjardins-Henri C, Elela SA, Fafard-Couture É, Garant JM, Mathurin-St-Pierre D, Scott MS",,"Canada Research Chair in RNA Biology and Cancer Genomics, Faculty of Medicine and Health Sciences of the Université de Sherbrooke, Fonds de Recherche du Québec - Santé, Natural Sciences and Engineering Research Council of Canada",84.0,Canada,snodb,ok,"snoDB: an interactive database of human snoRNA sequences, abundance and interactions.",2010-2022,,,,,False
"CAPITALIZED,TITLE_CAPITALIZED",23193291,DGVa,0.9946677,dgva,0.9946677,,0.9946677,1,http://www.ncbi.nlm.nih.gov/dbvar,200,United States,"(38.9807,-77.1003)",,2012-11-27,"European Bioinformatics Institute, Hinxton, CB10 1SD Cambridgeshire, UK.","Ananiev V, Chen C, Church DM, Corbett M, Flicek P, Garner J, Hefferon T, Lappalainen I, Lopez J, Maguire M, Paschall J, Skipper L, Spalding JD, Zhou G",WT084107MA,"Intramural NIH HHS, Wellcome Trust",211.0,United Kingdom,dgva,ok,DbVar and DGVa: public archives for genomic structural variation.,2010-2022,,,,,False
CAPITALIZED,22194640,IMG,0.9922838,img,0.9922838,,0.9922838,1,http://www.hmpdacc-resources.org/img_hmp,200,United States,"(37.7621,-122.3971)",,2012-01-01,"Biological Data Management and Technology Center, Lawrence Berkeley National Laboratory, 1 Cyclotron Road, Berkeley, USA. VMMarkowitz@lbl.gov","Anderson I, Chen IM, Chu K, Grechkin Y, Huang J, Huntemann M, Ivanova NN, Jacob B, Kyrpides NC, Markowitz VM, Mavromatis K, Palaniappan K, Ratner A, Szeto E, Williams P",U01-HG004866,NHGRI NIH HHS,926.0,"Andorra, United States",img,ok,IMG: the Integrated Microbial Genomes database and comparative analysis system.,2010-2022,,,,,False
TITLE_CAPITALIZED,23396302,Saccharomyces Genome Database,0.988054,,0.988054,saccharomyces genome database,0.988054,1,http://itunes.com/apps/yeastgenome,200,United States,"(37.3230,-122.0322)",,2013-02-08,"Department of Genetics, Stanford University, Stanford, CA 94305-5120, USA.","Cherry JM, Hitz BC, Hong EL, Karra K, Wong ED","R01 HG004834, U41 HG001315",NHGRI NIH HHS,9.0,United States,saccharomyces genome database,ok,The YeastGenome app: the Saccharomyces Genome Database at your fingertips.,2010-2022,,,,,False
,31913853,bio.tools,0.9868398,,0.9868398,bio.tools,0.9868398,1,https://jib.tools,200,Germany,"(49.8597,8.7617)",,2020-01-08,"Bielefeld University, Faculty of Technology, Bioinformatics/Medical Informatics Department, Bielefeld, Germany.","Chmura PJ, Friedrichs M, Hofestädt R, Ison J, Schreiber F, Schwämmle V, Shoshi A, Sommer B",PI Søren Brunak,Novo Nordisk Foundation Center for Protein Research,4.0,Germany,bio.tools,ok,JIB.tools 2.0 - A Bioinformatics Registry for Journal Published Tools with Interoperability to bio.tools.,2010-2022,,,,,False
CAPITALIZED,22621763,OPL,0.98352957,opl,0.98352957,,0.98352957,1,http://purl.obolibrary.org/obo/opl.owl,200,United States,"(37.7621,-122.3971)",,2012-05-23,"The Kno,e,sis Center, Department of Computer Science and Engineering, Wright State University, Dayton, OH, USA. priti@knoesis.org.","Berriman M, Carrington M, Logan-Klumpler F, Louis C, Parikh PP, Protasio AV, Sahoo SS, Sheth AP, Stoeckert CJ Jr, Topalis P, Zheng J","085822, 098051",Wellcome Trust,6.0,"Andorra, United States",opl,ok,The Ontology for Parasite Lifecycle (OPL): towards a consistent vocabulary of lifecycle stages in parasitic organisms.,2010-2022,,,,,False
CAPITALIZED,24293656,SCOP,0.97976226,scop,0.97976226,,0.97976226,1,http://scop2.mrc-lmb.cam.ac.uk/,200,United Kingdom,"(52.2000,0.1167)",,2013-11-29,"MRC Laboratory of Molecular Biology, Francis Crick Avenue, Cambridge, CB2 0QH, UK and European Bioinformatics Institute, Hinxton, Cambridge, CB10 1SD, UK.","Andreeva A, Chothia C, Howorth D, Kulesha E, Murzin AG","BB/I024917/1, MC_U105192716, R01-GM073109","Biotechnology and Biological Sciences Research Council, Medical Research Council, NIGMS NIH HHS",218.0,"Andorra, United Kingdom",scop,ok,SCOP2 prototype: a new approach to protein structure mining.,2010-2022,,,,,False
TITLE_CAPITALIZED,30462313,Cistrome Data Browser,0.9578045,,0.9578045,cistrome data browser,0.9578045,1,http://cistrome.org/db,200,United States,"(39.0437,-77.4875)",,2019-01-01,"Shanghai Key Laboratory of Tuberculosis, Clinical Translational Research Center, Shanghai Pulmonary Hospital, School of Life Sciences and Technology, Tongji University, Shanghai 200092, China.","Brown M, Chen CH, Liu XS, Mei S, Meyer CA, Qin Q, Sun H, Wan C, Wu Q, Zhang X, Zheng R","2016YFC1303200, 2017YFC0908500, 31801110, 81573023, U01 CA180980, U24 HG009446","NCI NIH HHS, NHGRI NIH HHS, National Institutes of Health of US, National Key Research and Development Program of China, National Natural Science Foundation of China",652.0,"Andorra, China",cistrome data browser,ok,Cistrome Data Browser: expanded datasets and new tools for gene regulatory analysis.,2010-2022,,,,,False
CAPITALIZED,31735953,TCGA,0.0,tcga,0.0,,0.0,1,https://trfexplorer.cloud/,200,Italy,"(37.4922,15.0704)",,2019-01-01,"Department of Physics and Astronomy, University of Catania, Catania, Italy.","Alaimo S, Balatti V, Croce CM, Ferro A, La Ferlita A, Nigita G, Pulvirenti A, Veneziano D",,,47.0,"Andorra, Italy",tcga,ok,Identification of tRNA-derived ncRNAs in TCGA and NCI-60 panel cell lines and development of the public database tRFexplorer.,2010-2022,,,,,False
"CAPITALIZED,TITLE_CAPITALIZED",30624654,RAEdb,0.99930966,raedb,0.99930966,,0.99930966,1,http://www.computationalbiology.cn/RAEdb/index.php,200,Hong Kong,"(22.2783,114.1747)",,2019-01-01,"College of Biology, Hunan University, Changsha, China.","Cai Z, Cui Y, Peng Y, Tan Z, Zhang G, Zhang X","2016YFC1200200, 2016YFD0500300, 2018JJ3039, 31500126","Fundamental Research Funds for the Central Universities of China, Hunan Provincial Natural Science Foundation of China, National Key Plan for Scientific Research and Development of China, National Natural Science Foundation of China",14.0,China,raedb,ok,RAEdb: a database of enhancers identified by high-throughput reporter assays.,2010-2022,,,,,False
CAPITALIZED,31089686,GIDB,0.998825,gidb,0.998825,,0.998825,1,http://bmtongji.cn/GIDB/index.html,200,Germany,"(50.1155,8.6842)",,2019-01-01,"Research Center for Translational Medicine, Shanghai East Hospital, School of Life Sciences and Technology, Tongji University, Shanghai, China.","Jin L, Ouyang E, Tong Y, Wang S, Wang Y, Yang J, Zhang X, Zhang Z, Zheng R, Zhou M, Zong H","2016YFC1303200, 2019CXJQ03, 31100912, 31571363, 31601075, 81573023","National Key Research and Development Program of China, National Natural Science Foundation of China, Shanghai Municipal Health Commission",6.0,"Andorra, China",gidb,ok,GIDB: a knowledge database for the automated curation and multidimensional analysis of molecular signatures in gastrointestinal cancer.,2010-2022,,,,,False
TITLE_CAPITALIZED,28798251,LungMAP,0.99852836,,0.99852836,lungmap,0.99852836,1,http://www.lungmap.net,200,United States,"(39.0437,-77.4875)",,2017-08-10,"RTI International, Research Triangle Park, North Carolina.","Ambalavanan N, Ansong C, Ardini-Poleske ME, Carson JP, Clark RF, Corley RA, Deutsch GH, Hagood JS, Kaminski N, Mariani TJ, Palmer SM, Potter SS, Pryhuber GS, Warburton D, Whitsett JA","P30 CA013148, R01 HL095580, R01 HL136722, U01 HL122626, U01 HL122638, U01 HL122642, U01 HL122681, U01 HL122700, U01 HL122703, U01 HL134745, U01 HL148861, UL1 TR000042, UL1 TR002001","NCATS NIH HHS, NCI NIH HHS, NHLBI NIH HHS",152.0,,lungmap,ok,LungMAP: The Molecular Atlas of Lung Development Program.,2010-2022,,,,,False
"CAPITALIZED,TITLE_CAPITALIZED",27049721,TiRe,0.9984561,tire,0.9984561,,0.9984561,1,http://www.tiredb.org,200,United States,"(47.6339,-122.3476)",,2016-04-01,"The Shraga Segal Department of Microbiology, Immunology and Genetics, Center for Multidisciplinary Research on Aging, Ben-Gurion University of the Negev, Beer Sheva, Israel.","Abramovich A, Barzilay T, Budovsky A, Fraifeld VE, Tacutu R, Yanai H, Ziesche R",,,15.0,"Andorra, Benin, Israel",tire,ok,Tissue repair genes: the TiRe database and its implication for skin wound healing.,2010-2022,,,,,False
CAPITALIZED,33275647,MANTA,0.99844015,manta,0.99844015,,0.99844015,1,https://mizuguchilab.org/manta/,200,Japan,"(35.6895,139.6917)",,2020-12-04,"Laboratory of Bioinformatics, Artificial Intelligence Center for Health and Biomedical Research, National Institutes of Biomedical Innovation, Health and Nutrition, Ibaraki, Osaka, Japan.","Chen YA, Hosomi K, Kawashima H, Konishi K, Kunisawa J, Miyachi M, Mizuguchi K, Mohsen A, Murakami H, Natsume-Kitatani Y, Ohno H, Park J, Tanisawa K","15654110, 17K07268, 17K09604, 17ak0101068h0001, 17ek0210078h0002, 17ek0410032s0102, 17fk0108207h0002, 17fk0108223h0002, 17gm1010006s0101, 18H02150, 18H02674, 18K17997, 18ck0106243h0003","Japan Agency for Medical Research and Development, Japan Society for the Promotion of Science, Labour and Welfare, Ministry of Health, Ono Medical Research Foundation",8.0,"Andorra, Japan",manta,ok,"MANTA, an integrative database and analysis platform that relates microbiome and phenotypic data.",2010-2022,,,,,False
"CAPITALIZED,TITLE_CAPITALIZED",26777304,dbEM,0.99821484,dbem,0.99821484,,0.99821484,1,http://crdd.osdd.net/raghava/dbem,200,India,"(30.7363,76.7884)",,2016-01-18,"Bioinformatics Centre, CSIR-Institute of Microbial Technology, Chandigarh-160036, India.","Kumar R, Raghava GP, Singh Nanda J",,,45.0,India,dbem,ok,dbEM: A database of epigenetic modifiers curated from cancerous and normal genomes.,2010-2022,,,,,False
"CAPITALIZED,TITLE_CAPITALIZED",29905870,MiGA,0.9974723,miga,0.9974723,,0.9974723,1,http://microbial-genomes.org/,200,United States,"(33.7490,-84.3880)",,2018-07-01,"School of Civil and Environmental Engineering, Georgia Institute of Technology, 311 Ferst Dr. NW, Atlanta, GA 30332, USA.","Cole JR, Gunturu S, Harvey WT, Konstantinidis KT, Rodriguez-R LM, Rosselló-Mora R, Tiedje JM","1356288, 1356380",National Science Foundation,374.0,"Andorra, Georgia, United States",miga,ok,The Microbial Genomes Atlas (MiGA) webserver: taxonomic and gene diversity analysis of Archaea and Bacteria at the whole genome level.,2010-2022,,,,,False
TITLE_CAPITALIZED,26607947,SymbioGenomesDB,0.9974121,,0.9974121,symbiogenomesdb,0.9974121,1,http://symbiogenomesdb.uv.es,200,Spain,"(40.4165,-3.7026)",,2015-11-25,"Institut Cavanilles de Biodiversitat i Biologia Evolutiva, Universitat de València, Calle Catedrático José Beltrán 2, 46980 Paterna, València, Spain.","Latorre A, Moya A, Reyes-Prieto M, Vargas-Chávez C",,,9.0,Spain,symbiogenomesdb,ok,SymbioGenomesDB: a database for the integration and access to knowledge on host-symbiont relationships.,2010-2022,,,,,False
TITLE_CAPITALIZED,33954026,ZebraShare,0.99741,,0.99741,zebrashare,0.99741,1,https://zfin.org/action/zebrashare,200,United States,"(44.0521,-123.0867)",,2021-04-13,"Department of Biology and Geology, University of South Carolina -Aiken, Aiken, SC, United States of America.","Carte AN, DeLaurier A, Gallati MM, Howe DG, Jihad K, Loyo Rosado F, Mishoe Hernandez L, Pugh KG, Ruzicka L, Shabdue CJ, Talbot JC, Thyme SB, Vanpelt K, Wiggins KJ","K99 MH110603, P20 GM103499, R00 MH110603, R01 GM088041, R01 GM117964, T32 NS077984, U24 HG002659, U24 HG010859, U41 HG002659","NHGRI NIH HHS, NIGMS NIH HHS, NIMH NIH HHS, NINDS NIH HHS",,"Andorra, United States",zebrashare,ok,ZebraShare: a new venue for rapid dissemination of zebrafish mutant data.,2010-2022,,,,,False
TITLE_CAPITALIZED,24271400,ModBase,0.9972073,,0.9972073,modbase,0.9972073,1,http://www.proteinmodelportal.org/,200,Switzerland,"(47.5584,7.5733)",,2013-11-23,"Department of Bioengineering and Therapeutic Sciences, California Institute for Quantitative Biosciences, Byers Hall at Mission Bay, Office 503B, University of California at San Francisco, 1700 4th Street, San Francisco, CA 94158, USA, Department of Pharmaceutical Chemistry, California Institute for Quantitative Biosciences, Byers Hall at Mission Bay, Office 503B, University of California at San Francisco, 1700 4th Street, San Francisco, CA 94158, USA, Graduate Group in Biophysics, University of California at San Francisco, CA 94158, USA, Structural Bioinformatics Unit, Structural Biology and Chemistry department, Institut Pasteur, 25 rue du Docteur Roux, 75015 Paris, France, Université Paris Diderot-Paris 7, école doctorale iViv, Paris Rive Gauche, 5 rue Thomas Mann, 75013 Paris, France, Physical Biosciences Division, Lawrence Berkeley National Laboratory, Berkeley, CA 94720, USA, Department of Molecular Biology, Skaggs Institute of Chemical Biology, The Scripps Research Institute, La Jolla, CA 92037, USA, Life Sciences Division, Department of Molecular Biology, Lawrence Berkeley National Laboratory, Berkeley, CA 94720, USA.","Dong GQ, Fan H, Hammel M, Khuri N, Kim SJ, Nilges M, Pieper U, Sali A, Schneidman-Duhovny D, Spill YG, Tainer JA, Webb BM, Weinkam P","294809, P01 CA092584, P41 GM103311, R01 GM105404, R01GM105404, U54 GM093342, U54 GM094625, U54 GM094662","European Research Council, NCI NIH HHS, NIGMS NIH HHS",221.0,"Andorra, France, United States",modbase,ok,"ModBase, a database of annotated comparative protein structure models and associated resources.",2010-2022,,,,,False
CAPITALIZED,26357271,DAPD,0.9959338,dapd,0.9959338,,0.9959338,1,http://www.mkarthikeyan.bioinfoau.org/dapd,200,India,"(13.1482,80.2314)",,2015-05-01,,"Gopinath K, Jayakumararaj R, Karthikeyan M",,"Department of Bioinformatics, Post Graduate Diploma in Structural Pharmacogenomics",6.0,,dapd,ok,DAPD: A Knowledgebase for Diabetes Associated Proteins.,2010-2022,,,,,False
TITLE_CAPITALIZED,33594411,Viral Host Range database,0.9023687,,0.9023687,viral host range database,0.9023687,1,https://viralhostrangedb.pasteur.cloud,200,France,"(48.8030,2.2669)",,2021-09-01,"Bacteriophage, Bacterium, Host Laboratory, Department of Microbiology, Institut Pasteur, Paris F-75015, France.","Brancotte B, Debarbieux L, Lamy-Besnier Q, Ménager H",,ANR-19-AMRB-0002,26.0,France,viral host range database,ok,"Viral Host Range database, an online tool for recording, analyzing and disseminating virus-host interactions.",2010-2022,,,,,False
"CAPITALIZED,TITLE_CAPITALIZED",33206959,IMEx,0.7219004,imex,0.7219004,,0.7219004,1,https://www.ebi.ac.uk/intact,200,United Kingdom,"(51.8797,-0.4175)",,2020-01-01,"European Molecular Biology Laboratory, Wellcome Genome Campus, European Bioinformatics Institute (EMBL-EBI), Hinxton, CB10 1SD, UK.","Cesareni G, Del-Toro N, Duesbury M, Hermjakob H, Iannuccelli M, Jurisica I, Kotlyar M, Licata L, Meldal B, Orchard S, Panneerselvam K, Panni S, Pastrello C, Pellegrini M, Perfetto L, Porras P, Rahimzadeh N, Ricard-Blum S, Salwinski L, Shrivastava A","#203475, #225404, #322749, #33536, #34876, 2015, 212925/Z/18/Z, 322749, CFI #29272, Core funding, DBI20141231336, Glycomatrix project, OTAR-044 and OTAR02-048, Project IG 2017 [N.20322], R01 GM123126, R01GM123126, U24 HG007822, U24HG007822","Associazione Italiana per la Ricerca sul Cancro, Buchan Foundation, Canada Foundation for Innovation, EMBL core funding, European Molecular Biology Laboratory, European Research Council, Fondation pour la Recherche Médicale, Institute Français de la Bioinformatique, International Business Machines Corporation, Lung, NHGRI NIH HHS, NIGMS NIH HHS, National Cancer Institute, National Eye Institute, National Heart, National Human Genome Research Institute, National Institute of Allergy and Infectious Diseases, National Institute of Diabetes and Digestive and Kidney Diseases, National Institute of General Medical Sciences, National Institute of Mental Health, National Institute on Aging, Natural Sciences and Engineering Research Council of Canada, Ontario Research Fund, Open Targets, Wellcome Trust, and Blood Institute",30.0,United Kingdom,imex,ok,The IMEx coronavirus interactome: an evolving map of Coronaviridae-host molecular interactions.,2010-2022,,,,,False
TITLE_CAPITALIZED,23893746,PrimerBank,0.68413615,,0.68413615,primerbank,0.68413615,1,http://www.flyrnai.org/flyprimerbank,200,United States,"(37.5395,-122.2998)",,2013-09-04,"Department of Genetics, Harvard Medical School, Boston, Massachusetts 02115.","Ammeux N, Flockhart I, Foos M, Hu Y, Kelley C, Mohr SE, Perkins L, Perrimon N, Sopko R, Wang X","GM084947, R01 GM067761, R01 GM084947, R24 OD011176, R24 RR032668","Howard Hughes Medical Institute, NCRR NIH HHS, NIGMS NIH HHS, NIH HHS",119.0,,primerbank,ok,FlyPrimerBank: an online database for Drosophila melanogaster gene expression analysis and knockdown evaluation of RNAi reagents.,2010-2022,,,,,False
TITLE_CAPITALIZED,"31686107, 33995478",ProteomeXchange,0.7279545,,0.7279545,proteomexchange,0.7279545,2,http://www.proteomexchange.org,200,United Kingdom,"(51.8797,-0.4175)",,2020-01-01,"Institute for Systems Biology, Seattle, WA 98109, USA.; Proteomics Core Facility, Department of Biochemistry and Molecular Biology, Faculty of Medicine, University of Debrecen, Debrecen, Hungary.","Bandeira N, Carver JJ, Csősz É, Deutsch EW, Doan VM, García-Seisdedos D, Hermjakob H, Hewapathirana S, Ishihama Y, Jarnuczak AF, Kawano S, Kumar A, Kundu DJ, Kunkli B, MacCoss MJ, MacLean B, Okuda S, Perez-Riverol Y, Pullman BS, Sharma V, Sun Z, Vizcaíno JA, Watanabe Y, Wertz J, Zhu Y","18063028, 1922871, 1933311, 2016YFB0201702, 2016YFC0901701, 208391/Z/17/Z, 5P41GM103484-07, 823839, ABI 1759980, BB/N022432/1, BB/N022440/1, BB/P024599/1, P41 GM103533, R01 GM087221, R01 GM103551, R01 GM121696, R01GM087221, R24 GM127667, R24 GM127667-01, R24GM127667, U01DK121289, U19AG02312, U54 HG008097, U54EB020406, UWPR95794, WT101477MA","Biotechnology and Biological Sciences Research Council, Development and Innovation Office, ELIXIR, H2020 EU EPIC-XS, MOST, NIA, NIGMS NIH HHS, NIH, NSF, National Bioscience Database Center, National Research, National Science Foundation, University of Washington, Wellcome Trust",580.0,"Andorra, Hungary, United States",proteomexchange,ok,The ProteomeXchange consortium in 2020: enabling 'big data' approaches in proteomics. | Construction of Unified Human Antimicrobial and Immunomodulatory Peptide Database and Examination of Antimicrobial and Immunomodulatory Peptides in Alzheimer's Disease Using Network Analysis of Proteomics Datasets.,2010-2022,,,,,False
