pmid,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,title
34606614,2022-01-01,"Department of Biotechnology, Bhupat and Jyoti Mehta School of Biosciences, Indian Institute of Technology Madras, Chennai 600036, India.","Harini K, Srivastava A, Kulandaisamy A, Gromiha MM",CRG/2020/000314,"Ministry of Science and Technology, Government of India, Indian Institute of Technology Madras",31,ProNAB: database for binding affinities of protein-nucleic acid complexes and their mutants.
39737565,2024-11-01,"MOE Key Laboratory of Biosystems Homeostasis & Protection, and Zhejiang Provincial Key Laboratory of Cancer Molecular Cell Biology, Life Sciences Institute, Zhejiang University, 866 Yuhangtang Road, Xihu District, Hangzhou, Zhejiang 310030, China.","Li Y, Peng C, Chi F, Huang Z, Yuan M, Zhou X, Jiang C",82341109,National Natural Science Foundation of China,1,The iPhylo suite: an interactive platform for building and annotating biological and chemical taxonomic trees.
34718746,2022-01-01,"Key Laboratory of Green Chemistry and Technology of Ministry of Education, College of Chemistry, Sichuan University, Chengdu610064, China.","Wang YH, Yang QF, Lin X, Chen D, Wang ZY, Chen B, Han HY, Chen HD, Cai KC, Li Q, Yang S, Tang YL, Li F","22074099, 22077087","National Natural Science Foundation of China, National Natural Science Foundation of China",56,G4LDB 2.2: a database for discovering and studying G-quadruplex and i-Motif ligands.
39399372,2024-09-20,"Institute of Structural and Molecular Biology, University College London, London WC1E 6BT, United Kingdom.","Guo D, Ng JC, Dunn-Walters DK, Fraternali F","BB/T002212/1, 202008440414","Biotechnology and Biological Sciences Research Council, China Scholarship Council",1,VCAb: a web-tool for structure-guided exploration of antibodies.
39722871,2024-11-12,Institute of Social Ecology University of Natural Resources and Life Sciences Vienna Austria.,"Wiedenhofer D, Streeck J, Wieland H, Grammer B, Baumgart A, Plank B, Helbig C, Pauliuk S, Haberl H, Krausmann F","741950, 101056810","HORIZON EUROPE European Innovation Council, HORIZON EUROPE European Innovation Council",2,From extraction to end-uses and waste management: Modeling economy-wide material cycles and stock dynamics around the world.
35882976,2022-07-26,"Programme in Emerging Infectious Diseases, Duke-NUS Medical School, Singapore, 169857, Singapore.","Koh CWT, Ooi JSG, Joly GLC, Chan KR",,,7,Gene Updater: a web tool that autocorrects and updates for Excel misidentified gene names.
36401317,2022-11-18,"Department of Environmental Microbiology, Helmholtz Centre for Environmental Research - UFZ GmbH, 04318, Leipzig, Saxony, Germany.","Nata'ala MK, Avila Santos AP, Coelho Kasmanas J, Bartholomäus A, Saraiva JP, Godinho Silva S, Keller-Costa T, Costa R, Gomes NCM, Ponce de Leon Ferreira de Carvalho AC, Stadler PF, Sipoli Sanches D, Nunes da Rocha U","VH-NG-1248 Micro 'Big Data', VH-NG-1248 Micro ‘Big Data’, 91759074, 91759074, 460129525","Hemlholtz Association, Helmholtz-Zentrum für Umweltforschung GmbH - UFZ, Hemlholtz Association, Deutscher Akademischer Austauschdienst, Petroleum Trust Development Fund, Nigeria, Deutsche Forschungsgemeinschaft",11,MarineMetagenomeDB: a public repository for curated and standardized metadata for marine metagenomes.
35388368,2022-03-17,"Department of Bioinformatics-BiGCaT, NUTRIM, and Maastricht University, Maastricht, The Netherlands.","Martens M, Evelo CT, Willighagen EL",,,16,Providing Adverse Outcome Pathways from the AOP-Wiki in a Semantic Web Format to Increase Usability and Accessibility of the Content.
39117342,2024-08-08,"Department of Computer Science and Engineering, Michigan State University, East Lansing, Michigan, USA.","Ding J, Li L, Lu Q, Venegas J, Wang Y, Wu L, Jin W, Wen H, Liu R, Tang W, Dai X, Li Z, Zuo W, Chang Y, Lei YL, Shang L, Danaher P, Xie Y, Tang J",,,7,SpatialCTD: A Large-Scale Tumor Microenvironment Spatial Transcriptomic Dataset to Evaluate Cell Type Deconvolution for Immuno-Oncology.
39329260,2025-01-01,"Department of Cell Biology and Molecular Genetics, University of Maryland, College Park, MD 20742, USA.","Lin V, Cheung M, Gowthaman R, Eisenberg M, Baker BM, Pierce BG","GM118166, R35 GM118166, R35 GM144083, GM144083, GM144083","National Institutes of Health, NIGMS NIH HHS, NIGMS NIH HHS, National Institutes of Health, NIH HHS",10,"TCR3d 2.0: expanding the T cell receptor structure database with new structures, tools and interactions."
37183478,2023-07-01,"Department of Computer Science, Faculty of Mathematics, Physics and Informatics, Comenius University in Bratislava, Bratislava 842 48, Slovakia.","Brejová B, Vozáriková V, Agarský I, Derková H, Fedor M, Harmanová D, Kiss L, Korman A, Pašen M, Brázdovič F, Vinař T, Nosek J, Tomáška Ľ",,"Slovak Research and Development Agency, European Regional Development Fund, Ministry of Education, Science, Research and Sport of the Slovak republic",1,y-mtPTM: Yeast mitochondrial posttranslational modification database.
39189447,2025-01-01,"Agricultural Big Data Research Center, College of Information Science and Engineering, Shandong Agricultural University, Taian 271018, China.","He S, Bing J, Zhong Y, Zheng X, Zhou Z, Wang Y, Hu J, Sun X",32070684,"National Natural Science Foundation of China, Project of Shandong Province Higher Educational Program for Introduction and Cultivation of Young Innovative Talents in 2021",8,PlantCircRNA: a comprehensive database for plant circular RNAs.
36688705,2023-01-01,"Bioinformatics and Computational Biology Program, Iowa State University, Ames, IA 50011, USA.","Joshi P, Banerjee S, Hu X, Khade PM, Friedberg I",DBI-1458359,"National Science Foundation, Iowa State University",0,GOThresher: a program to remove annotation biases from protein function annotation datasets.
39530217,2025-01-01,"McWilliams School of Biomedical Informatics, The University of Texas Health Science Center at Houston, 7000 Fannin Street, Suite 600, Houston, TX 77030, USA.","Yang Y, Kumar H, Xie Y, Li Z, Li R, Chen W, Diala CS, Ali MA, Xu Y, Wu A, Hosseini SR, Bi E, Zhao H, Kim P, Zheng WJ","R35GM138184, UL1 TR001863, UM1 TR004906, 1R01AG066749, 5R56AG069880-02, RP170668, T15 LM007093, UL1 TR003167, R01GM116876, 1UM1TR004906-01, R01 GM116876, U24 MH130988, W81XWH-22-1-0164, 1UL1TR003167, R35 GM138184, 1U24MH130988-01, 1UL1TR003167","National Institutes of Health, NCATS NIH HHS, NCATS NIH HHS, National Institutes of Health, National Institutes of Health, Cancer Prevention and Research Institute of Texas, NLM NIH HHS, NCATS NIH HHS, National Institutes of Health, National Institutes of Health, NIGMS NIH HHS, NIMH NIH HHS, Department of Defense, University of Texas Health Science Center at Houston, National Institutes of Health, NIGMS NIH HHS, National Institutes of Health, NIH HHS",2,ASpdb: an integrative knowledgebase of human protein isoforms from experimental and AI-predicted structures.
34297061,2022-01-01,"Osteoarthritis Research Program Division of Orthopedic Surgery Schroeder Arthritis Institute, and Data Science Discovery Centre for Chronic Diseases Krembil Research Institute, University Health Network, Toronto, Ontario, Canada.","Tokar T, Pastrello C, Abovsky M, Rahmati S, Jurisica I","30865, 29272, #203475, 34876, 225404","Canada Foundation for Innovation, Buchan Foundation and Schroeder Arthritis Institute via the Toronto General and Western Hospital Foundation, Canada Foundation for Innovation, Natural Sciences Research Council, Ontario Research Fund, IBM, Canada Foundation for Innovation, University Health Network",4,miRAnno-network-based functional microRNA annotation.
41020879,2025-09-13,"Laboratorio de Investigación en Bioactivos y Cáncer, Facultad de Ciencias Químico-Biológicas, Universidad Autónoma de Guerrero, Chilpancingo C.P. 39090, Mexico.","Zacapala-Gómez AE, Hernández-Galicia G, Torres-Rojas FI, Baños-Hernández CJ, Ortiz-Ortiz J, Jiménez-Wences H, Campos-Viguri GE, Antonio-Véjar V, Alarcón-Millán J, Salmerón-Bárcenas EG",,,0,Let-7c/RUNX1 Axis Promotes Cervical Cancer: A Bioinformatic Analysis.
36245702,2022-08-05,"Innovative Institute of Chinese Medicine and Pharmacy, Academy for Interdiscipline Chengdu University of Traditional Chinese Medicine Chengdu China.","Ren L, Xu Y, Ning L, Pan X, Li Y, Zhao Q, Pang B, Huang J, Deng K, Zhang Y","62071099, 81872957, 82130112","National Natural Science Foundation of China, National Natural Science Foundation of China, National Natural Science Foundation of China",24,TCM2COVID: A resource of anti-COVID-19 traditional Chinese medicine with effects and mechanisms.
37870478,2024-01-01,"CAS Key Laboratory of Genomic and Precision Medicine, Beijing Institute of Genomics, Chinese Academy of Sciences and China National Center for Bioinformation, Beijing 100101, China.","Lin S, Wu S, Zhao W, Fang Z, Kang H, Liu X, Pan S, Yu F, Bao Y, Jia P","32270706, XDB38010400, 232016009","National Natural Science Foundation of China, Strategic Priority Research Program of the Chinese Academy of Sciences, Open Biodiversity and Health Big Data Programme of IUBS, Startup Research Fund of Henan Academy of Sciences",5,TargetGene: a comprehensive database of cell-type-specific target genes for genetic variants.
35809063,2022-09-01,"Institute of Computing Science, Poznan University of Technology, 60-965 Poznan, Poland.","Wiedemann J, Kaczor J, Milostan M, Zok T, Blazewicz J, Szachniuk M, Antczak M","2019/35/B/ST6/03074, 0311/SBAD/0705","National Science Center, Poznan University of Technology, Institute of Bioorganic Chemistry",7,RNAloops: a database of RNA multiloops.
40103610,2025-02-21,"Department of Hematology, The First Affiliated Hospital of Chongqing Medical University, School of Basic Medical Sciences, Chongqing Medical University, Chongqing 400016, China.","Li Y, Gu B, Ma L, He LN, Bao X, Huang Y, Yang R, Wang L, Yang Q, Yang H, Zuo Z, Gao S, Zhao X, Chen K",2021B1515020108,Basic and Applied Basic Research Foundation of Guangdong Province,0,m6A2Circ: A comprehensive database for decoding the regulatory relationship between m6A modification and circular RNA.
38653491,2024-03-01,"National Key Laboratory of Advanced Drug Delivery and Release Systems & Zhejiang Provincial Key Laboratory of Anti-Cancer Drug Research, College of Pharmaceutical Sciences, Zhejiang University, Hangzhou 310058, China.","Zhang X, Wu J, Luo Y, Wang Y, Wu Y, Xu X, Zhang Y, Kong R, Chi Y, Sun Y, Chen S, He Q, Zhu F, Zhou Z","2022RC018, LHDMZ22H300002, 31971371, 2022RC018, LDT23H19011H19, XY2022038","K.P. Chao’s High Technology Development Foundation of Zhejiang University, Zhejiang Provincial Natural Science Foundation of China, National Natural Science Foundation of China, K.P. Chao's High Technology Development Foundation of Zhejiang University, Zhejiang Provincial Natural Science Foundation of China, Zhejiang University",1,CovEpiAb: a comprehensive database and analysis resource for immune epitopes and antibodies of human coronaviruses.
34792145,2022-01-01,"School of Life Science and Technology, Computational Biology Research Center, Harbin Institute of Technology, Harbin 150001, China.","Xing J, Zhai R, Wang C, Liu H, Zeng J, Zhou D, Zhang M, Wang L, Wu Q, Gu Y, Zhang Y","6210070817, U20A20376, GA20C018, LBH-Z20158, 31771601, 61972116","National Natural Science Foundation of China, National Natural Science Foundation of China, Applied Technology Research and Development Project of Heilongjiang, Heilongjiang Postdoctoral Fund, National Natural Science Foundation of China, National Natural Science Foundation of China",17,DiseaseMeth version 3.0: a major expansion and update of the human disease methylation database.
35094056,2022-03-01,"Department of Biophysics, University of Texas Southwestern Medical Center, Dallas, TX 75390, USA.","Medvedev KE, Pei J, Grishin NV","R35 GM127390, GM127390, I-1505","NIGMS NIH HHS, National Institutes of Health, Welch Foundation",2,DisEnrich: database of enriched regions in human dark proteome.
37855686,2024-01-01,"College of Pharmaceutical Sciences, The Second Affiliated Hospital, Zhejiang University School of Medicine, Zhejiang University, Hangzhou 310058, China.","Zhang Y, Sun H, Zhang W, Fu T, Huang S, Mou M, Zhang J, Gao J, Ge Y, Yang Q, Zhu F","2018QNA7023, 2022YFC3400501, 22220102001, 82373790, 62201289, LR21H300001, U1909208, 2020C03010, 2020C03010, 181201*194232101, 81872798, BK20210597, 181201*194232101, 81971982","Fundamental Research Funds for Central Universities, National Key Research and Development Program of China, National Natural Science Foundation of China, National Natural Science Foundation of China, National Natural Science Foundation of China, Natural Science Foundation of Zhejiang Province, National Natural Science Foundation of China, Information Technology Centers of Zhejiang University, Key R&D Programs of Zhejiang Province, Key R&amp;D Programs of Zhejiang Province, ‘Double Top-Class’ University Projects, Alibaba Cloud, Alibaba-Zhejiang University, National Natural Science Foundation of China, Natural Science Foundation of Jiangsu Province, 'Double Top-Class' University Projects, Westlake Laboratory of Life Sciences and Biomedicine, National Natural Science Foundation of China, National High-Level Talents Special Support Plan of China",9,CellSTAR: a comprehensive resource for single-cell transcriptomic annotation.
35015132,2022-01-11,"Cold Spring Harbor Laboratory, Cold Spring Harbor, NY, 11724, USA.","Gladman N, Olson A, Wei S, Chougule K, Lu Z, Tello-Ruiz M, Meijs I, Van Buren P, Jiao Y, Wang B, Kumar V, Kumari S, Zhang L, Burke J, Chen J, Burow G, Hayes C, Emendack Y, Xin Z, Ware D","S10OD028632-01, 8062-21000-041-00D, S10 OD028632, S10OD028632-01","NIH HHS, Agricultural Research Service, NIH HHS, National Institutes of Health",32,SorghumBase: a web-based portal for sorghum genetic information and community advancement.
37919434,2023-11-02,"Integrative Genomics of Ageing Group, Institute of Life Course and Medical Sciences, University of Liverpool, Liverpool, UK.","Lagger C, Ursu E, Equey A, Avelar RA, Pisco AO, Tacutu R, de Magalhães JP","BB/R014949/1, LT000741/2019-C, BB/R014949/1, 208375/Z/17/Z","Biotechnology and Biological Sciences Research Council, Human Frontier Science Program, RCUK | Biotechnology and Biological Sciences Research Council, Wellcome Trust, Wellcome Trust",20,scDiffCom: a tool for differential analysis of cell-cell interactions provides a mouse atlas of aging changes in intercellular communication.
