pmid,title_snippet,agent_score,confidence_level,reasoning,setfit_confidence,ling_score,review_score,agent,agent_sample_size,title,abstract,ling_has_intro_pattern,ling_has_title_pattern,ling_has_url,ling_impl_keywords,ling_usage_keywords,agent2_score,agent2_rationale,expert_score,classification,category,evidence_count,title_match,intro_phrases,has_url,impl_keywords,usage_keywords,has_stats,agent4_score,agent4_notes,notes
34215850,Genetic and pharmacological interrogation of cancer vulnerability using a multip...,0.5,low,Neutral indicators,0.59,2.0,0.5,1,200,,,,,,,,,,,,,,,,,,,,,,
33963861,BENZ WS: the Bologna ENZyme Web Server for four-level EC number annotation.,0.5,low,Neutral indicators,0.723,0.0,0.5,1,200,,,,,,,,,,,,,,,,,,,,,,
28289699,"A database for reproducible manipulation research: CapriDB - Capture, Print, Inn...",0.95,high,Resource in title + strong intro language,0.716,2.0,0.95,1,200,,,,,,,,,,,,,,,,,,,,,,
24927841,Human genome network platform: a resource for TFRN analysis.,0.75,medium,Resource description present,0.713,0.0,0.75,1,200,,,,,,,,,,,,,,,,,,,,,,
26876161,"AnnoTALE: bioinformatics tools for identification, annotation, and nomenclature ...",0.95,high,Resource in title + intro language; Named resource in title,0.717,0.0,0.95,1,200,,,,,,,,,,,,,,,,,,,,,,
25977777,Cross-platform ultradeep transcriptomic profiling of human reference RNA samples...,0.5,low,Neutral indicators,0.551,0.0,0.5,1,200,,,,,,,,,,,,,,,,,,,,,,
31101683,A piggyBac-based toolkit for inducible genome editing in mammalian cells.,0.85,high,Resource in title + intro language,0.638,2.0,0.85,1,200,,,,,,,,,,,,,,,,,,,,,,
27738451,T4SP Database 2.0: An Improved Database for Type IV Secretion Systems in Bacteri...,0.85,high,Resource in title + intro language,0.711,0.0,0.85,1,200,,,,,,,,,,,,,,,,,,,,,,
25819073,BioXpress: an integrated RNA-seq-derived gene expression database for pan-cancer...,0.8,medium,Resource in title + intro language; Named resource in title; Statistical analysis focus,0.71,1.0,0.8,1,200,,,,,,,,,,,,,,,,,,,,,,
28551989,Optimized Fluorescence Complementation Platform for Visualizing Salmonella Effec...,0.5,low,Neutral indicators,0.669,0.0,0.5,1,200,,,,,,,,,,,,,,,,,,,,,,
31003610,Review: High-throughput phenotyping to enhance the use of crop genetic resources...,0.5,low,Review/guide content,0.666,1.0,0.5,1,200,,,,,,,,,,,,,,,,,,,,,,
30615482,INDEX-db: The Indian Exome Reference Database (Phase I).,0.7,medium,Resource in title + intro language; Statistical analysis focus,0.692,1.0,0.7,1,200,,,,,,,,,,,,,,,,,,,,,,
22181660,Zebrafish Enhancer TRAP transgenic line database ZETRAP 2.0.,0.5,low,Neutral indicators,0.687,0.0,0.5,1,200,,,,,,,,,,,,,,,,,,,,,,
30395211,Aequatus: an open-source homology browser.,0.95,high,Resource in title + strong intro language,0.728,2.0,0.95,1,200,,,,,,,,,,,,,,,,,,,,,,
27473062,Evo-Devo-EpiR: a genome-wide search platform for epistatic control on the evolut...,0.95,high,Resource in title + strong intro language,0.722,1.0,0.95,1,200,,,,,,,,,,,,,,,,,,,,,,
31030996,Computational Drug Discovery in Chemotherapy-induced Alopecia via Text Mining an...,0.2,high,Some usage language,0.639,0.0,0.2,1,200,,,,,,,,,,,,,,,,,,,,,,
32117432,"BedSect: An Integrated Web Server Application to Perform Intersection, Visualiza...",0.05,high,Some usage language; Statistical analysis focus,0.721,1.0,0.05,1,200,,,,,,,,,,,,,,,,,,,,,,
27762506,Crosslinked Platform Coatings Incorporating Bioactive Signals for the Control of...,0.3,medium,Weak usage language,0.514,0.0,0.3,1,200,,,,,,,,,,,,,,,,,,,,,,
22675348,BRASERO: A Resource for Benchmarking RNA Secondary Structure Comparison Algorith...,0.85,high,Resource in title + intro language,0.719,0.0,0.85,1,200,,,,,,,,,,,,,,,,,,,,,,
23666733,Proteomics data exchange and storage: the need for common standards and public r...,0.4,medium,Weak intro signals; Weak usage language,0.715,2.0,0.4,1,200,,,,,,,,,,,,,,,,,,,,,,
24478338,PUmPER: phylogenies updated perpetually.,0.8,medium,Some intro signals; Has URL,0.723,1.0,0.8,1,200,,,,,,,,,,,,,,,,,,,,,,
34728623,A palaeoclimate proxy database for water security planning in Queensland Austral...,0.35,medium,Statistical analysis focus,0.719,1.0,0.35,1,200,,,,,,,,,,,,,,,,,,,,,,
30115066,A unified resource for transcriptional regulation in Escherichia coli K-12 incor...,0.7,medium,Resource in title + intro language; Statistical analysis focus,0.721,2.0,0.7,1,200,,,,,,,,,,,,,,,,,,,,,,
28011844,The Visible Heart® project and free-access website 'Atlas of Human Cardiac Anato...,0.5,low,Neutral indicators,0.622,0.0,0.5,1,200,,,,,,,,,,,,,,,,,,,,,,
29713953,The EU-Emotion Voice Database.,0.95,high,Resource in title + strong intro language,0.578,2.0,0.95,1,200,,,,,,,,,,,,,,,,,,,,,,
25591449,PathPPI: an integrated dataset of human pathways and protein-protein interaction...,0.8,medium,Weak intro signals; Has URL; Named resource in title,0.627,2.0,0.8,1,200,,,,,,,,,,,,,,,,,,,,,,
31672994,"The AgeGuess database, an open online resource on chronological and perceived ag...",0.95,high,Resource in title + strong intro language,0.71,2.0,0.95,1,200,,,,,,,,,,,,,,,,,,,,,,
32165701,Benchtop-fabricated lipid-based electrochemical sensing platform for the detecti...,0.3,medium,Weak usage language,0.675,0.0,0.3,1,200,,,,,,,,,,,,,,,,,,,,,,
27013226,Exploring Polypharmacology in Drug Discovery and Repurposing Using the CANDO Pla...,0.3,medium,Weak usage language,0.664,2.0,0.3,1,200,,,,,,,,,,,,,,,,,,,,,,
34189203,"Collagen stable isotope data from East and Northeast Asia, c. 7000 BC-1000 AD.",0.7,medium,Weak intro signals; Has URL,0.701,2.0,0.7,1,200,,,,,,,,,,,,,,,,,,,,,,
23827707,Browsing (Epi)genomes: a guide to data resources and epigenome browsers for stem...,0.5,low,Resource in title + strong intro language; Review/guide content,0.714,1.0,0.5,1,200,,,,,,,,,,,,,,,,,,,,,,
26491392,Utilizing online resources for taxonomy: a cybercatalog of Afrotropical apioceri...,0.5,low,Neutral indicators,0.7,1.0,0.5,1,200,,,,,,,,,,,,,,,,,,,,,,
27645405,DMAK: A curated pan-cancer DNA methylation annotation knowledgebase.,0.6,medium,Weak intro signals,0.692,2.0,0.6,1,200,,,,,,,,,,,,,,,,,,,,,,
22581690,Toward a mtDNA locus-specific mutation database using the LOVD platform.,0.65,medium,Resource in title + intro language; Weak usage language,0.682,2.0,0.65,1,200,,,,,,,,,,,,,,,,,,,,,,
34562904,Parallelizable Microfluidic Platform to Model and Assess In Vitro Cellular Barri...,0.85,high,Resource in title + intro language,0.572,1.0,0.85,1,200,,,,,,,,,,,,,,,,,,,,,,
26624015,CardioGenBase: A Literature Based Multi-Omics Database for Major Cardiovascular ...,0.95,high,Resource in title + intro language; Named resource in title,0.72,0.0,0.95,1,200,,,,,,,,,,,,,,,,,,,,,,
28855510,Mining novel starch-converting Glycoside Hydrolase 70 enzymes from the Nestlé Cu...,0.5,low,Neutral indicators,0.651,0.0,0.5,1,200,,,,,,,,,,,,,,,,,,,,,,
31680133,SCNBase: a genomics portal for the soybean cyst nematode (Heterodera glycines).,0.75,medium,Resource in title + strong intro language; Weak usage language,0.714,1.0,0.75,1,200,,,,,,,,,,,,,,,,,,,,,,
24089456,"Nencki Genomics Database--Ensembl funcgen enhanced with intersections, user data...",0.4,medium,Resource in title + strong intro language; Weak usage language; Multiple resources mentioned (likely usage),0.72,2.0,0.4,1,200,,,,,,,,,,,,,,,,,,,,,,
23193272,ArrayExpress update--trends in database growth and links to data analysis tools.,0.5,low,Neutral indicators,0.692,2.0,0.5,1,200,,,,,,,,,,,,,,,,,,,,,,
30313184,Nomenclatural and type catalogue of Athoracophoridae (Mollusca: Eupulmonata: Suc...,0.5,low,Neutral indicators,0.542,1.0,0.5,1,200,,,,,,,,,,,,,,,,,,,,,,
21536137,"Proteopedia: a status report on the collaborative, 3D web-encyclopedia of protei...",0.7,medium,Weak intro signals; Has URL,0.727,2.0,0.7,1,200,,,,,,,,,,,,,,,,,,,,,,
31803747,iPSC-Derived Hepatocytes as a Platform for Disease Modeling and Drug Discovery.,0.5,low,Neutral indicators,0.546,1.0,0.5,1,200,,,,,,,,,,,,,,,,,,,,,,
25812744,RiboTools: a Galaxy toolbox for qualitative ribosome profiling analysis.,1.0,high,Resource in title + strong intro language; Named resource in title,0.722,0.0,1.0,1,200,,,,,,,,,,,,,,,,,,,,,,
32033920,Improved genomic resources for the black tiger prawn (Penaeus monodon).,0.3,medium,Weak usage language,0.656,0.0,0.3,1,200,,,,,,,,,,,,,,,,,,,,,,
31844049,ProTargetMiner as a proteome signature library of anticancer molecules for funct...,0.8,medium,Weak intro signals; Has URL; Named resource in title,0.717,2.0,0.8,1,200,,,,,,,,,,,,,,,,,,,,,,
26822666,HelexKids: A word frequency database for Greek and Cypriot primary school childr...,1.0,high,Resource in title + strong intro language; Named resource in title,0.702,2.0,1.0,1,200,,,,,,,,,,,,,,,,,,,,,,
31859414,The emerging landscape of health research based on biobanks linked to electronic...,0.85,high,Resource in title + intro language,0.666,0.0,0.85,1,200,,,,,,,,,,,,,,,,,,,,,,
32155235,Modeling Infectious Diseases in Healthcare Network (MInD-Healthcare) Framework f...,0.6,medium,Weak intro signals,0.656,0.0,0.6,1,200,,,,,,,,,,,,,,,,,,,,,,
21235804,,,,,0.7132818,0.0,0.8,2,200,Revision history aware repositories of computational models of biological systems.,"<h4>Background</h4>Building repositories of computational models of biological systems ensures that published models are available for both education and further research, and can provide a source of smaller, previously verified models to integrate into a larger model. One problem with earlier repositories has been the limitations in facilities to record the revision history of models. Often, these facilities are limited to a linear series of versions which were deposited in the repository. This is problematic for several reasons. Firstly, there are many instances in the history of biological systems modelling where an 'ancestral' model is modified by different groups to create many different models. With a linear series of versions, if the changes made to one model are merged into another model, the merge appears as a single item in the history. This hides useful revision history information, and also makes further merges much more difficult, as there is no record of which changes have or have not already been merged. In addition, a long series of individual changes made outside of the repository are also all merged into a single revision when they are put back into the repository, making it difficult to separate out individual changes. Furthermore, many earlier repositories only retain the revision history of individual files, rather than of a group of files. This is an important limitation to overcome, because some types of models, such as CellML 1.1 models, can be developed as a collection of modules, each in a separate file. The need for revision history is widely recognised for computer software, and a lot of work has gone into developing version control systems and distributed version control systems (DVCSs) for tracking the revision history. However, to date, there has been no published research on how DVCSs can be applied to repositories of computational models of biological systems.<h4>Results</h4>We have extended the Physiome Model Repository software to be fully revision history aware, by building it on top of Mercurial, an existing DVCS. We have demonstrated the utility of this approach, when used in conjunction with the model composition facilities in CellML, to build and understand more complex models. We have also demonstrated the ability of the repository software to present version history to casual users over the web, and to highlight specific versions which are likely to be useful to users.<h4>Conclusions</h4>Providing facilities for maintaining and using revision history information is an important part of building a useful repository of computational models, as this information is useful both for understanding the source of and justification for parts of a model, and to facilitate automated processes such as merges. The availability of fully revision history aware repositories, and associated tools, will therefore be of significant benefit to the community.",False,False,False,0.0,0.0,0.8,Resource introduction pattern: first.*(?:database|resource|to; Physical resource collection,,,,,,,,,,,,,
26229286,,,,,0.7010018,1.0,0.3,2,200,HgsDb: Haplogroups Database to understand migration and molecular risk assessment.,"<h4>Unlabelled</h4>HgsDb, a database is developed to organize the data under a single platform to facilitate easy access for researcher to get information on migration and molecular risk assessment. In past, human beings migrate from one place to other over the globe in search of food and better habitat, where they got adapted. These adaptations are visible in the form of change in color, facial pattern, average height, eye shape, hair texture, etc. This leads to origin of different race of human being. The adaptations are remarkable when move from equator to either poles. There are hundreds of different haplogroups reported on both maternal and paternal sites. This database provides overview of seventy-six major Haplogroup of mt-DNA and Y-DNA with their sub classes supplemented with structural information of individual Haplogroup responsible for various factor such molecular risk assessment, migration and origin. They help genealogist to gain deep insight information about their maternal and paternal patterns. , we had collected data from open source such as National Center for Biotechnology (NCBI), to develop this database for providing information, which Will helps the medical biology, molecular biology, genealogy and for designing personalized medicine.<h4>Availability</h4>www.gbpec.ac.in/research/HgsDb/.",False,False,False,1.0,0.0,0.3,Linguistic score boost: 1.00,,,,,,,,,,,,,
21627789,,,,,0.7258994,0.0,0.8,2,200,RAG: an update to the RNA-As-Graphs resource.,"<h4>Background</h4>In 2004, we presented a web resource for stimulating the search for novel RNAs, RNA-As-Graphs (RAG), which classified, catalogued, and predicted RNA secondary structure motifs using clustering and build-up approaches. With the increased availability of secondary structures in recent years, we update the RAG resource and provide various improvements for analyzing RNA structures.<h4>Description</h4>Our RAG update includes a new supervised clustering algorithm that can suggest RNA motifs that may be ""RNA-like"". We use this utility to describe RNA motifs as three classes: existing, RNA-like, and non-RNA-like. This produces 126 tree and 16,658 dual graphs as candidate RNA-like topologies using the supervised clustering algorithm with existing RNAs serving as the training data. A comparison of this clustering approach to an earlier method shows considerable improvements. Additional RAG features include greatly expanded search capabilities, an interface to better utilize the benefits of relational database, and improvements to several of the utilities such as directed/labeled graphs and a subgraph search program.<h4>Conclusions</h4>The RAG updates presented here augment the database's intended function - stimulating the search for novel RNA functionality - by classifying available motifs, suggesting new motifs for design, and allowing for more specific searches for specific topologies. The updated RAG web resource offers users a graph-based tool for exploring available RNA motifs and suggesting new RNAs for design.",False,False,False,0.0,0.0,0.8,Resource introduction pattern: we (?:have )?(?:developed|crea; Knowledgebase/curated resource; Database update/new version,,,,,,,,,,,,,
27387304,,,,,0.70649743,1.0,0.85,2,200,Elucidating and mining the Tulipa and Lilium transcriptomes.,"Genome sequencing remains a challenge for species with large and complex genomes containing extensive repetitive sequences, of which the bulbous and monocotyledonous plants tulip and lily are examples. In such a case, sequencing of only the active part of the genome, represented by the transcriptome, is a good alternative to obtain information about gene content. In this study we aimed to generate a high quality transcriptome of tulip and lily and to make this data available as an open-access resource via a user-friendly web-based interface. The Illumina HiSeq 2000 platform was applied and the transcribed RNA was sequenced from a collection of different lily and tulip tissues, respectively. In order to obtain good transcriptome coverage and to facilitate effective data mining, assembly was done using different filtering parameters for clearing out contamination and noise of the RNAseq datasets. This analysis revealed limitations of commonly applied methods and parameter settings used in de novo transcriptome assembly. The final created transcriptomes are publicly available via a user friendly Transcriptome browser ( http://www.bioinformatics.nl/bulbs/db/species/index ). The usefulness of this resource has been exemplified by a search for all potential transcription factors in lily and tulip, with special focus on the TCP transcription factor family. This analysis and other quality parameters point out the quality of the transcriptomes, which can serve as a basis for further genomics studies in lily, tulip, and bulbous plants in general.",False,False,True,0.0,1.0,0.85,URL + database/repository language; Physical resource collection; Usage keywords + method (1); Linguistic score boost: 1.00,,,,,,,,,,,,,
28011777,,,,,0.7260234,2.0,0.8,2,200,Expanding the toolkit for membrane protein modeling in Rosetta.,"<h4>Motivation</h4>A range of membrane protein modeling tools has been developed in the past 5-10 years, yet few of these tools are integrated and make use of existing functionality for soluble proteins. To extend existing methods in the Rosetta biomolecular modeling suite for membrane proteins, we recently implemented RosettaMP, a general framework for membrane protein modeling. While RosettaMP facilitates implementation of new methods, addressing real-world biological problems also requires a set of accessory tools that are used to carry out standard modeling tasks.<h4>Results</h4>Here, we present six modeling tools, including de novo prediction of single trans-membrane helices, making mutations and refining the structure with different amounts of flexibility, transforming a protein into membrane coordinates and optimizing its embedding, computing a Rosetta energy score, and visualizing the protein in the membrane bilayer. We present these methods with complete protocol captures that allow non-expert modelers to carry out the computations.<h4>Availability and implementation</h4>The presented tools are part of the Rosetta software suite, available at www.rosettacommons.org .<h4>Contact</h4>julia.koehler.leman@gmail.com.<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics online.",False,False,False,2.0,0.0,0.8,Resource introduction pattern: we (?:have )?(?:developed|crea; Implementation keywords (2); Methods paper (no clear resource); Analysis tool mention; Linguistic score boost: 2.00,,,,,,,,,,,,,
