"extracted_name","extracted_long","baseline_name","baseline_full","edit_distance","contains","long_sim","match_type","score","confidence"
"BIOPEP","Bioactive Peptides Database","biopepdb","","2","True","0.0","edit_dist=2, contains","1.4","HIGH"
"CWRPdb","Cell Wall Related Protein Database","rpdb","reprogramming database","2","True","0.6071428571428571","edit_dist=2, contains","1.4","HIGH"
"MLST","Multi-Locus Sequence Typing Database","wgmlst","","2","True","0.0","edit_dist=2, contains","1.4","HIGH"
"SCB","Sequence Compression Benchmark Database","icscb","integrated collection of stem cell bank data","2","True","0.6746987951807228","edit_dist=2, contains","1.4","HIGH"
"MAGIC","Multiparent Advanced Generation Inter-Cross","magicdb","mango genetic stocks","2","True","0.5714285714285714","edit_dist=2, contains","1.4","HIGH"
"WormQTLHD","Worm QTL Human Disease Database","wormqtl","","2","True","0.0","edit_dist=2, contains","1.4","HIGH"
"REFOLD","Protein Refolding Database","refolddb","","2","True","0.0","edit_dist=2, contains","1.4","HIGH"
"IRNdb","Immunologically Relevant Non-coding RNA Database","ndb","nucleome data bank","2","True","0.5151515151515151","edit_dist=2, contains","1.4","HIGH"
"ROAD","Rice Oligonucleotide Array Database","proadd","","2","True","0.0","edit_dist=2, contains","1.4","HIGH"
"OASIS","Open Affective Standardized Image Set","oas","antibody space","2","True","0.47058823529411764","edit_dist=2, contains","1.4","HIGH"
"CAP","Cardiac Atlas Project","scapd","","2","True","0.0","edit_dist=2, contains","1.4","HIGH"
"BgeeDB","Bgee Database","bgee","","2","True","0.0","edit_dist=2, contains","1.4","HIGH"
"R-BIND","RNA-Binding Database","bind","biomolecular interaction network database","2","True","0.5573770491803278","edit_dist=2, contains","1.4","HIGH"
"NEPdb","Neoantigen and Neoepitope Database","epd","eukaryotic promoter database","2","True","0.6451612903225806","edit_dist=2, contains","1.4","HIGH"
"HPD","Halophile Protein Database","thpdb","","2","True","0.0","edit_dist=2, contains","1.4","HIGH"
"PMD","Pea Marker Database","ppmdb","plantpathmarks","2","True","0.5454545454545454","edit_dist=2, contains","1.4","HIGH"
"EDGAR","Efficient Database framework for comparative Genome Analyses using BLAST score Ratios","dga","disease and gene annotations database","2","True","0.5573770491803278","edit_dist=2, contains","1.4","HIGH"
"VIS","Fish Distribution Database","visdb","viral","2","True","0.1935483870967742","edit_dist=2, contains","1.4","HIGH"
"GEPdb","Genotype Expression Phenotype Database","epd","eukaryotic promoter database","2","True","0.6363636363636364","edit_dist=2, contains","1.4","HIGH"
"C²Maps","Connectivity Maps","maps","medicinal plant activities","2","True","0.6976744186046512","edit_dist=2, contains","1.4","HIGH"
"SISTEMA","Stem Cell Transcriptome Collection","sistematx","","2","True","0.0","edit_dist=2, contains","1.4","HIGH"
"HIPdb","HIV Inhibiting Peptide Database","pdb","data bank","2","True","0.4","edit_dist=2, contains","1.4","HIGH"
"miRTil","Tilapia microRNA Repository","mirt","","2","True","0.0","edit_dist=2, contains","1.4","HIGH"
"IMNGS","Microbial Profiles Resource","ngs","next generation sequencing catalog","2","True","0.5245901639344263","edit_dist=2, contains","1.4","HIGH"
"imiRTP","Arabidopsis miRNA-Target Prediction Database","mirt","","2","True","0.0","edit_dist=2, contains","1.4","HIGH"
"RNAmod","RNA Modification Database","sirnamod","","2","True","0.0","edit_dist=2, contains","1.4","HIGH"
"Yeast","Consensus Yeast Metabolic Network","yeastip","","2","True","0.0","edit_dist=2, contains","1.4","HIGH"
"MoSys","Molecular Systems Biology Platform","kimosys","","2","True","0.0","edit_dist=2, contains","1.4","HIGH"
"GoMAP","Geogenomic Mutational Atlas of Pathogens","map","microrna analysis portal","2","True","0.625","edit_dist=2, contains","1.4","HIGH"
"OncomiR","OncomiR","oncomirdb","","2","True","0.0","edit_dist=2, contains","1.4","HIGH"
"iGMDR","Pharmacogenetic Resource","mdr","","2","True","0.0","edit_dist=2, contains","1.4","HIGH"
"ResiDB","Residue Database Manager","esid","","2","True","0.0","edit_dist=2, contains","1.4","HIGH"
"AtIPD","AtIPD","ipd","the immuno polymorphism database","2","True","0.2702702702702703","edit_dist=2, contains","1.4","HIGH"
"StraPep","Structure Database of Bioactive Peptides","strap","stress response array profiler","2","True","0.6","edit_dist=2, contains","1.4","HIGH"
"EDGAR","Emissions Database for Global Atmospheric Research","dga","disease and gene annotations database","2","True","0.6666666666666666","edit_dist=2, contains","1.4","HIGH"
"VAS","Variant Annotation System","divas","","2","True","0.0","edit_dist=2, contains","1.4","HIGH"
"OCDB","Oral Cancer Database","hnocdb","","2","True","0.0","edit_dist=2, contains","1.4","HIGH"
"CAP","Citrus Annotation Project database","scapd","","2","True","0.0","edit_dist=2, contains","1.4","HIGH"
"ROD","Raman Open Database","herod","","2","True","0.0","edit_dist=2, contains","1.4","HIGH"
"PRO","Protein Ontology","epros","profile suite","2","True","0.5517241379310345","edit_dist=2, contains","1.4","HIGH"
"g2pDB","Genomic to Protein Database","pdb","data bank","2","True","0.4444444444444444","edit_dist=2, contains","1.4","HIGH"
"HAMAP","High-quality Automated and Manual Annotation of Proteins","map","microrna analysis portal","2","True","0.5","edit_dist=2, contains","1.4","HIGH"
"HYPO","Human Hypothetical Proteins Database","hypodb","","2","True","0.0","edit_dist=2, contains","1.4","HIGH"
"rCAD","RNA Comparative Analysis Database","circad","","2","True","0.0","edit_dist=2, contains","1.4","HIGH"
"MGFD","maize gene families database","mgdd","moroccan genetic disease database","1","False","0.7540983606557377","edit_dist=1, long_sim=0.75","1.2","HIGH"
"VCGIDB","Vibrio Cholerae Genomic Islands Database","vcgdb","virtual chinese genome database","1","False","0.7887323943661971","edit_dist=1, long_sim=0.79","1.2","HIGH"
"PRIN","predicted rice interactome network","prid","predicted rat interactome database","1","False","0.7647058823529411","edit_dist=1, long_sim=0.76","1.2","HIGH"
"MINEs","Metabolic In silico Network Expansions","minas","metal ions in nucleic acids","1","False","0.7384615384615385","edit_dist=1, long_sim=0.74","1.2","HIGH"
"PMRD","Plant Male Reproduction Database","pmbd","plastics microbial biodegradation database","1","False","0.7567567567567568","edit_dist=1, long_sim=0.76","1.2","HIGH"
"HCSD","Human Cancer Secretome Database","hcsgd","human cellular senescence gene database","1","False","0.7714285714285715","edit_dist=1, long_sim=0.77","1.2","HIGH"
"CPHD","Chordate Proteome History Database","cpad","curated protein aggregation database","1","False","0.7714285714285715","edit_dist=1, long_sim=0.77","1.2","HIGH"
"3DGB","3D Genomic Database","3dgd","genome database","1","False","0.8235294117647058","edit_dist=1, long_sim=0.82","1.2","HIGH"
"TCOA","Cancer Omics Atlas","tcea","the cancer editome atlas","1","False","0.7619047619047619","edit_dist=1, long_sim=0.76","1.2","HIGH"
"MBPD","Monosaccharide Biosynthesis Pathways Database","mbgd","microbial genome database for comparative analysis","1","False","0.7368421052631579","edit_dist=1, long_sim=0.74","1.2","HIGH"
"CanVar","Cancer Variation Database","canvas","cancer variation","1","False","0.7804878048780488","edit_dist=1, long_sim=0.78","1.2","HIGH"
"BGH","Banana Genome Hub","bgd","bovine genome database","1","False","0.717948717948718","edit_dist=1, long_sim=0.72","1.2","HIGH"
"DREM","Database for Reaching Experiments and Models","dream","drug response gene expression associated map","1","False","0.7954545454545454","edit_dist=1, long_sim=0.80","1.2","HIGH"
"YGMD","Yeast Gene Module Database","ygd","yak genome database","1","False","0.8","edit_dist=1, long_sim=0.80","1.2","HIGH"
"Mammalian metabolic enzymes database","Mammalian Metabolic Enzymes Database","mammalian metabolic enzyme database","mammalian metabolic enzyme database","1","False","0.9859154929577465","edit_dist=1, long_sim=0.99","1.2","HIGH"
"PK-DB","Pharmacokinetics Database","pkidb","protein kinase inhibitor database","1","False","0.7241379310344828","edit_dist=1, long_sim=0.72","1.2","HIGH"
"GFDP","Gene Family Database in Poplar","gfdb","glycan fragment database","1","False","0.7777777777777778","edit_dist=1, long_sim=0.78","1.2","HIGH"
"DAPD","Diabetes Associated Proteins Database","dampd","dragon antimicrobial peptide database","1","False","0.8108108108108109","edit_dist=1, long_sim=0.81","1.2","HIGH"
"CALP","Comparative Analysis of Leishmania Proteins Database","camp","collection of antimicrobial peptide","1","False","0.7126436781609196","edit_dist=1, long_sim=0.71","1.2","HIGH"
"Saponins mass spectrometry database","Plant Saponins Mass Spectrometry Database","saponin mass spectrometry database","saponin mass spectrometry database","1","False","0.9066666666666666","edit_dist=1, long_sim=0.91","1.2","HIGH"
"NAFD","North American Forest Database","nard","northeast asian reference database","1","False","0.875","edit_dist=1, long_sim=0.88","1.2","HIGH"
"GXA","Gene Expression Atlas","gxd","expression database","1","False","0.8","edit_dist=1, long_sim=0.80","1.2","HIGH"
"PTRD","Porcine Translational Research Database","ptid","pesticide-target interaction database","1","False","0.7368421052631579","edit_dist=1, long_sim=0.74","1.2","HIGH"
"PMSDN","Phelan-McDermid Syndrome Data Network","pms_dn","phelan-mcdermid syndrome data network","1","False","1.0","edit_dist=1, long_sim=1.00","1.2","HIGH"
"LCED","Laccase Engineering Database","lcmd","lung cancer metabolome database","1","False","0.7457627118644068","edit_dist=1, long_sim=0.75","1.2","HIGH"
"CHAMP","CDC Hemophilia A Mutation Project","chbmp","hemophilia b mutation project","1","False","0.9032258064516129","edit_dist=1, long_sim=0.90","1.2","HIGH"
"PSC-db","Plant Secondary Compounds Database","pscdb","protein structural change database","1","False","0.7352941176470589","edit_dist=1, long_sim=0.74","1.2","HIGH"
"SGID","Silkworm Genome Interactive Database","sgd","saccharomyces genome database","1","False","0.7076923076923077","edit_dist=1, long_sim=0.71","1.2","HIGH"
"PTIR","Predicted Tomato Interactome Resource","ptid","pesticide-target interaction database","1","False","0.7027027027027027","edit_dist=1, long_sim=0.70","1.2","HIGH"
"CAMD","Coalition Against Major Diseases Alzheimer's Database","card","comprehensive antibiotic resistance database","1","False","0.7422680412371134","edit_dist=1, long_sim=0.74","1.2","HIGH"
"CGCDB","CHO Gene Coexpression Database","cgdb","coriander genomics database","1","False","0.7719298245614035","edit_dist=1, long_sim=0.77","1.2","HIGH"
"PR2","Protist Ribosomal Reference database","pr(2","protist ribosomal reference database","1","False","1.0","edit_dist=1, long_sim=1.00","1.2","HIGH"
"CORD","CO-Regulation Database","cod","crystallography open database","1","False","0.7450980392156863","edit_dist=1, long_sim=0.75","1.2","HIGH"
"PhID","Pharmacology Interactions Database","phin","protein pharmacology interaction network database","1","False","0.7951807228915663","edit_dist=1, long_sim=0.80","1.2","HIGH"
"MSKKP","Musculoskeletal Knowledge Portal","msk-kp","musculoskeletal knowledge portal","1","False","1.0","edit_dist=1, long_sim=1.00","1.2","HIGH"
"MGH","Maca Genome Hub","mgd","mouse genome database","1","False","0.7222222222222222","edit_dist=1, long_sim=0.72","1.2","HIGH"
"DMSD","Diatomic Molecular Spectroscopy Database","dmd","dietary microrna databases","1","False","0.7272727272727273","edit_dist=1, long_sim=0.73","1.2","HIGH"
"INDICO","Indian Epigenome Cohort","indigo","annotation of microbial genomes","1","False","0.7037037037037037","edit_dist=1, long_sim=0.70","1.2","HIGH"
"PepBind","Protein-Peptide Binding Database","pepid","prostate epigenetic database","2","False","0.7666666666666667","edit_dist=2, long_sim=0.77","1.1","HIGH"
"MetaSRA","Metadata for Sequence Read Archive","metsrr","metabolic syndrome research resource","2","False","0.7142857142857143","edit_dist=2, long_sim=0.71","1.1","HIGH"
"DRIM","Drug Response Investigation and Modeling System","dream","drug response gene expression associated map","2","False","0.7692307692307693","edit_dist=2, long_sim=0.77","1.1","HIGH"
"DEST","Drosophila Evolution over Space and Time","deop","ragon explorer of osmoprotection associated pathways","2","False","0.7391304347826086","edit_dist=2, long_sim=0.74","1.1","HIGH"
"miBC","Mouse Intestinal Bacterial Collection","mikb","myocardial infarction knowledge base","2","False","0.7397260273972602","edit_dist=2, long_sim=0.74","1.1","HIGH"
"CEED","Complex Emotion Expression Database","cega","conserved elements from genomic alignments","2","False","0.7012987012987013","edit_dist=2, long_sim=0.70","1.1","HIGH"
"BraInMap","Brain Interactome Map","brainexp","brain expression database","2","False","0.7391304347826086","edit_dist=2, long_sim=0.74","1.1","HIGH"
"AACT","Aggregate Analysis of ClinicalTrials.gov","aair","allergic airway inflammation repository","2","False","0.759493670886076","edit_dist=2, long_sim=0.76","1.1","HIGH"
"ADDRESS","Database of Disease-associated Human Variants","adrecs","adverse drug reaction classification system","2","False","0.7954545454545454","edit_dist=2, long_sim=0.80","1.1","HIGH"
"GRDR","Global Rare Diseases Registry Data Repository","greg","the gene regulation graph database","2","False","0.7088607594936709","edit_dist=2, long_sim=0.71","1.1","HIGH"
"CGHub","UCSC Cancer Genomics Browser","cgob","candida gene order browser","2","False","0.7407407407407407","edit_dist=2, long_sim=0.74","1.1","HIGH"
"DESM","Microbial Knowledge Exploration Portal","deop","ragon explorer of osmoprotection associated pathways","2","False","0.7111111111111111","edit_dist=2, long_sim=0.71","1.1","HIGH"
"PGRx","Pharmacogenomics Research Network Database","pgmd","pakistan genetic mutation database","2","False","0.7105263157894737","edit_dist=2, long_sim=0.71","1.1","HIGH"
"ZFLNC","Zebrafish Long Non-Coding RNA Database","zfin","zebrafish model organism database","2","False","0.8169014084507042","edit_dist=2, long_sim=0.82","1.1","HIGH"
"PPNID","Plant-Parasitic Nematode Identification Database","ppim","protein-protein interaction database for maize","2","False","0.8085106382978723","edit_dist=2, long_sim=0.81","1.1","HIGH"
"PRINTS","Protein Fingerprint Database","primos","protein interaction and molecule search","2","False","0.7164179104477612","edit_dist=2, long_sim=0.72","1.1","HIGH"
"ePGA","Electronic Pharmacogenomics Assistant","epsd","eukaryotic phosphorylation site database","2","False","0.7272727272727273","edit_dist=2, long_sim=0.73","1.1","HIGH"
"FORUM","Forum for Relationships in Unified Metabolomics","foam","functional ontology assignments for metagenomes","2","False","0.723404255319149","edit_dist=2, long_sim=0.72","1.1","HIGH"
"GENSAT","Gene Expression Nervous System Atlas Database","gent","gene expression database of normal and tumor tissues","2","False","0.845360824742268","edit_dist=2, long_sim=0.85","1.1","HIGH"
"MAREA","Accelerometer-based Gait Event Database","mardy","mycology antifungal resistance database","2","False","0.717948717948718","edit_dist=2, long_sim=0.72","1.1","HIGH"
"OTUX","V-region Specific OTU Database","otd","oomycete transcriptomics database","2","False","0.7301587301587301","edit_dist=2, long_sim=0.73","1.1","HIGH"
"IPSI","Italian Present-day Stress Indicators Database","ipad","integrated pathway analysis database for systematic enrichment analysis","2","False","0.7521367521367521","edit_dist=2, long_sim=0.75","1.1","HIGH"
