"extracted_name","baseline_name","match_type","is_match","score","reasoning","extracted_long","extracted_url","baseline_url","baseline_long","edit_distance","url_similarity","confidence"
"PlantOrDB","plantordb","EXACT","Y","10.0","Exact name match","","","","","","",""
"ASER","aser","EXACT","Y","10.0","Exact name match","","","","","","",""
"CellLineMiner","celllineminer","EXACT","Y","10.0","Exact name match","","","","","","",""
"REFOLDdb","refolddb","EXACT","Y","10.0","Exact name match","","","","","","",""
"CDSbank","cdsbank","EXACT","Y","10.0","Exact name match","","","","","","",""
"GEO","geo","EXACT","Y","10.0","Exact name match","","","","","","",""
"iHMS","ihms","EXACT","Y","10.0","Exact name match","","","","","","",""
"LoQAtE","loqate","EXACT","Y","10.0","Exact name match","","","","","","",""
"ALDB","aldb","EXACT","Y","10.0","Exact name match","","","","","","",""
"BYKdb","bykdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"ECCParaCorp","eccparacorp","EXACT","Y","10.0","Exact name match","","","","","","",""
"piRNAQuest","pirnaquest","EXACT","Y","10.0","Exact name match","","","","","","",""
"SALMONELLABASE","salmonellabase","EXACT","Y","10.0","Exact name match","","","","","","",""
"OGRO","ogro","EXACT","Y","10.0","Exact name match","","","","","","",""
"Pln24NT","pln24nt","EXACT","Y","10.0","Exact name match","","","","","","",""
"MSigDB","msigdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"AtlasT4SS","atlast4ss","EXACT","Y","10.0","Exact name match","","","","","","",""
"GenomewidePDB","genomewidepdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"EcoliNet","ecolinet","EXACT","Y","10.0","Exact name match","","","","","","",""
"MARDy","mardy","EXACT","Y","10.0","Exact name match","","","","","","",""
"CEGA","cega","EXACT","Y","10.0","Exact name match","","","","","","",""
"AgeFactDB","agefactdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"ISSMIC","issmic","EXACT","Y","10.0","Exact name match","","","","","","",""
"AtFusionDB","atfusiondb","EXACT","Y","10.0","Exact name match","","","","","","",""
"NLSdb","nlsdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"liqDB","liqdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"OncomiRdbB","oncomirdbb","EXACT","Y","10.0","Exact name match","","","","","","",""
"lnCaNet","lncanet","EXACT","Y","10.0","Exact name match","","","","","","",""
"WormQTL","wormqtl","EXACT","Y","10.0","Exact name match","","","","","","",""
"AtCircDB","atcircdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"GTRD","gtrd","EXACT","Y","10.0","Exact name match","","","","","","",""
"ocsESTdb","ocsestdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"GenderMedDB","gendermeddb","EXACT","Y","10.0","Exact name match","","","","","","",""
"YaTCM","yatcm","EXACT","Y","10.0","Exact name match","","","","","","",""
"LncVar","lncvar","EXACT","Y","10.0","Exact name match","","","","","","",""
"VerSeDa","verseda","EXACT","Y","10.0","Exact name match","","","","","","",""
"MisPred","mispred","EXACT","Y","10.0","Exact name match","","","","","","",""
"MOSAIC","mosaic","EXACT","Y","10.0","Exact name match","","","","","","",""
"ZIKAVID","zikavid","EXACT","Y","10.0","Exact name match","","","","","","",""
"Verdant","verdant","EXACT","Y","10.0","Exact name match","","","","","","",""
"miRT","mirt","EXACT","Y","10.0","Exact name match","","","","","","",""
"RPdb","rpdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"DMD","dmd","EXACT","Y","10.0","Exact name match","","","","","","",""
"STADIUM","stadium","EXACT","Y","10.0","Exact name match","","","","","","",""
"SpirPro","spirpro","EXACT","Y","10.0","Exact name match","","","","","","",""
"RiceWiki","ricewiki","EXACT","Y","10.0","Exact name match","","","","","","",""
"MGDD","mgdd","EXACT","Y","10.0","Exact name match","","","","","","",""
"CMRegNet","cmregnet","EXACT","Y","10.0","Exact name match","","","","","","",""
"FunTree","funtree","EXACT","Y","10.0","Exact name match","","","","","","",""
"HFIP","hfip","EXACT","Y","10.0","Exact name match","","","","","","",""
"SMART","smart","EXACT","Y","10.0","Exact name match","","","","","","",""
"AllergenPro","allergenpro","EXACT","Y","10.0","Exact name match","","","","","","",""
"PTMD","ptmd","EXACT","Y","10.0","Exact name match","","","","","","",""
"Channelpedia","channelpedia","EXACT","Y","10.0","Exact name match","","","","","","",""
"Expresso","expresso","EXACT","Y","10.0","Exact name match","","","","","","",""
"InterEvol","interevol","EXACT","Y","10.0","Exact name match","","","","","","",""
"ARN","arn","EXACT","Y","10.0","Exact name match","","","","","","",""
"MCENet","mcenet","EXACT","Y","10.0","Exact name match","","","","","","",""
"YNA","yna","EXACT","Y","10.0","Exact name match","","","","","","",""
"hLGDB","hlgdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"SAGER","sager","EXACT","Y","10.0","Exact name match","","","","","","",""
"CPPsite","cppsite","EXACT","Y","10.0","Exact name match","","","","","","",""
"FisOmics","fisomics","EXACT","Y","10.0","Exact name match","","","","","","",""
"dbPPT","dbppt","EXACT","Y","10.0","Exact name match","","","","","","",""
"PGAT","pgat","EXACT","Y","10.0","Exact name match","","","","","","",""
"PPIM","ppim","EXACT","Y","10.0","Exact name match","","","","","","",""
"MINT","mint","EXACT","Y","10.0","Exact name match","","","","","","",""
"MethMotif","methmotif","EXACT","Y","10.0","Exact name match","","","","","","",""
"KRGDB","krgdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"novPTMenzy","novptmenzy","EXACT","Y","10.0","Exact name match","","","","","","",""
"dbDEPC","dbdepc","EXACT","Y","10.0","Exact name match","","","","","","",""
"UVGD","uvgd","EXACT","Y","10.0","Exact name match","","","","","","",""
"SAPdb","sapdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"bNAber","bnaber","EXACT","Y","10.0","Exact name match","","","","","","",""
"LuluDB","luludb","EXACT","Y","10.0","Exact name match","","","","","","",""
"TransmiR","transmir","EXACT","Y","10.0","Exact name match","","","","","","",""
"ICG","icg","EXACT","Y","10.0","Exact name match","","","","","","",""
"dendPoint","dendpoint","EXACT","Y","10.0","Exact name match","","","","","","",""
"T1TAdb","t1tadb","EXACT","Y","10.0","Exact name match","","","","","","",""
"Ricebase","ricebase","EXACT","Y","10.0","Exact name match","","","","","","",""
"COVIDium","covidium","EXACT","Y","10.0","Exact name match","","","","","","",""
"HAPPI","happi","EXACT","Y","10.0","Exact name match","","","","","","",""
"BDgene","bdgene","EXACT","Y","10.0","Exact name match","","","","","","",""
"GeneFriends","genefriends","EXACT","Y","10.0","Exact name match","","","","","","",""
"P2TF","p2tf","EXACT","Y","10.0","Exact name match","","","","","","",""
"AlzBase","alzbase","EXACT","Y","10.0","Exact name match","","","","","","",""
"CreZoo","crezoo","EXACT","Y","10.0","Exact name match","","","","","","",""
"FRIDa","frida","EXACT","Y","10.0","Exact name match","","","","","","",""
"MetaboLights","metabolights","EXACT","Y","10.0","Exact name match","","","","","","",""
"GRIPDB","gripdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"TIE","tie","EXACT","Y","10.0","Exact name match","","","","","","",""
"mSignatureDB","msignaturedb","EXACT","Y","10.0","Exact name match","","","","","","",""
"mutLBSgeneDB","mutlbsgenedb","EXACT","Y","10.0","Exact name match","","","","","","",""
"RegPhos","regphos","EXACT","Y","10.0","Exact name match","","","","","","",""
"MimoDB","mimodb","EXACT","Y","10.0","Exact name match","","","","","","",""
"diArk","diark","EXACT","Y","10.0","Exact name match","","","","","","",""
"NeXO","nexo","EXACT","Y","10.0","Exact name match","","","","","","",""
"dbGAPs","dbgaps","EXACT","Y","10.0","Exact name match","","","","","","",""
"Metabolonote","metabolonote","EXACT","Y","10.0","Exact name match","","","","","","",""
"TOMATOMA","tomatoma","EXACT","Y","10.0","Exact name match","","","","","","",""
"DenHunt","denhunt","EXACT","Y","10.0","Exact name match","","","","","","",""
"L1Base","l1base","EXACT","Y","10.0","Exact name match","","","","","","",""
"IDDB","iddb","EXACT","Y","10.0","Exact name match","","","","","","",""
"MediaDB","mediadb","EXACT","Y","10.0","Exact name match","","","","","","",""
"SymbioGBR","symbiogbr","EXACT","Y","10.0","Exact name match","","","","","","",""
"MirGeneDB","mirgenedb","EXACT","Y","10.0","Exact name match","","","","","","",""
"ABCD","abcd","EXACT","Y","10.0","Exact name match","","","","","","",""
"SWEETLEAD","sweetlead","EXACT","Y","10.0","Exact name match","","","","","","",""
"CIGene","cigene","EXACT","Y","10.0","Exact name match","","","","","","",""
"JingleBells","jinglebells","EXACT","Y","10.0","Exact name match","","","","","","",""
"VarCards","varcards","EXACT","Y","10.0","Exact name match","","","","","","",""
"RadAtlas","radatlas","EXACT","Y","10.0","Exact name match","","","","","","",""
"SPDB","spdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"snOPY","snopy","EXACT","Y","10.0","Exact name match","","","","","","",""
"SITVIT2","sitvit2","EXACT","Y","10.0","Exact name match","","","","","","",""
"circRNADb","circrnadb","EXACT","Y","10.0","Exact name match","","","","","","",""
"HTRIdb","htridb","EXACT","Y","10.0","Exact name match","","","","","","",""
"GIGA","giga","EXACT","Y","10.0","Exact name match","","","","","","",""
"TarBase","tarbase","EXACT","Y","10.0","Exact name match","","","","","","",""
"mirtronDB","mirtrondb","EXACT","Y","10.0","Exact name match","","","","","","",""
"Isotopo","isotopo","EXACT","Y","10.0","Exact name match","","","","","","",""
"SemMedDB","semmeddb","EXACT","Y","10.0","Exact name match","","","","","","",""
"CicerSpTEdb","cicersptedb","EXACT","Y","10.0","Exact name match","","","","","","",""
"OnTheFly","onthefly","EXACT","Y","10.0","Exact name match","","","","","","",""
"CAUSALdb","causaldb","EXACT","Y","10.0","Exact name match","","","","","","",""
"Start2Fold","start2fold","EXACT","Y","10.0","Exact name match","","","","","","",""
"DNAmoreDB","dnamoredb","EXACT","Y","10.0","Exact name match","","","","","","",""
"CoryneBase","corynebase","EXACT","Y","10.0","Exact name match","","","","","","",""
"RhesusBase","rhesusbase","EXACT","Y","10.0","Exact name match","","","","","","",""
"HCVIVdb","hcvivdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"CoevDB","coevdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"FurinDB","furindb","EXACT","Y","10.0","Exact name match","","","","","","",""
"EKPD","ekpd","EXACT","Y","10.0","Exact name match","","","","","","",""
"TTSMI","ttsmi","EXACT","Y","10.0","Exact name match","","","","","","",""
"PepBDB","pepbdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"PhagesDB","phagesdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"DREMECELS","dremecels","EXACT","Y","10.0","Exact name match","","","","","","",""
"LncCeRBase","lnccerbase","EXACT","Y","10.0","Exact name match","","","","","","",""
"ADReCS","adrecs","EXACT","Y","10.0","Exact name match","","","","","","",""
"CLIPdb","clipdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"TissGDB","tissgdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"LNCediting","lncediting","EXACT","Y","10.0","Exact name match","","","","","","",""
"FRCD","frcd","EXACT","Y","10.0","Exact name match","","","","","","",""
"MIPModDB","mipmoddb","EXACT","Y","10.0","Exact name match","","","","","","",""
"PlantCircNet","plantcircnet","EXACT","Y","10.0","Exact name match","","","","","","",""
"HBVdb","hbvdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"dbCPG","dbcpg","EXACT","Y","10.0","Exact name match","","","","","","",""
"PolarProtDb","polarprotdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"STATdb","statdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"HieranoiDB","hieranoidb","EXACT","Y","10.0","Exact name match","","","","","","",""
"PhyloPro","phylopro","EXACT","Y","10.0","Exact name match","","","","","","",""
"VirusCircBase","viruscircbase","EXACT","Y","10.0","Exact name match","","","","","","",""
"iJGVD","ijgvd","EXACT","Y","10.0","Exact name match","","","","","","",""
"DPRP","dprp","EXACT","Y","10.0","Exact name match","","","","","","",""
"LncReg","lncreg","EXACT","Y","10.0","Exact name match","","","","","","",""
"MycoRRdb","mycorrdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"VESPUCCI","vespucci","EXACT","Y","10.0","Exact name match","","","","","","",""
"SPGDB","spgdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"iCAV","icav","EXACT","Y","10.0","Exact name match","","","","","","",""
"RGED","rged","EXACT","Y","10.0","Exact name match","","","","","","",""
"MultitaskProtDB","multitaskprotdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"RaftProt","raftprot","EXACT","Y","10.0","Exact name match","","","","","","",""
"eHALOPH","ehaloph","EXACT","Y","10.0","Exact name match","","","","","","",""
"AdditiveChem","additivechem","EXACT","Y","10.0","Exact name match","","","","","","",""
"RADB","radb","EXACT","Y","10.0","Exact name match","","","","","","",""
"DRodVir","drodvir","EXACT","Y","10.0","Exact name match","","","","","","",""
"ASRDb","asrdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"MMRdb","mmrdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"CNVIntegrate","cnvintegrate","EXACT","Y","10.0","Exact name match","","","","","","",""
"PeanutDB","peanutdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"EPITRANS","epitrans","EXACT","Y","10.0","Exact name match","","","","","","",""
"KERIS","keris","EXACT","Y","10.0","Exact name match","","","","","","",""
"FmMDb","fmmdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"LUCApedia","lucapedia","EXACT","Y","10.0","Exact name match","","","","","","",""
"HEXEvent","hexevent","EXACT","Y","10.0","Exact name match","","","","","","",""
"dbDiarrhea","dbdiarrhea","EXACT","Y","10.0","Exact name match","","","","","","",""
"saRNAdb","sarnadb","EXACT","Y","10.0","Exact name match","","","","","","",""
"Linc2GO","linc2go","EXACT","Y","10.0","Exact name match","","","","","","",""
"EyeDiseases","eyediseases","EXACT","Y","10.0","Exact name match","","","","","","",""
"QSIdb","qsidb","EXACT","Y","10.0","Exact name match","","","","","","",""
"CITGeneDB","citgenedb","EXACT","Y","10.0","Exact name match","","","","","","",""
"PheLiGe","phelige","EXACT","Y","10.0","Exact name match","","","","","","",""
"HisgAtlas","hisgatlas","EXACT","Y","10.0","Exact name match","","","","","","",""
"tRFtarget","trftarget","EXACT","Y","10.0","Exact name match","","","","","","",""
"miRactDB","miractdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"DDIEM","ddiem","EXACT","Y","10.0","Exact name match","","","","","","",""
"Phytozome","phytozome","EXACT","Y","10.0","Exact name match","","","","","","",""
"PIMADb","pimadb","EXACT","Y","10.0","Exact name match","","","","","","",""
"siRNAmod","sirnamod","EXACT","Y","10.0","Exact name match","","","","","","",""
"ScaPD","scapd","EXACT","Y","10.0","Exact name match","","","","","","",""
"MabsBase","mabsbase","EXACT","Y","10.0","Exact name match","","","","","","",""
"ActiveDriverDB","activedriverdb","EXACT","Y","10.0","Exact name match","","","","","","",""
"SNP2APA","snp2apa","EXACT","Y","10.0","Exact name match","","","","","","",""
"LymPHOS","lymphos","EXACT","Y","10.0","Exact name match","","","","","","",""
"BrainEXP","brainexp","EXACT","Y","10.0","Exact name match","","","","","","",""
"HGTree","hgtree","EXACT","Y","10.0","Exact name match","","","","","","",""
"MyMpn","mympn","EXACT","Y","10.0","Exact name match","","","","","","",""
"ChIPBase","chipbase","EXACT","Y","10.0","Exact name match","","","","","","",""
"IBDsite","ibdsite","EXACT","Y","10.0","Exact name match","","","","","","",""
"SchistoDB","schistodb","EXACT","Y","10.0","Exact name match","","","","","","",""
"RiceQTLPro","riceqtlpro","EXACT","Y","10.0","Exact name match","","","","","","",""
"YDHS","ydhs","EXACT","Y","10.0","Exact name match","","","","","","",""
"PHENOPSIS","phenopsis","EXACT","Y","10.0","Exact name match","","","","","","",""
"EcoliOverExpressionDB","ecolioverexpressiondb","EXACT","Y","10.0","Exact name match","","","","","","",""
