"pmid","title","has_url","is_false_positive","confidence","reason","consol_agent_agree","consol_is_fp","consol_reason"
"22106335, 23671338, 22140103, 23396323","Data-driven information retrieval in heterogeneous collections of transcriptomics data links SIM2s to malignant pleural mesothelioma.","True","N","medium","Describes data retrieval system (database).","Y","",""
"23088274, 26268340","Computational tools and resources for metabolism-related property predictions. 2. Application to prediction of half-life time in human liver microsomes.","True","N","medium","Title contains 'resources'; provides metabolism data.","N","Y","Title contains methodology pattern ('tool for', 'method for', etc.)"
"27888793","InverPep: A database of invertebrate antimicrobial peptides.","True","N","high","Title explicitly contains 'database'.","Y","",""
"26510927","The HAND Database: a gateway to understanding the role of HIV in HIV-associated neurocognitive disorders.","True","N","high","Title explicitly contains 'Database'.","Y","",""
"24203708","SMPDB 2.0: big improvements to the Small Molecule Pathway Database.","True","N","high","Title explicitly contains 'Database'.","Y","",""
"34220930","The FAANG Data Portal: Global, Open-Access, ""FAIR"", and Richly Validated Genotype to Phenotype Data for High-Quality Functional Annotation of Animal Genomes.","True","N","high","Title explicitly contains 'Data Portal'.","Y","",""
"33290554","PANTHER version 16: a revised family classification, tree-based classification tool, enhancer regions and extensive API.","True","N","high","PANTHER is protein family database; contains data.","Y","",""
"29112718, 29927072, 33211869","Rfam 13.0: shifting to a genome-centric resource for non-coding RNA families.","True","N","high","Title explicitly contains 'resource'; Rfam is RNA family database.","Y","",""
"31296229","GENT2: an updated gene expression database for normal and tumor tissues.","True","N","high","Title explicitly contains 'database'.","Y","",""
"27374121","HPIDB 2.0: a curated database for host-pathogen interactions.","True","N","high","Title explicitly contains 'database'.","Y","",""
"23530693","A systematic comparison of the MetaCyc and KEGG pathway databases.","False","Y","high","Title describes comparison of databases; not a database itself; no URL.","N","N","Title contains database/resource keyword indicating data collection"
"25990727","APPRIS WebServer and WebServices.","True","N","medium","APPRIS is protein isoform database; web services for access.","Y","",""
"25428363, 27980099, 30476227","The BioGRID interaction database: 2015 update.","True","N","high","Title explicitly contains 'database'.","Y","",""
"27114492","UbiNet: an online resource for exploring the functional associations and regulatory networks of protein ubiquitylation.","True","N","high","Title explicitly contains 'resource'.","Y","",""
"24165881","SIMAP--the database of all-against-all protein sequence similarities and annotations with new interfaces and increased coverage.","True","N","high","Title explicitly contains 'database'.","Y","",""
"24178989","HypoxiaDB: a database of hypoxia-regulated proteins.","True","N","high","Title explicitly contains 'database'.","Y","",""
"21269480","Searching the protein structure database for ligand-binding site similarities using CPASS v.2.","True","Y","medium","Title emphasizes 'searching' tool CPASS; likely both database and tool.","N","N","Title contains database/resource keyword indicating data collection"
"23568467, 24259431","Databases and in silico tools for vaccine design.","True","N","high","Violinet is a vaccine database; title mentions databases.","Y","",""
"22127867","FlyBase 101--the basics of navigating FlyBase.","True","N","high","FlyBase is a Drosophila genomic database.","Y","",""
"23282057","IntPath--an integrated pathway gene relationship database for model organisms and important pathogens.","True","N","high","Title explicitly contains 'database'.","Y","",""
"25102069, 29487113","Panorama: a targeted proteomics knowledge base.","True","N","high","Title explicitly contains 'knowledge base'.","Y","",""
"21353266","A legume specific protein database (LegProt) improves the number of identified peptides, confidence scores and overall protein identification success rates for legume proteomics.","True","N","high","Title explicitly contains 'database'.","Y","",""
"30105017","ASAP - A Webserver for Immunoglobulin-Sequencing Analysis Pipeline.","True","Y","medium","Title indicates web server for analysis pipeline; may have database backend.","N","N","Has URL and no strong FP indicators"
"23143106, 26442933, 30406744","EcoCyc: fusing model organism databases with systems biology.","True","N","high","Title explicitly contains 'databases'; EcoCyc is E. coli database.","Y","",""
"31161204","PRISMOID: a comprehensive 3D structure database for post-translational modifications and mutations with functional impact.","True","N","high","Title explicitly contains 'database'.","Y","",""
"30365030","ETCM: an encyclopaedia of traditional Chinese medicine.","True","N","high","Title describes encyclopaedia (database).","Y","",""
"26578581, 33151284","DBAASP v.2: an enhanced database of structure and antimicrobial/cytotoxic activity of natural and synthetic peptides.","True","N","high","Title explicitly contains 'database'.","Y","",""
"25270877","CODEX: a next-generation sequencing experiment database for the haematopoietic and embryonic stem cell communities.","True","N","high","Title explicitly contains 'database'.","Y","",""
"26896846","NALDB: nucleic acid ligand database for small molecules targeting nucleic acid.","True","N","high","Title explicitly contains 'database'.","Y","",""
"33196844","dbCNS: A New Database for Conserved Noncoding Sequences.","True","N","high","Title explicitly contains 'Database'.","Y","",""
"32952115","CNGBdb: China National GeneBank DataBase.","True","N","high","Title explicitly contains 'DataBase'.","Y","",""
"23074187, 26097180, 28838067","ZFIN, the Zebrafish Model Organism Database: increased support for mutants and transgenics.","True","N","high","Title explicitly contains 'Database'.","Y","",""
"26553799, 30668832","DASHR: database of small human noncoding RNAs.","True","N","high","Title explicitly contains 'database'.","Y","",""
"33002111","PyDISH: database and analysis tools for heme porphyrin distortion in heme proteins.","True","N","high","Title explicitly contains 'database'.","Y","",""
"24234437, 26582918","ClinVar: public archive of relationships among sequence variation and human phenotype.","True","N","high","Title explicitly contains 'archive'.","Y","",""
"30016397","dbCID: a manually curated resource for exploring the driver indels in human cancer.","True","N","high","Title contains 'db' and 'resource'.","Y","",""
"27638885, 31584097","The international Genome sample resource (IGSR): A worldwide collection of genome variation incorporating the 1000 Genomes Project data.","True","N","high","Title explicitly contains 'resource' and describes data collection.","Y","",""
"24137000","Updates of the HbVar database of human hemoglobin variants and thalassemia mutations.","True","N","high","Title explicitly contains 'database'.","Y","",""
"23585031, 27694208","HORDE: comprehensive resource for olfactory receptor genomics.","True","N","high","Title explicitly contains 'resource'.","Y","",""
"27789690, 30371892","DrugCentral: online drug compendium.","True","N","high","Title describes drug compendium (database).","Y","",""
"25352543, 27794554, 30395267, 32846052, 33106848","RNAcentral: an international database of ncRNA sequences.","True","N","high","Title explicitly contains 'database'.","Y","",""
"23794735","The CARLSBAD database: a confederated database of chemical bioactivities.","True","N","high","Title explicitly contains 'database'.","Y","",""
"33418085","MicroPhenoDB Associates Metagenomic Data with Pathogenic Microbes, Microbial Core Genes, and Human Disease Phenotypes.","True","N","high","MicroPhenoDB is a database associating metagenomic data.","Y","",""
"24217916, 27087310","NPInter v2.0: an updated database of ncRNA interactions.","True","N","high","Title explicitly contains 'database'.","Y","",""
"21989943","Molecular Imaging and Contrast Agent Database (MICAD): evolution and progress.","True","N","high","Title explicitly contains 'Database'.","Y","",""
"33388027","Propedia: a database for protein-peptide identification based on a hybrid clustering algorithm.","True","N","high","Title explicitly contains 'database'.","Y","",""
"22121220, 24234451","The IntAct molecular interaction database in 2012.","True","N","high","Title explicitly contains 'database'.","Y","",""
"28086860","Nicotiana attenuata Data Hub (NaDH): an integrative platform for exploring genomic, transcriptomic and metabolomic data in wild tobacco.","True","N","high","Title describes Data Hub (database platform).","Y","",""
"27189610","BioSharing: curated and crowd-sourced metadata standards, databases and data policies in the life sciences.","True","N","high","Title describes database of standards and databases.","Y","",""
