pmid,title,has_url,is_false_positive,confidence,reason,database_name,long_database_name,chunk,already_seen,in_baseline,resource_url
34001879,A global resource for genomic predictions of antimicrobial resistance and surveillance of Salmonella Typhi at pathogenwatch.,False,N,high,Global resource for genomic predictions and surveillance is a bioresource,Pathogenwatch,Pathogen Genomic Surveillance Resource,8,N,N,
28296354,CATTLE (CAncer treatment treasury with linked evidence): An integrated knowledge base for personalized oncology research and practice.,False,N,high,Knowledge base keyword indicates bioresource,CATTLE,Cancer Treatment Treasury with Linked Evidence,8,N,N,
31306428,ParaDB: A manually curated database containing genomic annotation for the human pathogenic fungi Paracoccidioides spp.,False,N,high,DB suffix and database keyword indicate bioresource,ParaDB,Paracoccidioides Database,8,N,N,
33676929,GeneCaRNA: A Comprehensive Gene-centric Database of Human Non-coding RNAs in the GeneCards Suite.,False,N,high,Comprehensive gene-centric database keyword indicates bioresource,GeneCaRNA,Gene-centric RNA Database,8,N,N,
25061374,"""CracidMex1: a comprehensive database of global occurrences of cracids (Aves, Galliformes) with distribution in Mexico.""",False,N,high,Comprehensive database keyword indicates bioresource,CracidMex1,Cracid Distribution Database,8,N,N,
26858636,BrainLiner: A Neuroinformatics Platform for Sharing Time-Aligned Brain-Behavior Data.,False,N,high,Platform for sharing data is a bioresource,BrainLiner,Brain-Behavior Data Platform,8,N,N,
29970001,Plant organelle RNA editing and its specificity factors: enhancements of analyses and new database features in PREPACT 3.0.,False,N,high,Database features indicates bioresource,PREPACT,Plant RNA Editing Prediction and Analysis Computational Tool,8,N,N,
26398231,Pulotu: Database of Austronesian Supernatural Beliefs and Practices.,False,N,high,Explicit database keyword indicates bioresource,Pulotu,Austronesian Supernatural Beliefs Database,8,N,N,
33062585,The Collection of Zoosporic Eufungi at the University of Michigan (CZEUM): introducing a new repository of barcoded <i>Chytridiomyceta</i> and <i>Blastocladiomycota</i> cultures.,False,N,high,Collection repository of cultures is a bioresource,CZEUM,Collection of Zoosporic Eufungi University of Michigan,8,N,N,
21992659,MedEval - A Swedish medical test collection with doctors and patients user groups.,False,N,high,Test collection is a data resource,MedEval,Swedish Medical Test Collection,8,N,N,
29618732,"""KoVariome: Korean National Standard Reference Variome database of whole genomes with comprehensive SNV, indel, CNV, and SV analyses.""",False,N,high,Reference variome database keyword indicates bioresource,KoVariome,Korean National Standard Reference Variome,8,N,N,
33214792,ANSH: Multimodal Neuroimaging Database Including MR Spectroscopic Data From Each Continent to Advance Alzheimer's Disease Research.,False,N,high,Multimodal neuroimaging database keyword indicates bioresource,ANSH,Alzheimer Neuroimaging Spectroscopic Hub,8,N,N,
29603631,dinoref: A curated dinoflagellate (Dinophyceae) reference database for the 18S rRNA gene.,False,N,high,Curated reference database keyword indicates bioresource,dinoref,Dinoflagellate Reference Database,8,N,N,
33436621,isoCirc catalogs full-length circular RNA isoforms in human transcriptomes.,False,N,high,Catalogs of RNA isoforms indicate data resource,isoCirc,Circular RNA Isoform Catalog,8,N,N,
27369567,"""OntoADR a semantic resource describing adverse drug reactions to support searching, coding, and information retrieval.""",False,N,high,Semantic resource describing ADRs is a bioresource,OntoADR,Adverse Drug Reaction Ontology,8,N,N,
32935014,A Pan-Canadian Data Resource for Monitoring Child Developmental Health: The Canadian Neighbourhoods and Early Child Development (CanNECD) Database.,False,N,high,Data resource and database keyword indicate bioresource,CanNECD,Canadian Neighbourhoods and Early Child Development Database,8,N,N,
34316704,Cancer LncRNA Census 2 (CLC2): an enhanced resource reveals clinical features of cancer lncRNAs.,False,N,high,Enhanced resource of cancer lncRNAs is a bioresource,CLC2,Cancer LncRNA Census,8,N,N,
30929112,The longitudinal integrated database for health insurance and labour market studies (LISA) and its use in medical research.,False,N,high,Longitudinal integrated database keyword indicates bioresource,LISA,Longitudinal Integrated Database for Health Insurance and Labour Market Studies,8,N,N,
32719846,OPTIK: a database for understanding catchment areas to guide mobilization of cancer center assets.,False,N,high,Database keyword indicates bioresource,OPTIK,Oncology Patient Information and Knowledge Database,8,N,N,
29520645,EudraVigilance Medicines Safety Database: Publicly Accessible Data for Research and Public Health Protection.,False,N,high,Medicines safety database keyword indicates bioresource,EudraVigilance,European Union Drug Regulating Authorities Pharmacovigilance Database,8,N,N,
"""23284085"," 26412851"",ChloroMitoSSRDB: open source repository of perfect and imperfect repeats in organelle genomes for evolutionary genomics.",True,N,high,DB suffix and repository keyword indicate bioresource,ChloroMitoSSRDB,Chloroplast and Mitochondrial Simple Sequence Repeat Database,8,N,N,
33378642,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans.,False,N,high,Atlas for neuronal identification is a bioresource,NeuroPAL,Neuronal Polychromatic Atlas of Landmarks,8,N,N,
34132786,"""efam: an expanded, metaproteome-supported HMM profile database of viral protein families.""",False,N,medium,Contains 'database' keyword but no URL,efam,Expanded Metaproteome-Supported HMM Profile Database,9,N,N,
33778495,BART Cancer: a web resource for transcriptional regulators in cancer genomes.,False,N,medium,Web resource for data but no URL,BART Cancer,BART Cancer,9,N,N,
34253812,DES-Tcell is a knowledgebase for exploring immunology-related literature.,False,N,medium,Knowledgebase keyword but no URL,DES-Tcell,DES-Tcell,9,N,N,
29095940,ExpressionDB: An open source platform for distributing genome-scale datasets.,False,N,medium,DB suffix and platform for datasets but no URL,ExpressionDB,ExpressionDB,9,N,N,
25923813,CHOgenome.org 2.0: Genome resources and website updates.,False,N,medium,Genome resources website but no URL in data,CHOgenome,CHO Genome,9,N,N,
26627443,GigaTON: an extensive publicly searchable database providing a new reference transcriptome in the pacific oyster Crassostrea gigas.,False,N,medium,Database keyword but no URL,GigaTON,GigaTON,9,N,N,
22414578,"""MetaPath: an electronic knowledge base for collating, exchanging and analyzing case studies of xenobiotic metabolism.""",False,N,medium,Knowledge base keyword but no URL,MetaPath,MetaPath,9,N,N,
26779411,TRANS PROF DB: A new resource for sharing translational profiles.,False,N,medium,DB suffix but no URL,TRANS PROF DB,Translational Profiles Database,9,N,N,
28981643,MareyMap Online: A User-Friendly Web Application and Database Service for Estimating Recombination Rates Using Physical and Genetic Maps.,False,N,medium,Database service but no URL in data,MareyMap Online,MareyMap Online,9,N,N,
33552471,Establishing the South Australian Macrobenthic Traits (SAMT) database: A trait classification for functional assessments.,False,N,medium,Database keyword but no URL,SAMT,South Australian Macrobenthic Traits Database,9,N,N,
26425413,The eNanoMapper database for nanomaterial safety information.,False,N,medium,Database keyword but no URL,eNanoMapper,eNanoMapper Database,9,N,N,
34405124,COSMOS next generation - A public knowledge base leveraging chemical and biological data to support the regulatory assessment of chemicals.,False,N,medium,Knowledge base keyword but no URL,COSMOS,COSMOS,9,N,N,
31589399,R-BIND: An Interactive Database for Exploring and Developing RNA-Targeted Chemical Probes.,False,N,medium,Database keyword but no URL,R-BIND,RNA-Binding Database,9,N,N,
32047873,ClinEpiDB: an open-access clinical epidemiology database resource encouraging online exploration of complex studies.,False,N,medium,DB suffix and database keyword but no URL,ClinEpiDB,Clinical Epidemiology Database,9,N,N,
28112271,"""SecretEPDB: A comprehensive web-based resource for secreted effector proteins of the bacterial types III, IV and VI secretion systems.""",False,N,medium,DB suffix but no URL,SecretEPDB,Secreted Effector Protein Database,9,N,N,
28127234,RAINBIO: a mega-database of tropical African vascular plants distributions.,False,N,medium,Database keyword but no URL,RAINBIO,RAINBIO,9,N,N,
31250015,MolMeDB: Molecules on Membranes Database.,False,N,medium,DB suffix and database keyword but no URL,MolMeDB,Molecules on Membranes Database,9,N,N,
31529106,ApicoTFdb: the comprehensive web repository of apicomplexan transcription factors and transcription-associated co-factors.,False,N,medium,db suffix and repository but no URL,ApicoTFdb,Apicomplexan Transcription Factor Database,9,N,N,
31819989,NeoPeptide: an immunoinformatic database of T-cell-defined neoantigens.,False,N,medium,Database keyword but no URL,NeoPeptide,NeoPeptide Database,9,N,N,
34887386,"""dbTMM: an integrated database of large-scale cohort, genome and clinical data for the Tohoku Medical Megabank Project.""",False,N,medium,db prefix and database keyword but no URL,dbTMM,Tohoku Medical Megabank Database,9,N,N,
23869638,AgeLine: a database of social gerontology literature.,False,N,medium,Database keyword but no URL,AgeLine,AgeLine,9,N,N,
31820805,UPObase: an online database of unspecific peroxygenases.,False,N,medium,Base suffix and database keyword but no URL,UPObase,Unspecific Peroxygenase Database,9,N,N,
27562499,BioCatNet: A Database System for the Integration of Enzyme Sequences and Biocatalytic Experiments.,False,N,medium,Database system but no URL,BioCatNet,Biocatalysis Database Network,9,N,N,
32977531,FuncPEP: A Database of Functional Peptides Encoded by Non-Coding RNAs.,False,N,medium,Database keyword but no URL,FuncPEP,Functional Peptide Database,9,N,N,
21713282,DIPOS: database of interacting proteins in Oryza sativa.,False,N,medium,Database keyword but no URL,DIPOS,Database of Interacting Proteins in Oryza Sativa,9,N,N,
27519318,MitiGate; an online meta-analysis database for quantification of mitigation strategies for enteric methane emissions.,False,N,medium,Database keyword but no URL,MitiGate,Mitigation Gateway Database,9,N,N,
30144540,IDGenetics: a comprehensive database for genes and mutations of intellectual disability related disorders.,False,N,medium,Database keyword but no URL,IDGenetics,Intellectual Disability Genetics Database,9,N,N,
31771223,VCGIDB: A Database and Web Resource for the Genomic Islands from <i>Vibrio Cholerae</i>.,False,N,medium,DB suffix and database keyword but no URL,VCGIDB,Vibrio Cholerae Genomic Islands Database,9,N,N,
26958275,tcTKB: an integrated cardiovascular toxicity knowledge base for targeted cancer drugs.,False,N,medium,KB suffix and knowledge base but no URL,tcTKB,Targeted Cancer Toxicity Knowledge Base,9,N,N,
33540828,T1K+: A Database for Benchmarking Color Texture Classification and Retrieval Methods.,False,N,medium,Database keyword but no URL,T1K+,T1K Plus Database,9,N,N,
30305799,OpenNahele: the open Hawaiian forest plot database.,False,N,medium,Database keyword but no URL,OpenNahele,OpenNahele,9,N,N,
30862334,"""HEVnet: a One Health, collaborative, interdisciplinary network and sequence data repository for enhanced hepatitis E virus molecular typing, characterisation and epidemiological investigations.""",False,N,medium,Repository keyword but no URL,HEVnet,Hepatitis E Virus Network,9,N,N,
26704706,MycoBASE: expanding the functional annotation coverage of mycobacterial genomes.,False,N,medium,BASE suffix but no URL,MycoBASE,Mycobacterial Annotation System for Expanding,9,N,N,
30944336,"""MarTurtSI, a global database of stable isotope analyses of marine turtles.""",False,N,medium,Database keyword but no URL,MarTurtSI,Marine Turtle Stable Isotope Database,9,N,N,
31073139,SLTChemDB: A database of chemical compounds present in Smokeless tobacco products.,False,N,medium,DB suffix and database keyword but no URL,SLTChemDB,Smokeless Tobacco Chemical Database,9,N,N,
28616227,Bridging the gap between climate models and impact studies: the FORESEE Database.,False,N,medium,Database keyword but no URL,FORESEE,FORESEE Database,9,N,N,
