"extracted_name","extracted_long","extracted_url","baseline_name","baseline_long","baseline_url","score","signals","signal_count","edit_distance","same_domain","confidence","is_match","review_flags","conflict_resolved"
"AtFusionDB","AtFusionDB","http://www.nipgr.res.in/AtFusionDB","AtFusionDB","nan","http://www.nipgr.res.in/AtFusionDB","10.0","EXACT","1","0","True","HIGH","Y","",""
"AtMAD","Arabidopsis thaliana Multi-omics Association Database","http://www.megabionet.org/atmad","AtMAD","Arabidopsis thaliana Multi-omics Association Database","http://www.megabionet.org/atmad","10.0","EXACT","1","0","True","HIGH","Y","",""
"AtPAN","Arabidopsis thaliana Promoter Analysis Navigator","http://AtPAN.itps.ncku.edu.tw/","AtPAN","Arabidopsis thaliana Promoter Analysis Net","http://AtPAN.itps.ncku.edu.tw","10.0","EXACT","1","0","True","HIGH","Y","",""
"AtPID","Arabidopsis thaliana Phenotype Information Database","http://www.megabionet.org/atpid","AtPID","Arabidopsis thaliana Protein Interactome Database","http://www.megabionet.org/atpid","10.0","EXACT","1","0","True","HIGH","Y","",""
"Atacama","Atacama Database","https://www.atacamadb.cl","Atacama","nan","http://www.atacamadb.cl","10.0","EXACT","1","0","True","HIGH","Y","",""
"AthaMap","Arabidopsis thaliana Map","http://www.athamap.de/","AthaMap","nan","http://www.athamap.de","10.0","EXACT","1","0","True","HIGH","Y","",""
"AtlasT4SS","AtlasT4SS","http://www.t4ss.lncc.br","AtlasT4SS","nan","http://www.t4ss.lncc.br","10.0","EXACT","1","0","True","HIGH","Y","",""
"AtmiRNET","Arabidopsis thaliana microRNA Network","http://AtmiRNET.itps.ncku.edu.tw/","AtmiRNET","nan","http://AtmiRNET.itps.ncku.edu.tw","10.0","EXACT","1","0","True","HIGH","Y","",""
"AureoWiki","Staphylococcus Aureus Wiki","http://aureowiki.med.uni-greifswald.de","AureoWiki","nan","http://aureowiki.med.uni-greifswald.de","10.0","EXACT","1","0","True","HIGH","Y","",""
"AutDB","Autism Database","http://mindspec.org/autdb.html","AutDB","nan","http://autism.mindspec.org/autdb/Welcome.do","10.0","EXACT","1","0","True","HIGH","Y","",""
"ABIDE","Autism Brain Imaging Data Exchange","http://fcon_1000.projects.nitrc.org/indi/abide/","Autism Brain Imaging Data Exchange","Autism Brain Imaging Data Exchange","http://fcon_1000.projects.nitrc.org/indi/abide","2.55","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00, LONG_SIM_1.00","3","29","True","HIGH","Y","HIGH_ED_MATCH",""
"AutismKB","Autism KnowledgeBase","http://autismkb.cbi.pku.edu.cn","AutismKB","nan","http://autismkb.cbi.pku.edu.cn","10.0","EXACT","1","0","True","HIGH","Y","",""
"AutophagySMDB","Autophagy Small Molecule Database","http://www.autophagysmdb.org/","AutophagySMDB","Autophagy Small Molecule Database","http://www.autophagysmdb.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"B-AMP","B-AMP","https://b-amp.karishmakaushiklab.com","B-AMP","nan","http://b-amp.karishmakaushiklab.com","10.0","EXACT","1","0","True","HIGH","Y","",""
"B2G-FAR","Blast2GO Functional Annotation Repository","http://www.b2gfar.org","B2G-FAR","Annotation Repository","http://www.b2gfar.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"B3Pdb","Blood-Brain Barrier Penetrating peptides database","https://webs.iiitd.edu.in/raghava/b3pdb/","B3Pdb","nan","http://webs.iiitd.edu.in/raghava/b3pdb","10.0","EXACT","1","0","True","HIGH","Y","",""
"BACTOME","Bacterial Genome Expression Database","https://bactome.helmholtz-hzi.de","BACTOME","nan","http://bactome.helmholtz-hzi.de","10.0","EXACT","1","0","True","HIGH","Y","",""
"BARD","BioAssay Research Database","http://brd.bsvgateway.org/brd/","BARD","BioAssay Research Database","http://bard.nih.gov","10.0","EXACT","1","0","True","HIGH","Y","",""
"BARRA:CuRDa","Curated RNA-Seq Database for Cancer Research","http://sbcb.inf.ufrgs.br/barracurda","BARRA:CuRDa","Benchmarking of ARtificial intelligence Research","http://sbcb.inf.ufrgs.br/barracurda","10.0","EXACT","1","0","True","HIGH","Y","",""
"BBCancer","Blood-Based Cancer atlas","http://bbcancer.renlab.org/","BBCancer","nan","http://bbcancer.renlab.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"BBGD454","BlueBerry Genome Database 454","http://bioinformatics.towson.edu/BBGD454/","BBGD454","blueberry genomic database","http://bioinformatics.towson.edu/BBGD454","10.0","EXACT","1","0","True","HIGH","Y","",""
"BBGRE","Brain and Body Genetic Resource Exchange","http://bbgre.org","BBGRE","Brain and Body Genetic Resource Exchange","http://bbgre.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"BC-TFdb","Breast Cancer Transcription Factor Database","https://www.dqweilab-sjtu.com/index.php","BC-TFdb","Breast Cancer Transcription Factors database","http://www.dqweilab-sjtu.com/index.php","10.0","EXACT","1","0","True","HIGH","Y","",""
"BC5CDR","BioCreative V Chemical Disease Relation Corpus","http://www.biocreative.org/tasks/biocreative-v/track-3-cdr/","BC5CDR","nan","http://www.biocreative.org/tasks/biocreative-v/track-3-cdr","10.0","EXACT","1","0","True","HIGH","Y","",""
"BCCTBbp","Breast Cancer Campaign Tissue Bank bioinformatics portal","http://bioinformatics.breastcancertissue","BCCTBbp","Breast Cancer Campaign Tissue Bank","http://bioinformatics.breastcancertissue","10.0","EXACT","1","0","True","HIGH","Y","",""
"BCE","Bioactive Conformational Ensemble","https://mmb.irbbarcelona.org/BCE","BCE","bioactive conformational","http://mmb.irbbarcelona.org/BCE","10.0","EXACT","1","0","True","HIGH","Y","",""
"Brain cancer gene database","Brain cancer gene database","http://soft.bioinfo-minzhao.org/bcgene/","BCGene","brain cancer gene database","http://soft.bioinfo-minzhao.org/bcgene","2.55","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00, LONG_SIM_1.00","3","20","True","HIGH","Y","HIGH_ED_MATCH",""
"BCIP","Breast Cancer Integrative Platform","http://omics.bmi.ac.cn/bcancer/","BCIP","Breast Cancer Integrative Platform","http://omics.bmi.ac.cn/bcancer","10.0","EXACT","1","0","True","HIGH","Y","",""
"BCL2DB","BCL-2 Family Database","http://bcl2db.ibcp.fr","BCL2DB","nan","http://bcl2db.ibcp.fr","10.0","EXACT","1","0","True","HIGH","Y","",""
"BDB","Biopanning Data Bank","http://immunet.cn/bdb","BDB","Biopanning Data Bank","http://immunet.cn/bdb","10.0","EXACT","1","0","True","HIGH","Y","",""
"BDdb","Birth Defects Database","http://t21omics.cngb.org","BDdb","birth defect multi-omics database","http://t21omics.cngb.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"BDgene","BDgene","http://bdgene.psych.ac.cn","BDgene","nan","http://bdgene.psych.ac.cn","10.0","EXACT","1","0","True","HIGH","Y","",""
"BESC","BioEnergy Science Center knowledgebase","http://besckb.ornl.gov","BESC","nan","http://besckb.ornl.gov","10.0","EXACT","1","0","True","HIGH","Y","",""
"BETA","Benchmark Database for SSVEP-BCI","http://bci.med.tsinghua.edu.cn/download.html","BETA","BCI","http://bci.med.tsinghua.edu.cn/download.html","10.0","EXACT","1","0","True","HIGH","Y","",""
"BFGR","Biofuel Feedstock Genomics Resource","http://bfgr.plantbiology.msu.edu","BFGR","Biofuel Feedstock Genomics Resource","http://bfgr.plantbiology.msu.edu","10.0","EXACT","1","0","True","HIGH","Y","",""
"BFluenza","Bird Flu Influenza database","http://www.bfluenza.info","BFluenza","nan","http://www.bfluenza.info","10.0","EXACT","1","0","True","HIGH","Y","",""
"BGBX","Brazilian Genetic Database of Chromosome X","http://www.bgbx.com.br","BGBX","Brazilian Genetic Database of Chromosome X","http://www.bgbx.com.br","10.0","EXACT","1","0","True","HIGH","Y","",""
"BGD","Bovine Genome Database","http://donglab.ecnu.edu.cn/databases/BatGenome/","BGD","Bovine Genome Database","http://bovinegenome.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"BGDB","Bivalent Genes Database","http://dailab.sysu.edu.cn/bgdb/","BGDB","nan","http://dailab.sysu.edu.cn/bgdb","10.0","EXACT","1","0","True","HIGH","Y","",""
"BGMUT","Blood Group Mutation","http://www.ncbi.nlm.nih.gov/projects/gv/rbc/xslcgi.fcgi?cmd=bgmut","BGMUT","Blood Group Antigen Gene Mutation Database","http://www.ncbi.nlm.nih.gov/projects/gv/rbc/xslcgi.fcgi?cmd=bgmut","10.0","EXACT","1","0","True","HIGH","Y","",""
"BGVD","Bovine Genome Variation Database","http://animal.nwsuaf.edu.cn/BosVar","BGVD","Bovine Genome Variation Database","http://animal.nwsuaf.edu.cn/BosVar","10.0","EXACT","1","0","True","HIGH","Y","",""
"BIND","Biomolecular Interaction Network Database","http://download.baderlab.org/BINDTranslation/","BIND","Biomolecular Interaction Network Database","http://download.baderlab.org/BINDTranslation","10.0","EXACT","1","0","True","HIGH","Y","",""
"BIRS","Bioterrorism Information Retrieval System","http://www.bioterrorism.biowaves.org","BIRS","BIRS - Bioterrorism Information Retrieval System","http://www.bioterrorism.biowaves.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"BMW","Boechera Microsatellite Website","http://sites.biology.duke.edu/windhamlab/","BMW","Boechera Microsatellite Website","http://sites.biology.duke.edu/windhamlab","10.0","EXACT","1","0","True","HIGH","Y","",""
"BRAD","Brassica Database","","BRAD","Brassica database","http://brassicadb.org/brad","10.0","EXACT","1","0","True","HIGH","Y","",""
"BRAINS","Brain Images of Normal Subjects","http://www.brainsimagebank.ac.uk","BRAINS","Brain Images of Normal Subjects","http://www.brainsimagebank.ac.uk, http://dicom.nema.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"BRENDA","BRaunschweig ENzyme DAtabase","http://www.brenda-enzymes.org","BRENDA","BRaunschweig ENzyme DAtabase","http://www.brenda-enzymes.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"BSGatlas","Bacillus subtilis Genome Atlas","https://rth.dk/resources/bsgatlas/","BSGatlas","nan","http://rth.dk/resources/bsgatlas","10.0","EXACT","1","0","True","HIGH","Y","",""
"BSRD","Bacterial Small Regulatory RNA Database","http://kwanlab.bio.cuhk.edu.hk/BSRD","BSRD","nan","http://kwanlab.bio.cuhk.edu.hk/BSRD","10.0","EXACT","1","0","True","HIGH","Y","",""
"BTECH","BTECH","http://cmbteg.childrensmemorial.org/","BTECH","nan","http://cmbteg.childrensmemorial.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"BYKdb","BYKdb","http://bykdb.ibcp.fr","BYKdb","Bacterial protein tYrosine Kinase database","http://bykdb.ibcp.fr","10.0","EXACT","1","0","True","HIGH","Y","",""
"BacDive","Bacterial Diversity Metadatabase","http://bacdive.dsmz.de","BacDive","Bacterial Diversity Metadatabase","http://bacdive.dsmz.de","10.0","EXACT","1","0","True","HIGH","Y","",""
"BacMap","BacMap","http://bacmap.wishartlab.com/","BacMap","nan","http://bacmap.wishartlab.com","10.0","EXACT","1","0","True","HIGH","Y","",""
"BacMet","Bacterial Metal resistance","http://bacmet.biomedicine.gu.se","BacMet","nan","http://bacmet.biomedicine.gu.se)--a","10.0","EXACT","1","0","True","HIGH","Y","",""
"BacWGSTdb","Bacterial Whole Genome Sequencing Typing Database","http://bacdb.org/BacWGSTdb","BacWGSTdb","nan","http://bacdb.org/BacWGSTdb","10.0","EXACT","1","0","True","HIGH","Y","",""
"BactPepDB","Bacterial Peptide Database","http://bactpepdb.rpbs.univ-paris-diderot.fr","BactPepDB","nan","http://bactpepdb.rpbs.univ-paris-diderot.fr, http://www.yeastgenome.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"BacterialLectinDb","Bacterial Lectin Database","http://www.research-bioinformatics.in","BacterialLectinDb","nan","http://www.research-bioinformatics.in","10.0","EXACT","1","0","True","HIGH","Y","",""
"BambooGDB","Bamboo Genome Database","http://www.bamboogdb.org/","BambooGDB","nan","http://www.bamboogdb.org/, http://www.bamboogdb.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"BarleyVarDB","Barley Variation Database","http://146.118.64.11/BarleyVar","BarleyVarDB","nan","http://146.118.64.11/BarleyVar","10.0","EXACT","1","0","True","HIGH","Y","",""
"Bgee","Bgee expression atlas","https://bgee.org/","Bgee","nan","http://bgee.org","10.0","EXACT","1","0","True","HIGH","Y","","True"
"BiG-FAM","Biosynthetic Gene Cluster Families Database","https://bigfam.bioinformatics.nl","BiG-FAM","biosynthetic gene cluster families","http://bigfam.bioinformatics.nl","10.0","EXACT","1","0","True","HIGH","Y","",""
"BiGG","BiGG","http://bigg.ucsd.edu","BiGG","nan","http://bigg.ucsd.edu","10.0","EXACT","1","0","True","HIGH","Y","",""
"BiOnIC","Biomedical Ontology Interaction Catalog","http://onto-apps.stanford.edu/bionic","BiOnIC","nan","http://onto-apps.stanford.edu/bionic","10.0","EXACT","1","0","True","HIGH","Y","",""
"Binding MOAD","Mother Of All Databases","http://www.BindingMOAD.org","Binding MOAD","nan","http://www.BindingMOAD.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"BioFuelDB","Biofuels Enzyme Database","http://metabiosys.iiserb.ac.in/biofueldb&","BioFuelDB","nan","http://metabiosys.iiserb.ac.in/biofueldb, http://metagenomics.iiserb.ac.in/biofueldb","10.0","EXACT","1","0","True","HIGH","Y","",""
"BioGPS","Biogps Gene Portal System","http://biogps.org","BioGPS","nan","http://biogps.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"BioGRID","Biological General Repository for Interaction Datasets","http://webservice.thebiogrid.org/resources/interactions","BioGRID","Biological General Repository for Interaction Datasets","http://thebiogrid.org, http://orcs.thebiogrid.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"BioHub","BioHub Knowledge Base","http://biohub.cs.manchester.ac.uk/ontology/biohub-kb.owl","BioHub","nan","http://biohub.cs.manchester.ac.uk/ontology/biohub-kb.owl","10.0","EXACT","1","0","True","HIGH","Y","",""
"BioImg.org","Biological Images Catalog","https://bioimg.org","BioImg","nan","http://bioimg.org","2.55","SAME_DOMAIN_SPECIFIC, CONTAINS_0.8, URL_SIM_1.00","3","4","True","HIGH","Y","",""
"BioLiP","Biologically Relevant Ligand-Protein Interactions","http://zhanglab.ccmb.med.umich.edu/BioLiP/","BioLiP","nan","http://zhanglab.ccmb.med.umich.edu/BioLiP","10.0","EXACT","1","0","True","HIGH","Y","",""
"BioM2MetDisease","Biomarkers to Metabolic Disease","http://www.bio-bigdata.com/BioM2MetDisease/","BioM2MetDisease","nan","http://www.bio-bigdata.com/BioM2MetDisease","10.0","EXACT","1","0","True","HIGH","Y","",""
"BioMaster","BioBrick Master database","http://www.biomaster-uestc.cn","BioMaster","nan","http://www.biomaster-uestc.cn","10.0","EXACT","1","0","True","HIGH","Y","",""
"BioMuta","Biological Mutation Database","http://hive.biochemistry.gwu.edu/tools/biomuta/index.php","BioMuta","nan","http://hive.biochemistry.gwu.edu/biomuta, http://hive.biochemistry.gwu.edu/bioxpress","10.0","EXACT","1","0","True","HIGH","Y","",""
"BioPepDB","Bioactive Peptide Database","http://bis.zju.edu.cn/biopepdbr/","BioPepDB","nan","http://bis.zju.edu.cn/biopepdbr","10.0","EXACT","1","0","True","HIGH","Y","","True"
"BioPhytMol","Biological Phytomolecules","http://ab-openlab.csir.res.in/biophytmol/","BioPhytMol","nan","http://ab-openlab.csir.res.in/biophytmol","10.0","EXACT","1","0","True","HIGH","Y","",""
"BioPlanet","Biological Planet pathways","http://tripod.nih.gov/bioplanet/","BioPlanet","nan","http://tripod.nih.gov/bioplanet","10.0","EXACT","1","0","True","HIGH","Y","",""
"BioPortal","Biological Ontology Portal","http://sparql.bioontology.org","BioPortal","nan","http://sparql.bioontology.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"BioProject","BioProject","http://www.ncbi.nlm.nih.gov/bioproject","BioProject","nan","http://www.ncbi.nlm.nih.gov/bioproject, http://www.ncbi.nlm.nih.gov/biosample","10.0","EXACT","1","0","True","HIGH","Y","",""
"BioSamples","BioSamples","http://www.ebi.ac.uk/biosamples","BioSamples","BioSample Database","http://www.ebi.ac.uk/biosamples, http://www.ebi.ac.uk/about/terms-of-use","10.0","EXACT","1","0","True","HIGH","Y","",""
"BioSharing","BioSharing","http://www.biosharing.org","BioSharing","nan","http://www.biosharing.org, http://www.biosharing.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"BioTop","BioTop ontology","http://purl.org/biotop","BioTop","nan","http://purl.org/biotop","10.0","EXACT","1","0","True","HIGH","Y","",""
"BiodEnz","Biodegrading Enzymes Database","http://www.biodenzdatabase.in","BiodEnz","nan","http://www.biodenzdatabase.in","10.0","EXACT","1","0","True","HIGH","Y","",""
"BIOGEN-BASE","Bioinformatics Genomics and Phenomics Resource","http://www.tnaugenomics.com/biogenbase/casava.php","Biogen base","IOGEN BASE","http://www.tnaugenomics.com/biogenbase/casava.php","2.75","SAME_DOMAIN_SPECIFIC, EDIT_DIST_1, URL_SIM_1.00","3","1","True","HIGH","Y","",""
"Bioinformatics Links","Bioinformatics Links Directory","http://bioinformatics.ca/links_directory/","Bioinformatics Links","nan","http://bioinformatics.ca/links_directory","10.0","EXACT","1","0","True","HIGH","Y","",""
"BiomeNet","Biome Network Database","http://kobic.re.kr/biomenet/","BiomeNet","nan","http://kobic.re.kr/biomenet","10.0","EXACT","1","0","True","HIGH","Y","",""
"Biotinidase Gene Variants Registry","Biotinidase Gene Variants Registry","http://arup.utah.edu/database/BTD/BTD_welcome.php","Biotinidase Gene Variants Registry","Biotinidase Gene Variants Registry","http://arup.utah.edu/database/BTD/BTD_welcome.php","10.0","EXACT","1","0","True","HIGH","Y","",""
"BCD","Bird Chromosome Database","https://sites.unipampa.edu.br/birdchromosomedatabase","Bird Chromosome Database","Bird Chromosome Database","http://sites.unipampa.edu.br/birdchromosomedatabase","2.55","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00, LONG_SIM_1.00","3","21","True","HIGH","Y","HIGH_ED_MATCH",""
"BitterDB","Bitter Database","http://bitterdb.agri.huji.ac.il/bitterdb/","BitterDB","nan","http://bitterdb.agri.huji.ac.il","10.0","EXACT","1","0","True","HIGH","Y","",""
"Bival-Bind","Bivalent Binding Database","http://agknapp.chemie.fu-berlin.de/bivalbind","Bival-Bind","nan","http://agknapp.chemie.fu-berlin.de/bivalbind","10.0","EXACT","1","0","True","HIGH","Y","",""
"BloodChIP","Blood ChIP-seq database","http://www.med.unsw.edu.au/CRCWeb.nsf/page/BloodChIP","BloodChIP","nan","http://www.med.unsw.edu.au/CRCWeb.nsf/page/BloodChIP","10.0","EXACT","1","0","True","HIGH","Y","",""
"BmTEdb","Bombyx mori Transposable Elements database","http://gene.cqu.edu.cn/BmTEdb/","BmTEdb","nan","http://gene.cqu.edu.cn/BmTEdb","10.0","EXACT","1","0","True","HIGH","Y","",""
"BmncRNAdb","Bombyx mori non-coding RNA database","http://gene.cqu.edu.cn/BmncRNAdb/index.php","BmncRNAdb","nan","http://gene.cqu.edu.cn/BmncRNAdb/index.php","10.0","EXACT","1","0","True","HIGH","Y","",""
"BnaGVD","BnaGVD","http://rapeseed.biocloud.net/home","BnaGVD","rapeseed genomic variation database","http://rapeseed.biocloud.net/home","10.0","EXACT","1","0","True","HIGH","Y","",""
"BoMiProt","Bovine Milk Proteins","http://bomiprot.org","BoMiProt","nan","http://bomiprot.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"Bolbase","Brassica oleracea Base","http://ocri-genomics.org/bolbase","Bolbase","nan","http://ocri-genomics.org/bolbase","10.0","EXACT","1","0","True","HIGH","Y","",""
"BAR-PLUS","Bologna Annotation Resource PLUS","http://bar.biocomp.unibo.it/bar2.0","Bologna Annotation Resource","Bologna Annotation Resource","http://bar.biocomp.unibo.it/bar3","2.15","SAME_DOMAIN_SPECIFIC, URL_SIM_0.92, LONG_SIM_0.92","3","23","True","HIGH","Y","HIGH_ED_MATCH",""
"BorreliaBase","Borrelia Genome Database","http://borreliabase.org","BorreliaBase","nan","http://borreliabase.org","10.0","EXACT","1","0","True","HIGH","Y","",""
"BTD","Brain Tumor Database","http://tumorsdatabase.altervista.org","Brain Tumor Database","Brain Tumor Database","http://tumorsdatabase.altervista.org","2.55","SAME_DOMAIN_SPECIFIC, URL_SIM_1.00, LONG_SIM_1.00","3","17","True","HIGH","Y","HIGH_ED_MATCH",""
