pmid,source,ling_score,setfit_confidence
40470349,setfit_only,,0.71821713
40175438,setfit_only,,0.71355414
38422352,linguistic_only,3.5,
38111059,linguistic_only,3.0,
35129172,setfit_only,,0.7203957
37930837,setfit_only,,0.668344
37930838,linguistic_only,4.0,
40404823,setfit_only,,0.6726929
39683928,setfit_only,,0.64852387
39241561,setfit_only,,0.69332784
37930842,linguistic_only,4.5,
37439331,setfit_only,,0.7222923
37291876,setfit_only,,0.69791263
36702059,setfit_only,,0.6923511
35833709,linguistic_only,4.5,
35882865,setfit_only,,0.7068159
37930866,linguistic_only,5.5,
40355699,setfit_only,,0.68151087
37324662,setfit_only,,0.7098315
38750071,setfit_only,,0.6472927
35522426,setfit_only,,0.6329972
39339901,setfit_only,,0.7150572
36423555,linguistic_only,3.5,
36849543,setfit_only,,0.61029935
37275529,setfit_only,,0.68925804
37144459,linguistic_only,4.0,
38176651,linguistic_only,4.0,
38504331,setfit_only,,0.7129642
38029199,linguistic_only,3.5,
35751824,linguistic_only,3.5,
39913362,linguistic_only,4.0,
38520725,setfit_only,,0.69759387
37504918,setfit_only,,0.606009
39913370,linguistic_only,3.0,
35391386,setfit_only,,0.65415233
36128669,setfit_only,,0.6751875
37095326,setfit_only,,0.69234693
38160287,setfit_only,,0.72319275
36194209,linguistic_only,3.0,
38619046,linguistic_only,5.0,
37537703,setfit_only,,0.638001
39569321,linguistic_only,6.0,
37717933,setfit_only,,0.66255504
39372719,setfit_only,,0.72400355
37947313,linguistic_only,5.0,
38274998,linguistic_only,3.5,
38160311,linguistic_only,3.5,
37947320,linguistic_only,4.5,
39585721,linguistic_only,4.5,
37504951,setfit_only,,0.6702335
35080120,setfit_only,,0.68801516
36833209,setfit_only,,0.7168429
40388544,setfit_only,,0.68688166
39585730,linguistic_only,4.5,
39700425,linguistic_only,5.0,
38045645,linguistic_only,3.0,
38569935,setfit_only,,0.72046316
37046225,setfit_only,,0.7065933
39143381,linguistic_only,3.0,
38438871,setfit_only,,0.72049636
39487448,setfit_only,,0.7008361
36177882,linguistic_only,4.5,
35882976,linguistic_only,4.0,
40175586,linguistic_only,3.0,
36882402,setfit_only,,0.667097
38291430,linguistic_only,3.0,
37881831,setfit_only,,0.71136
38062057,setfit_only,,0.6562086
38537198,linguistic_only,4.0,
38537199,linguistic_only,4.0,
38062064,setfit_only,,0.72012484
39929845,setfit_only,,0.6985967
35571701,setfit_only,,0.6470416
36128761,setfit_only,,0.67616606
37259264,linguistic_only,3.5,
38438913,setfit_only,,0.70290387
37554180,linguistic_only,3.0,
34850820,setfit_only,,0.6953646
35948551,setfit_only,,0.69117296
35883018,linguistic_only,4.5,
36882443,setfit_only,,0.60874945
39127052,linguistic_only,4.5,
39028752,linguistic_only,3.5,
39897104,linguistic_only,4.0,
39700498,setfit_only,,0.7006664
37079066,linguistic_only,3.0,
38307869,linguistic_only,3.0,
39241757,setfit_only,,0.63902134
37881887,linguistic_only,3.5,
37636128,linguistic_only,3.5,
39192607,linguistic_only,4.0,
37816350,setfit_only,,0.69554675
39749667,linguistic_only,3.5,
37881892,setfit_only,,0.7211961
39487529,setfit_only,,0.7027188
39471150,linguistic_only,3.5,
40175669,linguistic_only,3.5,
38783035,linguistic_only,5.0,
35637307,setfit_only,,0.72436285
35932227,linguistic_only,5.0,
38979651,linguistic_only,3.5,
37750851,setfit_only,,0.6665178
37898309,setfit_only,,0.7160435
35604553,setfit_only,,0.7245363
38996043,linguistic_only,3.0,
38553675,setfit_only,,0.7163668
39602253,setfit_only,,0.66532683
38733902,setfit_only,,0.63794696
37701712,setfit_only,,0.7222236
35866706,setfit_only,,0.65697473
36980819,linguistic_only,3.5,
38520921,linguistic_only,3.5,
34850907,linguistic_only,4.5,
35440731,setfit_only,,0.6886134
38013027,setfit_only,,0.6135512
38406245,setfit_only,,0.70856816
37931111,linguistic_only,3.0,
34850920,linguistic_only,3.0,
38783079,linguistic_only,3.0,
36259946,linguistic_only,5.5,
39733351,linguistic_only,3.5,
38013033,setfit_only,,0.718067
39438443,setfit_only,,0.71108407
39798891,setfit_only,,0.70166576
37668974,setfit_only,,0.6890732
37947503,setfit_only,,0.7236933
38307948,setfit_only,,0.60448486
38406264,linguistic_only,3.0,
35227770,setfit_only,,0.7130415
38783102,linguistic_only,4.5,
39258239,linguistic_only,3.5,
34850943,setfit_only,,0.7133471
38635650,setfit_only,,0.69255835
36980868,setfit_only,,0.6880548
38242438,setfit_only,,0.7049963
35047564,setfit_only,,0.6792742
37898381,setfit_only,,0.62309957
36309134,linguistic_only,4.5,
40044690,linguistic_only,5.0,
39520405,linguistic_only,5.5,
37996697,linguistic_only,3.0,
36456604,setfit_only,,0.7287572
39880865,linguistic_only,3.5,
40044705,setfit_only,,0.6862443
37849251,linguistic_only,3.0,
39913636,setfit_only,,0.66431016
38635686,setfit_only,,0.6946468
35883181,setfit_only,,0.70570946
40044718,setfit_only,,0.69840133
36456623,setfit_only,,0.70473754
37390512,setfit_only,,0.65345365
38783158,linguistic_only,3.5,
39356598,linguistic_only,3.0,
35915959,setfit_only,,0.6899475
39946426,linguistic_only,3.0,
38488251,linguistic_only,3.5,
35457221,setfit_only,,0.6062767
40372422,linguistic_only,4.5,
38979784,linguistic_only,3.0,
39225545,linguistic_only,3.0,
35260616,setfit_only,,0.6279958
40536267,linguistic_only,3.0,
38848714,setfit_only,,0.7179833
37537999,setfit_only,,0.7058467
36817105,linguistic_only,4.5,
37030102,linguistic_only,3.5,
40044760,setfit_only,,0.71377623
40192223,setfit_only,,0.65863144
36063461,setfit_only,,0.71490115
40323307,linguistic_only,5.0,
38275308,setfit_only,,0.6871194
35227887,setfit_only,,0.70237535
38127855,setfit_only,,0.70139146
40372465,setfit_only,,0.7101367
40044786,linguistic_only,4.0,
38586610,setfit_only,,0.67076856
36653303,setfit_only,,0.71354055
36702456,linguistic_only,4.0,
40323323,linguistic_only,4.0,
40519932,setfit_only,,0.6536079
39880958,linguistic_only,3.0,
40372478,setfit_only,,0.6953765
37128447,setfit_only,,0.6816935
35670274,setfit_only,,0.6020059
36653322,linguistic_only,4.0,
39110924,linguistic_only,3.5,
36604173,setfit_only,,0.71544224
37210383,linguistic_only,3.5,
36243729,setfit_only,,0.71015716
38062357,linguistic_only,4.5,
38652181,setfit_only,,0.71662956
39520544,linguistic_only,3.5,
38242593,linguistic_only,3.0,
36407584,setfit_only,,0.6063019
39979297,setfit_only,,0.67837095
38242596,linguistic_only,3.5,
35817763,setfit_only,,0.6632029
36620582,linguistic_only,3.0,
37194023,linguistic_only,4.5,
35244328,setfit_only,,0.67277133
38635816,setfit_only,,0.6367442
39979307,linguistic_only,3.0,
35588402,setfit_only,,0.6593696
39602490,setfit_only,,0.7133665
35064124,linguistic_only,3.5,
36243772,linguistic_only,3.0,
35064126,setfit_only,,0.70689774
35670335,linguistic_only,3.5,
36243775,linguistic_only,3.0,
37243202,setfit_only,,0.65954953
39799107,linguistic_only,3.0,
38701383,setfit_only,,0.60849184
35178824,setfit_only,,0.70778376
39078222,linguistic_only,3.5,
35850574,setfit_only,,0.6459869
38832465,linguistic_only,3.5,
36571479,linguistic_only,5.0,
39176538,setfit_only,,0.6790138
40700252,linguistic_only,3.5,
38357349,setfit_only,,0.71284795
35064165,setfit_only,,0.6853066
39536999,setfit_only,,0.70494384
36243817,linguistic_only,3.5,
36522346,linguistic_only,3.0,
38783339,linguistic_only,4.0,
35260777,setfit_only,,0.68776685
38668652,setfit_only,,0.7194583
39471470,linguistic_only,5.0,
38373745,linguistic_only,3.5,
36964722,linguistic_only,3.5,
40257905,linguistic_only,3.5,
40257906,linguistic_only,5.0,
36522353,setfit_only,,0.7076473
38619508,setfit_only,,0.6534827
40225143,linguistic_only,3.0,
37931382,setfit_only,,0.6851592
39160186,setfit_only,,0.7067683
38521211,setfit_only,,0.6031443
38242684,linguistic_only,4.0,
35965308,setfit_only,,0.70241195
39176574,setfit_only,,0.65132004
38898046,setfit_only,,0.6114316
35637632,linguistic_only,4.0,
35047815,linguistic_only,3.0,
38177162,setfit_only,,0.7228721
37489036,linguistic_only,4.0,
37128589,setfit_only,,0.6954454
40225173,linguistic_only,3.0,
37620118,setfit_only,,0.72219574
38177174,setfit_only,,0.66588247
35998105,setfit_only,,0.6740533
37669275,linguistic_only,4.5,
36227484,setfit_only,,0.682578
39831966,setfit_only,,0.70600194
37161375,linguistic_only,3.5,
37570979,setfit_only,,0.69665223
38177188,setfit_only,,0.67587906
39586215,linguistic_only,6.0,
38177193,setfit_only,,0.7165412
37816745,setfit_only,,0.6650447
38357419,setfit_only,,0.67164475
35342764,setfit_only,,0.71420634
38685101,linguistic_only,4.0,
36997553,setfit_only,,0.71232355
36555185,setfit_only,,0.6958364
39881139,setfit_only,,0.7135648
39225779,setfit_only,,0.68432194
39979443,setfit_only,,0.66337085
38078902,linguistic_only,3.0,
37308855,linguistic_only,3.0,
36997558,setfit_only,,0.60395604
38488504,setfit_only,,0.6782387
37898683,setfit_only,,0.642898
39438780,linguistic_only,3.5,
40126909,linguistic_only,4.0,
40257980,setfit_only,,0.67596555
35916224,setfit_only,,0.6559773
37816770,linguistic_only,3.5,
38898114,setfit_only,,0.71329296
37276105,linguistic_only,3.5,
35768777,setfit_only,,0.6990296
37800393,setfit_only,,0.6606614
39242194,setfit_only,,0.7141373
35883475,setfit_only,,0.6930105
36456919,linguistic_only,3.5,
35015132,linguistic_only,4.5,
38865373,setfit_only,,0.6081112
36227552,setfit_only,,0.7103782
38898151,linguistic_only,3.0,
40487401,setfit_only,,0.6044123
37013995,setfit_only,,0.7136344
36407792,linguistic_only,3.0,
35326449,setfit_only,,0.68337137
37587443,linguistic_only,3.5,
36932084,setfit_only,,0.6844253
36719094,linguistic_only,3.0,
36243959,linguistic_only,5.5,
36243960,linguistic_only,3.0,
36162041,linguistic_only,5.0,
36243961,linguistic_only,5.0,
36243962,linguistic_only,4.0,
36243963,linguistic_only,4.5,
36243964,linguistic_only,4.0,
38832633,linguistic_only,3.0,
36243967,linguistic_only,5.0,
40176120,setfit_only,,0.6955364
36964864,setfit_only,,0.68873495
36243970,linguistic_only,3.5,
35883523,linguistic_only,3.0,
36243971,linguistic_only,3.5,
36243972,linguistic_only,4.5,
36243973,linguistic_only,4.0,
36243975,setfit_only,,0.7055945
36243976,linguistic_only,4.0,
38914571,linguistic_only,3.5,
36243982,linguistic_only,4.5,
38504974,setfit_only,,0.71318775
36243984,linguistic_only,4.5,
36637201,linguistic_only,4.0,
36243987,linguistic_only,3.0,
36243988,linguistic_only,4.0,
36243989,linguistic_only,4.0,
35916307,setfit_only,,0.63135326
38865431,linguistic_only,4.0,
38701592,linguistic_only,5.0,
38865432,linguistic_only,5.0,
38554132,setfit_only,,0.691355
40552981,setfit_only,,0.71054137
38554135,setfit_only,,0.6554515
38472220,setfit_only,,0.67831844
39143966,setfit_only,,0.69692135
37620252,setfit_only,,0.6055501
38717988,linguistic_only,4.0,
36751910,linguistic_only,3.0,
38865446,setfit_only,,0.62063456
37784104,setfit_only,,0.67890257
40536622,linguistic_only,3.5,
35408437,setfit_only,,0.7177711
40307255,setfit_only,,0.69678044
38472250,setfit_only,,0.71441525
39209542,setfit_only,,0.68679494
40307272,setfit_only,,0.70384645
35703370,linguistic_only,3.0,
40503884,setfit_only,,0.6943398
35031629,linguistic_only,3.0,
36604492,setfit_only,,0.6784587
39094861,setfit_only,,0.62152725
34933331,linguistic_only,3.0,
35736155,setfit_only,,0.6922626
35867230,setfit_only,,0.6863963
39504480,linguistic_only,3.5,
37620325,linguistic_only,3.0,
35359334,linguistic_only,3.5,
40028774,linguistic_only,4.0,
39406187,linguistic_only,3.0,
37784172,setfit_only,,0.7224529
39602797,linguistic_only,4.0,
38193774,linguistic_only,3.0,
38472305,linguistic_only,3.0,
36702840,setfit_only,,0.7193267
35277433,setfit_only,,0.6064341
35637887,linguistic_only,3.5,
39602824,linguistic_only,4.0,
37177997,linguistic_only,3.0,
37177999,linguistic_only,3.5,
39111312,setfit_only,,0.67541087
39996049,setfit_only,,0.6573923
37178003,linguistic_only,4.0,
38816403,setfit_only,,0.7063982
35228311,setfit_only,,0.7166683
38816410,linguistic_only,5.5,
36113052,setfit_only,,0.6843968
38881954,setfit_only,,0.6495172
39176867,linguistic_only,3.0,
36670117,setfit_only,,0.698836
38668966,setfit_only,,0.6423971
38292137,setfit_only,,0.7162497
39258795,setfit_only,,0.7209863
38914734,setfit_only,,0.7198997
37046958,setfit_only,,0.6572959
38963888,linguistic_only,3.0,
39373488,setfit_only,,0.70772284
35130035,linguistic_only,3.0,
38668979,setfit_only,,0.71907324
36440758,linguistic_only,4.5,
35687095,linguistic_only,5.0,
39455415,linguistic_only,3.5,
39127738,setfit_only,,0.6623352
38832828,setfit_only,,0.71823287
39373502,linguistic_only,4.0,
35752639,linguistic_only,3.5,
36604610,linguistic_only,3.5,
39127752,setfit_only,,0.6249715
35277513,linguistic_only,3.0,
35670730,linguistic_only,4.0,
38800073,linguistic_only,3.0,
40504012,linguistic_only,3.5,
38374088,setfit_only,,0.6088264
35752654,linguistic_only,3.5,
35670735,linguistic_only,4.5,
35441360,linguistic_only,4.0,
35015377,linguistic_only,4.0,
39373514,setfit_only,,0.7011857
38816458,setfit_only,,0.6970315
36047575,setfit_only,,0.7108479
39373530,linguistic_only,3.0,
36326108,setfit_only,,0.68412906
39996130,setfit_only,,0.71572757
38914788,linguistic_only,3.5,
36293349,linguistic_only,3.5,
39373542,linguistic_only,4.5,
39668452,setfit_only,,0.707005
39127782,setfit_only,,0.70373124
36850412,setfit_only,,0.63566875
40536815,setfit_only,,0.71835953
36932341,linguistic_only,4.0,
36424440,setfit_only,,0.639321
35900159,linguistic_only,3.5,
38112004,linguistic_only,3.0,
36113157,setfit_only,,0.6981285
38390545,linguistic_only,3.0,
38980370,linguistic_only,4.5,
37686035,setfit_only,,0.6055575
39865108,setfit_only,,0.6574092
35179286,setfit_only,,0.6896597
35703577,linguistic_only,4.5,
37833498,linguistic_only,3.0,
36703003,linguistic_only,3.0,
37817115,linguistic_only,3.0,
39340826,linguistic_only,3.5,
39963423,linguistic_only,4.5,
35556129,linguistic_only,3.5,
38816550,linguistic_only,4.0,
40504102,linguistic_only,4.5,
39389990,setfit_only,,0.71744806
39095083,linguistic_only,4.0,
37243692,setfit_only,,0.717372
37260077,linguistic_only,4.5,
37260078,setfit_only,,0.7176745
39389998,setfit_only,,0.6434595
39373617,linguistic_only,3.0,
38341426,setfit_only,,0.7107848
37440307,linguistic_only,3.5,
37489459,linguistic_only,3.0,
35801909,linguistic_only,3.0,
39390007,setfit_only,,0.68288624
37030713,setfit_only,,0.7018318
38701887,setfit_only,,0.71082103
38587201,linguistic_only,3.5,
36539202,linguistic_only,4.0,
38587202,linguistic_only,4.5,
40127300,linguistic_only,3.0,
36358981,setfit_only,,0.6872639
38587206,linguistic_only,4.5,
40553287,setfit_only,,0.6683219
39242579,setfit_only,,0.72056305
35801940,linguistic_only,4.0,
38980436,setfit_only,,0.67931354
35326803,setfit_only,,0.670157
38603611,linguistic_only,4.0,
38161244,setfit_only,,0.69227934
37014365,linguistic_only,5.0,
40307549,setfit_only,,0.69610614
37735262,setfit_only,,0.7001312
37178209,linguistic_only,3.0,
37735266,linguistic_only,3.5,
38996838,setfit_only,,0.60169715
40323945,setfit_only,,0.7061822
39242603,linguistic_only,3.0,
36178800,linguistic_only,4.5,
38882162,linguistic_only,4.0,
40373107,setfit_only,,0.69948643
35752825,setfit_only,,0.6752143
39242618,linguistic_only,3.5,
37587836,linguistic_only,4.0,
39242622,setfit_only,,0.71738887
39209857,setfit_only,,0.7193824
39226248,setfit_only,,0.63177127
40274829,setfit_only,,0.66098905
37751696,setfit_only,,0.6508261
38882193,setfit_only,,0.716045
40274834,setfit_only,,0.68151337
37653395,setfit_only,,0.72405505
35900309,setfit_only,,0.6655595
39209880,setfit_only,,0.69239146
36670361,setfit_only,,0.7079359
38128543,linguistic_only,4.5,
39455647,setfit_only,,0.65114474
38849445,setfit_only,,0.7137325
36670373,setfit_only,,0.70419896
37079979,linguistic_only,3.0,
36293549,linguistic_only,3.0,
39275439,setfit_only,,0.64066404
39947184,linguistic_only,3.0,
38816689,setfit_only,,0.7042758
39078833,setfit_only,,0.68524736
39209908,linguistic_only,3.5,
35916725,linguistic_only,5.0,
37407670,linguistic_only,3.0,
35900347,linguistic_only,3.0,
35785665,linguistic_only,3.5,
39455682,setfit_only,,0.6962543
37194693,linguistic_only,3.5,
40340425,setfit_only,,0.66816986
37522378,linguistic_only,4.5,
37194699,linguistic_only,3.0,
35474383,linguistic_only,5.0,
38079441,setfit_only,,0.6932387
39128019,linguistic_only,4.5,
36752340,setfit_only,,0.6771759
39242712,linguistic_only,3.0,
35474393,linguistic_only,3.5,
40160219,linguistic_only,5.0,
39013340,setfit_only,,0.68043447
39078880,setfit_only,,0.7180913
36047841,linguistic_only,5.0,
37112801,linguistic_only,5.5,
37440484,setfit_only,,0.710895
39701476,setfit_only,,0.7014527
38063081,linguistic_only,4.0,
38734825,linguistic_only,3.0,
36621289,setfit_only,,0.71472955
38095856,linguistic_only,4.5,
39226356,setfit_only,,0.7059708
38292471,setfit_only,,0.71758765
37981176,linguistic_only,3.5,
37227514,linguistic_only,4.5,
40225790,linguistic_only,3.0,
37112833,setfit_only,,0.67539614
38030339,linguistic_only,3.0,
40045573,linguistic_only,3.0,
37620744,linguistic_only,3.5,
35441674,linguistic_only,3.0,
36178955,linguistic_only,3.0,
36473868,linguistic_only,3.0,
38341646,linguistic_only,4.0,
37620754,linguistic_only,5.5,
39423001,setfit_only,,0.61001146
40209438,linguistic_only,3.0,
40553506,linguistic_only,3.5,
35818534,setfit_only,,0.60249585
39259175,linguistic_only,5.0,
39849000,setfit_only,,0.6399236
37686313,linguistic_only,3.5,
35179562,linguistic_only,4.5,
39111721,linguistic_only,3.0,
37407787,setfit_only,,0.6883918
37735467,setfit_only,,0.66677934
35179566,linguistic_only,5.0,
38898737,linguistic_only,3.5,
35507258,setfit_only,,0.7210281
35507259,setfit_only,,0.6773854
39095357,setfit_only,,0.7230421
36064320,linguistic_only,3.5,
36949058,setfit_only,,0.6713228
37440581,linguistic_only,3.0,
38882374,linguistic_only,4.0,
37686347,setfit_only,,0.6132786
40389708,setfit_only,,0.64869535
38325326,setfit_only,,0.6565704
38079567,setfit_only,,0.7025418
38653014,setfit_only,,0.6027856
39095383,setfit_only,,0.68448687
37932119,setfit_only,,0.681626
37768281,linguistic_only,3.5,
36949081,setfit_only,,0.61436826
37637211,linguistic_only,3.5,
35998814,setfit_only,,0.70453763
40045664,linguistic_only,4.0,
36949095,linguistic_only,3.5,
37833838,linguistic_only,3.5,
38325367,setfit_only,,0.6940105
37670009,linguistic_only,3.0,
36867197,setfit_only,,0.67076445
37899390,setfit_only,,0.69589746
38636673,setfit_only,,0.6196949
36129923,setfit_only,,0.6927335
39062661,linguistic_only,4.0,
35277958,linguistic_only,4.0,
38997128,linguistic_only,3.5,
35277961,setfit_only,,0.63918656
37538957,setfit_only,,0.6430369
37391501,setfit_only,,0.6038404
35654801,linguistic_only,4.0,
36179089,linguistic_only,6.0,
34983060,linguistic_only,5.5,
38751380,setfit_only,,0.618739
35638426,linguistic_only,4.0,
37735578,setfit_only,,0.6141011
37112988,linguistic_only,3.0,
39029917,linguistic_only,3.5,
36097180,setfit_only,,0.6410877
38784157,setfit_only,,0.67983633
36474016,linguistic_only,3.5,
36261023,setfit_only,,0.66600335
