name_modification_flags,ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,url_validation,review_remove,paper_titles,source_batch,qc_manual_review,qc_fix_applied,qc_confidence,qc_issue_category,was_merged,best_name_updated,full_name_updated,confidence,notes
"CAPITALIZED,TITLE_CAPITALIZED",26403370,Vaxvec,0.9978543,vaxvec,0.9978543,,0.9978543,1,http://www.violinet.org/vaxvec,200,United States,"(42.2776,-83.7409)",,2015-09-25,"Department of Veterinary Medicine, Jiangxi Agricultural University, Nanchang, Jiangxi 330045, China; Unit for Laboratory Animal Medicine, University of Michigan Medical School, Ann Arbor, MI 48109, USA.","Deng S, He Y, Martin C, Patil R, Xiang Z, Zhao B, Zhu F","R01 AI081062, R01AI081062","NIAID NIH HHS, USA NIH National Institute of Allergy and Infectious Diseases (NIAID), Undergraduate Research Opportunity Program (UROP)",2,"China, United States",vaxvec,ok,,Vaxvec: The first web-based recombinant vaccine vector database and its data analysis.,2010-2022,,,,,False,Vaxvec,Vaxvec,HIGH,No expansion in title - using short name
TITLE_CAPITALIZED,30320221,WHONDRS,0.9969063,whondrs,0.9969063,,0.9969063,1,https://whondrs.pnnl.gov/,200,United States,"(46.2454,-119.1962)",,2018-09-01,"Ecosystem Sciences Team, Pacific Northwest National Laboratory, Richland, Washington, USA.","Goldman AE, Stegen JC",54737,U.S. Department of Energy Office of Science,12,United States,whondrs,ok,,WHONDRS: a Community Resource for Studying Dynamic River Corridors.,2010-2022,,,,,False,WHONDRS,WHONDRS,HIGH,No expansion in title - using short name
CAPITALIZED,28610638,BADERI,0.9961977,baderi,0.9961977,,0.9961977,1,http://www.baderi.com/login.php,200,Spain,"(41.9831,2.8249)",,2017-06-13,"Iberoamerican Cochrane Centre, Sant Pau Biomedical Research Institute (IIB Sant Pau), Carrer Sant Antoni Maria Claret, 167, Pavelló 18, Ground Floor, Barcelona, Spain. hpardo@santpau.cat.","Barajas-Nava LA, Bonfill X, Buitrago-Garcia D, Garzón JV, Martínez-Zapata MJ, Pardo-Hernandez H, Urrútia G",Not applicable,"Cochrane Collaboration Steering Committee Discretionary Fund, Iberoamerican Cochrane Centre",6,Spain,baderi,ok,,BADERI: an online database to coordinate handsearching activities of controlled clinical trials for their potential inclusion in systematic reviews.,2010-2022,,,,,False,BADERI,BADERI,HIGH,No expansion in title - using short name
TITLE_CAPITALIZED,31220074,FishNET,0.99586356,,0.99586356,fishnet,0.99586356,1,http://www.wythelab.com/wythe-lab-databases,200,United States,"(40.7339,-74.0054)",,2019-06-20,"Cardiovascular Research Institute, Baylor College of Medicine, Houston, Texas, United States of America.","Cantu Gutierrez A, Cantu Gutierrez M, Eisenhoffer GT, Rhyner AM, Ruiz OE, Wythe JD","16GRNT31330023, 19PRE34410104, 1R01GM124043, R01 GM124043, RR140077, W81XWH-18-1-0350","American Heart Association, Cancer Prevention and Research Institute of Texas, NIGMS NIH HHS, National Institute of General Medical Sciences, U.S. Department of Defense",3,United States,fishnet,ok,1,FishNET: An automated relational database for zebrafish colony management.,2010-2022,,,,,False,FishNET,FishNET,HIGH,No expansion in title - using short name
TITLE_CAPITALIZED,26481362,BindingDB,0.9933968,,0.9933968,bindingdb,0.9933968,1,http://www.bindingdb.org,200,United States,"(32.7157,-117.1647)",,2015-10-19,"Skaggs School of Pharmacy and Pharmaceutical Sciences, University of California, San Diego, 9500 Gilman Drive, La Jolla, CA 92093-0736, USA mgilson@ucsd.edu.","Baitaluk M, Chong J, Gilson MK, Hwang L, Liu T, Nicola G","R01 GM070064, R01GM070064",NIGMS NIH HHS,935,"Andorra, United States",bindingdb,ok,,"BindingDB in 2015: A public database for medicinal chemistry, computational chemistry and systems pharmacology.",2010-2022,,,,,True,BindingDB,BindingDB,HIGH,No expansion in title - using short name
CAPITALIZED,32527260,PINOT,0.9933933,pinot,0.9933933,,0.9933933,1,http://www.reading.ac.uk/bioinf/PINOT/PINOT_form.html,200,United Kingdom,"(51.4562,-0.9711)",,2020-06-11,"School of Pharmacy, University of Reading, Whiteknights, Reading, RG6 6AP, UK.","Ferrari R, Hardy J, Lewis PA, Lovering RC, Manzoni C, McGuffin LJ, Tomkins JE, Vavouraki N","1644051, 202903/Z/16/Z, 2108175, 284, ARUK-NAS2017A-1, BAND3 18063, BB/M017222/1, EP/M508123/1, MR/L010933/1, MR/N026004/1, UKDRI-1009","Alzheimer's Society, Alzheimer’s Research UK, Alzheimer’s Society, Biotechnology and Biological Sciences Research Council, Engineering and Physical Sciences Research Council, Medical Research Council, Michael J. Fox Foundation for Parkinson&apos;s Research, Wellcome Trust",17,United Kingdom,pinot,ok,,PINOT: an intuitive resource for integrating protein-protein interactions.,2010-2022,,,,,False,PINOT,PINOT,HIGH,No expansion in title - using short name
CAPITALIZED,"23193261, 25348399",HAMAP,0.9761126,hamap,0.9761126,,0.9761126,2,http://hamap.expasy.org/,200,Switzerland,"(46.5290,6.5626)",,2012-11-27,"Swiss-Prot Group, SIB Swiss Institute of Bioinformatics, CMU, 1 rue Michel-Servet, CH-1211 Geneva 4, Switzerland.; Swiss-Prot Group, SIB Swiss Institute of Bioinformatics, CMU, 1 rue Michel-Servet, CH-1211 Geneva 4, Switzerland.","Auchincloss AH, Baratin D, Bougueleret L, Bridge A, Coudert E, Cuche BA, Keller G, Pedruzzi I, Poux S, Redaschi N, Rivoire C, Xenarios I, de Castro E","1 U41 HG006104-03, 2P41 HG02273, 3R01GM080646-07S1, 5G08LM010720-03, 5R01GM080646-07, 8P20GM103446-12, SP/07/007/23671, U41 HG007822, U41HG006104","British Heart Foundation, NHGRI NIH HHS, NIGMS NIH HHS, NLM NIH HHS",171,Switzerland,hamap,ok,,"HAMAP in 2013, new developments in the protein family classification and annotation system. | HAMAP in 2015: updates to the protein family classification and annotation system.",2010-2022,,,,,False,HAMAP,HAMAP,HIGH,No expansion in title - using short name
"CAPITALIZED,TITLE_CAPITALIZED",26500753,Colil,0.9650525,colil,0.9650525,,0.9650525,1,http://colil.dbcls.jp/sparql,200,Japan,"(35.1167,138.9167)",,2015-10-19,"INTEC Inc, 1-3-3 Shinsuna, Koto-ku, Tokyo, 136-8637 Japan.","Fujiwara T, Yamamoto Y",,,5,Japan,colil,ok,,Colil: a database and search service for citation contexts in the life sciences domain.,2010-2022,,,,,False,Colil,Colil,HIGH,No expansion in title - using short name
CAPITALIZED,31411687,CDEK,0.99928707,cdek,0.99928707,,0.99928707,1,http://cdek.wustl.edu,200,United States,"(47.6339,-122.3476)",,2019-01-01,"Center for Research Innovation in Biotechnology, Washington University in St. Louis, MO 63110, USA.","Griesenauer RH, Kinch MS, Schillebeeckx C","TL1 TR002344, TL1TR002344, U01 AI025903, UL1 TR002345, UL1TR002345","Institute of Clinical and Translational Sciences, NCATS, NCATS NIH HHS, NIAID NIH HHS, NIH",9,United States,cdek,ok,,CDEK: Clinical Drug Experience Knowledgebase.,2010-2022,,,,,False,CDEK,CDEK,HIGH,No expansion in title - using short name
TITLE_CAPITALIZED,33066523,circ2GO,0.9990857,,0.9990857,circ2go,0.9990857,1,https://circ2GO.dkfz.de,200,Germany,"(49.4077,8.6908)",,2020-10-14,"Department of Thoracic Surgery, Division of Cancer Research, Medical Center-University of Freiburg, Faculty of Medicine, University of Freiburg, 79106 Freiburg, Germany.","Caudron-Herger M, Diederichs S, Lyu Y","70113349, Yanhong Lyu","China Scholarship Council, Deutsche Krebshilfe",11,Germany,circ2go,ok,,circ2GO: A Database Linking Circular RNAs to Gene Function.,2010-2022,,,,,False,circ2GO,circ2GO,HIGH,No expansion in title - using short name
"CAPITALIZED,TITLE_CAPITALIZED",32037563,ZEBrA,0.9990339,zebra,0.9990339,,0.9990339,1,http://www.zebrafinchatlas.org,200,United States,"(39.0437,-77.4875)",,2020-02-19,"Department of Behavioral Neuroscience, Oregon Health and Science University, Portland, Oregon.","Buckner AA, Carleton JB, Kaser T, Lovell PV, McHugh AK, Mello CV, Mitra PP, Snider BR, Tolpygo A, Wirthlin M","R03 NS059755, R03 NS115145, R03/NS059755, R24 GM092842, R24 GM120464, R24/GM092842, R24/GM120464","G. Harold and Leila Y. Mathers Charitable Foundation, NIGMS NIH HHS, NINDS NIH HHS, National Institutes of Health",37,Andorra,zebra,ok,,ZEBrA: Zebra finch Expression Brain Atlas-A resource for comparative molecular neuroanatomy and brain evolution studies.,2010-2022,,,,,False,ZEBrA,ZEBrA,HIGH,No expansion in title - using short name
"CAPITALIZED,TITLE_CAPITALIZED",31598718,SEAweb,0.9990335,seaweb,0.9990335,,0.9990335,1,http://sea.ims.bio/,200,France,"(48.5839,7.7455)",,2020-01-01,"Institute of Medical Systems Biology, Center for Molecular Neurobiology, University Medical Center Hamburg-Eppendorf, 20251 Hamburg, Germany.","Bansal V, Bethune J, Bonn S, Fiosins M, Fluck J, Gautam A, Heins S, Liebhoff AM, Liwinski T, Madan S, Magruder DS, Mollenhauer B, Rahman RU, Rajput A, Sattar A, Sun T, Trenkwalder C","031L0029B, 255154572, 278045702","BMBF Integrative Data Semantics, KFO 296 Feto-maternal immune cross talk, KFO 306 Primär Sklerosierende Cholangitis, Network of Centres of Excellence in Neurodegeneration (CoEN) Initiative",15,Germany,seaweb,ok,,SEAweb: the small RNA Expression Atlas web application.,2010-2022,,,,,False,SEAweb,SEAweb,HIGH,No expansion in title - using short name
"CAPITALIZED,DISAMBIGUATED,QC_FIX_HIGH",27794551,HIPPIE,0.9988042,hippie,0.9988042,,0.9988042,1,http://cbdm.uni-mainz.de/hippie/,200,Germany,"(49.9819,8.2801)",,2016-10-24,"Faculty of Biology, Johannes Gutenberg Universität, Mainz, Germany.","Alanis-Lobato G, Andrade-Navarro MA, Schaefer MH",,,342,Germany,hippie,ok,,HIPPIE v2.0: enhancing meaningfulness and reliability of protein-protein interaction networks.,2010-2022,,,,,False,HIPPIE,HIPPIE,HIGH,No expansion in title - using short name
TITLE_CAPITALIZED,25231498,WholeCellSimDB,0.9987253,,0.9987253,wholecellsimdb,0.9987253,1,http://www.wholecellsimdb.org,200,United States,"(37.7621,-122.3971)",,2014-09-16,"Graduate Program in Biophysics, Stanford University, Stanford, CA 94305, USA, Computer Science and Information Technology, University of Prince Edward Island, Charlottetown, PE C1A 4P3, Canada and Department of Bioengineering, Stanford University, Stanford, CA 94305, USA.","Covert MW, Karr JR, Phillips NC","1P50GM107615, 5DP1LM01150-05, DP1 LM011510, DP1 OD006413, P50 GM107615","NCCDPHP CDC HHS, NIGMS NIH HHS, NIH HHS, NLM NIH HHS",26,"Andorra, Canada, United States",wholecellsimdb,ok,,WholeCellSimDB: a hybrid relational/HDF database for whole-cell model predictions.,2010-2022,,,,,False,WholeCellSimDB,WholeCellSimDB,HIGH,No expansion in title - using short name
TITLE_CAPITALIZED,34786285,NoCoCoDa,0.99858785,,0.99858785,nococoda,0.99858785,1,https://www.who.int/emergencies/diseases/novel-coronavirus-2019,200,United States,"(42.5048,-71.1956)",,2020-08-19,Department of Systems and Computer EngineeringCarleton University Ottawa ON K1S 5B6 Canada.,"Cohen-McFarlane M, Goubran R, Knoefel F",,"AGE-WELL NCE Inc., Government of Canada Program, Natural Sciences and Engineering Research Council of Canada, Networks of Centers of Excellence Program",29,"Andorra, Canada",nococoda,ok,,Novel Coronavirus Cough Database: NoCoCoDa.,2010-2022,,,,,False,NoCoCoDa,NoCoCoDa,HIGH,No expansion in title - using short name
CAPITALIZED,"25352555, 31576635",SASBDB,0.9984096,sasbdb,0.9984096,,0.9984096,2,http://www.sasbdb.org,200,Germany,"(53.5623,9.8829)",,2014-10-28,"European Molecular Biology Laboratory, Hamburg Outstation, Notkestr. 85, Geb. 25a, 22603 Hamburg, Germany.; European Molecular Biology Laboratory, Hamburg Outstation, Hamburg, Germany.","Borges CR, Jeffries CM, Kikhney AG, Molodenskiy DS, Previtali G, Svergun DI, Valentini E",,,434,Germany,sasbdb,ok,,"SASBDB, a repository for biological small-angle scattering data. | SASBDB: Towards an automatically curated and validated repository for biological scattering data.",2010-2022,,,,,False,SASBDB,SASBDB,HIGH,No expansion in title - using short name
CAPITALIZED,22903636,PACSY,0.9978343,pacsy,0.9978343,,0.9978343,1,http://pacsy.nmrfam.wisc.edu,200,United States,"(43.0731,-89.4012)",,2012-08-19,"National Magnetic Resonance Facility at Madison, and Biochemistry Department, University of Wisconsin-Madison, Madison, WI 53706, USA. whlee@nmrfam.wisc.edu","Chang I, Kim S, Lee W, Markley JL, Yu W","5P41RR002301-27, 8 P41 GM103399-27, P41 GM103399, P41 RR002301, RR02301-26S1","NCRR NIH HHS, NIGMS NIH HHS",26,"Andorra, United States",pacsy,ok,,"PACSY, a relational database management system for protein structure and chemical shift analysis.",2010-2022,,,,,False,PACSY,PACSY,HIGH,No expansion in title - using short name
TITLE_CAPITALIZED,29706780,VIRMISCO,0.9977681,virmisco,0.9977681,,0.9977681,1,http://cms.virmisco.org/index.php/manual.html,200,Germany,"(51.2230,6.7827)",,2018-03-07,"Senckenberg Museum of Natural History Görlitz, Görlitz, Germany.","Christian A, Decker P, Xylander WER",,,3,Germany,virmisco,ok,,VIRMISCO - The Virtual Microscope Slide Collection.,2010-2022,,,,,False,VIRMISCO,VIRMISCO,HIGH,No expansion in title - using short name
"CAPITALIZED,TITLE_CAPITALIZED",34570431,NDEx,0.9977013,ndex,0.9977013,,0.9977013,1,https://www.ndexbio.org,200,United States,"(32.7157,-117.1647)",,2021-09-01,"School of Medicine, University of California San Diego, La Jolla, California.","Chen J, Churas C, Liu S, Ono K, Otasek D, Pillich RT, Pratt D","P41 GM103504, U24 CA184427, U24 CA269436","NCI NIH HHS, NIGMS NIH HHS",27,,ndex,ok,,NDEx: Accessing Network Models and Streamlining Network Biology Workflows.,2010-2022,,,,,False,NDEx,NDEx,HIGH,No expansion in title - using short name
TITLE_CAPITALIZED,29424689,Sci-Hub,0.99734044,,0.99734044,sci-hub,0.99734044,1,https://greenelab.github.io/scihub,200,United States,"(37.7621,-122.3971)",,2018-03-01,"Department of Systems Pharmacology and Translational Therapeutics, University of Pennsylvania, Philadelphia, United States.","Greene CS, Greshake Tzovaras B, Himmelstein DS, Levernier JG, McLaughlin SR, Munro TA, Romero AR",GBMF 4552,Gordon and Betty Moore Foundation,33,"Andorra, United States",sci-hub,review,1,Sci-Hub provides access to nearly all scholarly literature.,2010-2022,,,,,False,Sci-Hub,Sci-Hub,HIGH,No expansion in title - using short name
"CAPITALIZED,TITLE_CAPITALIZED",27302480,ProXL,0.9970884,proxl,0.9970884,,0.9970884,1,https://www.yeastrc.org/proxl_public/,200,United States,"(47.6062,-122.3321)",,2016-06-24,"Department of Biochemistry, University of Washington , Seattle, Washington 98195, United States.","Davis TN, Jaschob D, Riffle M, Zelter A","P41 GM103533, P41GM103533, UWPR95794","NIGMS NIH HHS, U.S. Department of Health and Human Services, University of Washington",52,United States,proxl,ok,,"ProXL (Protein Cross-Linking Database): A Platform for Analysis, Visualization, and Sharing of Protein Cross-Linking Mass Spectrometry Data.",2010-2022,,,,,False,ProXL,Protein Cross-Linking,HIGH,Explicit expansion: NAME (Full Name)
TITLE_CAPITALIZED,34445647,ExpressHeart,0.9967417,,0.9967417,expressheart,0.9967417,1,http://shiny.bios.unc.edu/expressheart/,200,United States,"(35.9132,-79.0558)",,2021-08-19,"Department of Statistics and Operations Research, University of North Carolina, Chapel Hill, NC 27599, USA.","Dong Y, Li G, Li Y, Liu J, Luan C, Qian L, Roach J, Xie Y, Yang Y, Zelt R, Zentz SC","15GRNT25530005, 18TPA34180058, R01 GM105785, R01 HL128331, R01 HL129132, R01 HL139880, R01 HL139976, R01 HL144551","American Heart Association, NHLBI NIH HHS, NIGMS NIH HHS, National Institute of Health",3,"Andorra, United States",expressheart,ok,,ExpressHeart: Web Portal to Visualize Transcriptome Profiles of Non-Cardiomyocyte Cells.,2010-2022,,,,,False,ExpressHeart,ExpressHeart,HIGH,No expansion in title - using short name
TITLE_CAPITALIZED,31602464,PathBank,0.99563384,,0.99563384,pathbank,0.99563384,1,http://www.pathbank.org,200,United States,"(40.7895,-74.0565)",,2020-01-01,"Department of Biological Sciences, University of Alberta, Edmonton, AB T6G 2E9, Canada.","Badran H, Budinski Z, Cao X, Chan C, Guo AC, Hong C, Li C, Li K, Lipton D, Marcu A, Oler E, Paccoud M, Patron J, Pon A, Ramirez-Gaona M, Wei W, Wishart DS",,"CIHR, Canada Foundation for Innovation, Canadian Institutes of Health Research, Genome Alberta",86,Canada,pathbank,ok,,PathBank: a comprehensive pathway database for model organisms.,2010-2022,,,,,False,PathBank,PathBank,HIGH,No expansion in title - using short name
CAPITALIZED,29364985,SMID,0.99552083,smid,0.99552083,,0.99552083,1,https://osf.io/2rqad/,200,United States,"(39.0997,-94.5786)",,2018-01-24,"Melbourne School of Psychological Sciences, University of Melbourne, Melbourne, Australia.","Bode S, Crone DL, Laham SM, Murawski C","Australian Government Research Training Program Scholarship, DE140100350, Interdisciplinary Seed Funding Scheme","Australian Research Council, Melbourne Neuroscience Institute, Melbourne School of Psychological Sciences",28,Australia,smid,ok,1,"The Socio-Moral Image Database (SMID): A novel stimulus set for the study of social, moral and affective processes.",2010-2022,,,,,False,SMID,Socio-Moral Image Database,HIGH,Explicit expansion: Full Name (NAME)
TITLE_CAPITALIZED,23920602,Epistemonikos,0.99507284,,0.99507284,epistemonikos,0.99507284,1,http://www.epistemonikos.org,200,United Kingdom,"(51.5085,-0.1257)",,2013-01-01,"Department of Internal Medicine and Evidence-Based Healthcare Program, Pontificia Universidad Católica de Chile, Santiago, Chile.","Capurro D, Pérez D, Rada G",,,28,"Andorra, Chile",epistemonikos,ok,,"Epistemonikos: a free, relational, collaborative, multilingual database of health evidence.",2010-2022,,,,,False,Epistemonikos,Epistemonikos,HIGH,No expansion in title - using short name
"CHARS_SANITIZED,NAME_RECOVERED_FROM_URL,SMART_CAPITALIZED",32246067,Microgreen-23sdatabase,0.9933124,,0.9933124,µgreen-db,0.9933124,1,http://microgreen-23sdatabase.ea.inra.fr,200,France,"(48.7591,2.1697)",,2020-04-03,"Agroécologie, AgroSup Dijon, INRA, University Bourgogne Franche-Comté, Dijon, France.","Crouzet O, Djemiel C, Maron PA, Mondy S, Nowak V, Ogée J, Plassard D, Sauze J, Terrat S, Wingate L","338264, ANR-13-BS06-0005-01","Agence Nationale de la Recherche, European Research Council",12,France,µgreen-db,ok,,µgreen-db: a reference database for the 23S rRNA gene of eukaryotic plastids and cyanobacteria.,2010-2022,,,,,False,Microgreen-23sdatabase,Microgreen-23sdatabase,HIGH,No expansion in title - using short name
