name_modification_flags,ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,review_remove,paper_titles,best_name_updated,full_name_updated,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,url_validation,source_batch,qc_manual_review,qc_fix_applied,qc_confidence,qc_issue_category,was_merged,confidence,notes,grep_remove
TITLE_CAPITALIZED,25231498,WholeCellSimDB,0.9987253,,0.9987253,wholecellsimdb,0.9987253,1,http://www.wholecellsimdb.org,,WholeCellSimDB: a hybrid relational/HDF database for whole-cell model predictions.,WholeCellSimDB,WholeCellSimDB,200,United States,"(37.7621,-122.3971)",,2014-09-16,"Graduate Program in Biophysics, Stanford University, Stanford, CA 94305, USA, Computer Science and Information Technology, University of Prince Edward Island, Charlottetown, PE C1A 4P3, Canada and Department of Bioengineering, Stanford University, Stanford, CA 94305, USA.","Covert MW, Karr JR, Phillips NC","1P50GM107615, 5DP1LM01150-05, DP1 LM011510, DP1 OD006413, P50 GM107615","NCCDPHP CDC HHS, NIGMS NIH HHS, NIH HHS, NLM NIH HHS",26.0,"Andorra, Canada, United States",wholecellsimdb,ok,2010-2022,,,,,False,HIGH,No expansion in title - using short name,
TITLE_CAPITALIZED,34786285,NoCoCoDa,0.99858785,,0.99858785,nococoda,0.99858785,1,https://www.who.int/emergencies/diseases/novel-coronavirus-2019,,Novel Coronavirus Cough Database: NoCoCoDa.,NoCoCoDa,NoCoCoDa,200,United States,"(42.5048,-71.1956)",,2020-08-19,Department of Systems and Computer EngineeringCarleton University Ottawa ON K1S 5B6 Canada.,"Cohen-McFarlane M, Goubran R, Knoefel F",,"AGE-WELL NCE Inc., Government of Canada Program, Natural Sciences and Engineering Research Council of Canada, Networks of Centers of Excellence Program",29.0,"Andorra, Canada",nococoda,ok,2010-2022,,,,,False,HIGH,No expansion in title - using short name,
CAPITALIZED,"25352555, 31576635",SASBDB,0.9984096,sasbdb,0.9984096,,0.9984096,2,http://www.sasbdb.org,,"SASBDB, a repository for biological small-angle scattering data. | SASBDB: Towards an automatically curated and validated repository for biological scattering data.",SASBDB,SASBDB,200,Germany,"(53.5623,9.8829)",,2014-10-28,"European Molecular Biology Laboratory, Hamburg Outstation, Notkestr. 85, Geb. 25a, 22603 Hamburg, Germany.; European Molecular Biology Laboratory, Hamburg Outstation, Hamburg, Germany.","Borges CR, Jeffries CM, Kikhney AG, Molodenskiy DS, Previtali G, Svergun DI, Valentini E",,,434.0,Germany,sasbdb,ok,2010-2022,,,,,False,HIGH,No expansion in title - using short name,
CAPITALIZED,22903636,PACSY,0.9978343,pacsy,0.9978343,,0.9978343,1,http://pacsy.nmrfam.wisc.edu,,"PACSY, a relational database management system for protein structure and chemical shift analysis.",PACSY,PACSY,200,United States,"(43.0731,-89.4012)",,2012-08-19,"National Magnetic Resonance Facility at Madison, and Biochemistry Department, University of Wisconsin-Madison, Madison, WI 53706, USA. whlee@nmrfam.wisc.edu","Chang I, Kim S, Lee W, Markley JL, Yu W","5P41RR002301-27, 8 P41 GM103399-27, P41 GM103399, P41 RR002301, RR02301-26S1","NCRR NIH HHS, NIGMS NIH HHS",26.0,"Andorra, United States",pacsy,ok,2010-2022,,,,,False,HIGH,No expansion in title - using short name,
TITLE_CAPITALIZED,29706780,VIRMISCO,0.9977681,virmisco,0.9977681,,0.9977681,1,http://cms.virmisco.org/index.php/manual.html,,VIRMISCO - The Virtual Microscope Slide Collection.,VIRMISCO,VIRMISCO,200,Germany,"(51.2230,6.7827)",,2018-03-07,"Senckenberg Museum of Natural History Görlitz, Görlitz, Germany.","Christian A, Decker P, Xylander WER",,,3.0,Germany,virmisco,ok,2010-2022,,,,,False,HIGH,No expansion in title - using short name,
"CAPITALIZED,TITLE_CAPITALIZED",34570431,NDEx,0.9977013,ndex,0.9977013,,0.9977013,1,https://www.ndexbio.org,,NDEx: Accessing Network Models and Streamlining Network Biology Workflows.,NDEx,NDEx,200,United States,"(32.7157,-117.1647)",,2021-09-01,"School of Medicine, University of California San Diego, La Jolla, California.","Chen J, Churas C, Liu S, Ono K, Otasek D, Pillich RT, Pratt D","P41 GM103504, U24 CA184427, U24 CA269436","NCI NIH HHS, NIGMS NIH HHS",27.0,,ndex,ok,2010-2022,,,,,False,HIGH,No expansion in title - using short name,
"CAPITALIZED,TITLE_CAPITALIZED",27302480,ProXL,0.9970884,proxl,0.9970884,,0.9970884,1,https://www.yeastrc.org/proxl_public/,,"ProXL (Protein Cross-Linking Database): A Platform for Analysis, Visualization, and Sharing of Protein Cross-Linking Mass Spectrometry Data.",ProXL,Protein Cross-Linking,200,United States,"(47.6062,-122.3321)",,2016-06-24,"Department of Biochemistry, University of Washington , Seattle, Washington 98195, United States.","Davis TN, Jaschob D, Riffle M, Zelter A","P41 GM103533, P41GM103533, UWPR95794","NIGMS NIH HHS, U.S. Department of Health and Human Services, University of Washington",52.0,United States,proxl,ok,2010-2022,,,,,False,HIGH,Explicit expansion: NAME (Full Name),
TITLE_CAPITALIZED,34445647,ExpressHeart,0.9967417,,0.9967417,expressheart,0.9967417,1,http://shiny.bios.unc.edu/expressheart/,,ExpressHeart: Web Portal to Visualize Transcriptome Profiles of Non-Cardiomyocyte Cells.,ExpressHeart,ExpressHeart,200,United States,"(35.9132,-79.0558)",,2021-08-19,"Department of Statistics and Operations Research, University of North Carolina, Chapel Hill, NC 27599, USA.","Dong Y, Li G, Li Y, Liu J, Luan C, Qian L, Roach J, Xie Y, Yang Y, Zelt R, Zentz SC","15GRNT25530005, 18TPA34180058, R01 GM105785, R01 HL128331, R01 HL129132, R01 HL139880, R01 HL139976, R01 HL144551","American Heart Association, NHLBI NIH HHS, NIGMS NIH HHS, National Institute of Health",3.0,"Andorra, United States",expressheart,ok,2010-2022,,,,,False,HIGH,No expansion in title - using short name,
TITLE_CAPITALIZED,31602464,PathBank,0.99563384,,0.99563384,pathbank,0.99563384,1,http://www.pathbank.org,,PathBank: a comprehensive pathway database for model organisms.,PathBank,PathBank,200,United States,"(40.7895,-74.0565)",,2020-01-01,"Department of Biological Sciences, University of Alberta, Edmonton, AB T6G 2E9, Canada.","Badran H, Budinski Z, Cao X, Chan C, Guo AC, Hong C, Li C, Li K, Lipton D, Marcu A, Oler E, Paccoud M, Patron J, Pon A, Ramirez-Gaona M, Wei W, Wishart DS",,"CIHR, Canada Foundation for Innovation, Canadian Institutes of Health Research, Genome Alberta",86.0,Canada,pathbank,ok,2010-2022,,,,,False,HIGH,No expansion in title - using short name,
TITLE_CAPITALIZED,23920602,Epistemonikos,0.99507284,,0.99507284,epistemonikos,0.99507284,1,http://www.epistemonikos.org,,"Epistemonikos: a free, relational, collaborative, multilingual database of health evidence.",Epistemonikos,Epistemonikos,200,United Kingdom,"(51.5085,-0.1257)",,2013-01-01,"Department of Internal Medicine and Evidence-Based Healthcare Program, Pontificia Universidad Católica de Chile, Santiago, Chile.","Capurro D, Pérez D, Rada G",,,28.0,"Andorra, Chile",epistemonikos,ok,2010-2022,,,,,False,HIGH,No expansion in title - using short name,
"CHARS_SANITIZED,NAME_RECOVERED_FROM_URL,SMART_CAPITALIZED",32246067,Microgreen-23sdatabase,0.9933124,,0.9933124,µgreen-db,0.9933124,1,http://microgreen-23sdatabase.ea.inra.fr,,µgreen-db: a reference database for the 23S rRNA gene of eukaryotic plastids and cyanobacteria.,Microgreen-23sdatabase,Microgreen-23sdatabase,200,France,"(48.7591,2.1697)",,2020-04-03,"Agroécologie, AgroSup Dijon, INRA, University Bourgogne Franche-Comté, Dijon, France.","Crouzet O, Djemiel C, Maron PA, Mondy S, Nowak V, Ogée J, Plassard D, Sauze J, Terrat S, Wingate L","338264, ANR-13-BS06-0005-01","Agence Nationale de la Recherche, European Research Council",12.0,France,µgreen-db,ok,2010-2022,,,,,False,HIGH,No expansion in title - using short name,
CAPITALIZED,25979474,WGE,0.99233603,wge,0.99233603,,0.99233603,1,http://www.sanger.ac.uk/htgt/wge,,WGE: a CRISPR database for genome engineering.,WGE,WGE,200,United Kingdom,"(51.8797,-0.4175)",,2015-05-14,"Wellcome Trust Sanger Institute, Wellcome Trust Genome Campus, Hinxton, Cambridge CB10 1SA, UK.","Farne A, Grego T, Hodgkins A, Iyer V, Parry-Smith DJ, Perera S, Skarnes WC",1 U54 HG006370-01,"NHGRI NIH HHS, Wellcome Trust",141.0,United Kingdom,wge,ok,2010-2022,,,,,False,HIGH,No expansion in title - using short name,
TITLE_CAPITALIZED,32169912,OpenDose,0.99230105,,0.99230105,opendose,0.99230105,1,http://www.opendose.org,,OpenDose: Open-Access Resource for Nuclear Medicine Dosimetry.,OpenDose,OpenDose,200,France,"(50.9865,2.1281)",,2020-03-13,"CRCT, UMR 1037, Inserm, Université Toulouse III Paul Sabatier, Toulouse, France.","Bardiès M, Borys D, Botta F, Bzowski P, Chauvin M, Dabin J, Denis-Bacelar AM, Desbrée A, Falzone N, Gil AV, Lee BQ, Mairani A, Malaroda A, Mathieu G, McKay E, Mora-Ramirez E, Robinson AP, Sarrut D, Struelens L",,,43.0,France,opendose,ok,2010-2022,,,,,False,HIGH,No expansion in title - using short name,
TITLE_CAPITALIZED,25518851,PROGgeneV2,0.98023593,,0.98023593,proggenev2,0.98023593,1,http://www.compbio.iupui.edu/proggene,,PROGgeneV2: enhancements on the existing database.,PROGgeneV2,PROGgeneV2,200,United States,"(39.2014,-85.9214)",,2014-12-17,"Clinical Genomics, Thomas Jefferson University Hospitals, 1025 Walnut St, Suite 411, Philadelphia, PA 19128, USA. chirayu.goswami@jefferson.edu.","Goswami CP, Nakshatri H",,,292.0,United States,proggenev2,ok,2010-2022,,,,,False,HIGH,No expansion in title - using short name,
TITLE_CAPITALIZED,34549102,NAChRDB,0.99934757,,0.99934757,nachrdb,0.99934757,1,https://crocodile.ncbr.muni.cz/Apps/NAChRDB/,,NAChRDB: A Web Resource of Structure-Function Annotations to Unravel the Allostery of Nicotinic Acetylcholine Receptors.,NAChRDB,NAChRDB,200,Czechia,"(49.1952,16.6080)",,2021-08-31,"CEITEC - Central European Institute of Technology, Masaryk University, Brno 601 77, Czech Republic.","Chareshneu A, Gökbel T, Ionescu CM, Koča J, Pant P, Sehnal D, Tristão Ramos RJ","104948, CZ.02.1.01/0.0/0.0/16_013/0001777, LQ1601","European Molecular Biology Laboratory, European Regional Development Fund, Ministerstvo ??kolstv??, Ml??de??e a T??lov??chovy, Wellcome Trust",,,nachrdb,ok,2010-2022,,,,,False,HIGH,No expansion in title - using short name,
TITLE_CAPITALIZED,30407536,PreMedKB,0.9992452,,0.9992452,premedkb,0.9992452,1,http://www.fudan-pgx.org/premedkb/index.html#/home,,"PreMedKB: an integrated precision medicine knowledgebase for interpreting relationships between diseases, genes, variants and drugs.",PreMedKB,PreMedKB,200,Hong Kong,"(22.2783,114.1747)",,2019-01-01,"State Key Laboratory of Genetic Engineering, School of Life Sciences and Shanghai Cancer Hospital/Cancer Institute, Fudan University, Shanghai 200438, China.","Guo L, Jin K, Jin L, Qing T, Ren L, Shi L, Wang Y, Xia Z, Yang J, Yu D, Yu Y, Zhang C, Zhang X, Zheng Y, Zhou Z","2016YFC0901704, 2017SHZDZX01, 2017YFC0907000, 2017YFC0907502, 2017YFF0204600, 31471239, 31601085, 31671368, 31720103909","National Key R&amp;D Project of China, National Natural Science Foundation of China, Shanghai Municipal Science and Technology",38.0,"Andorra, China",premedkb,ok,2010-2022,,,,,False,HIGH,No expansion in title - using short name,
TITLE_CAPITALIZED,33179749,RJunBase,0.9992257,,0.9992257,rjunbase,0.9992257,1,http://www.RJunBase.org,,RJunBase: a database of RNA splice junctions in human normal and cancerous tissues.,RJunBase,RJunBase,200,United States,"(36.7957,-76.0126)",,2021-01-01,"Department of Integrative Oncology, Fudan University Shanghai Cancer Center, and the Shanghai Key Laboratory of Medical Epigenetics, the International Co-laboratory of Medical Epigenetics and Metabolism, Ministry of Science and Technology, Institutes of Biomedical Sciences, Fudan University, Shanghai, China.","Chen B, Chen S, Hu Z, Huang S, Huang Z, Lai H, Li Q, Li Y, Meng Z, Wang P","20JC1419000, 81672779, 81872294, 82002500, 82072694","National Natural Science Foundation of China, Shanghai Science and Technology Innovation Action Plan",22.0,"Andorra, China",rjunbase,ok,2010-2022,,,,,False,HIGH,No expansion in title - using short name,
TITLE_CAPITALIZED,32185394,PncStress,0.9992014,,0.9992014,pncstress,0.9992014,1,http://bis.zju.edu.cn/pncstress,,PncStress: a manually curated database of experimentally validated stress-responsive non-coding RNAs in plants.,PncStress,PncStress,200,China,"(31.2222,121.4581)",,2020-01-01,"Department of Bioinformatics, State Key Laboratory of Plant Physiology and Biochemistry, College of Life Sciences, Zhejiang University, Hangzhou 310058, China.","Chen M, Chen Y, Hu D, Hu Y, Wu W, Wu Y, Zhou Y","2016YFA0501704, 2018YFC0310602, 31571366, 31771477","Fundamental Research Funds for the Central Universities, Jiangsu Collaborative Innovation Center for Modern Crop Production, National Key Research and Development Program of China, National Natural Science Foundation of China",14.0,"Andorra, China",pncstress,ok,2010-2022,,,,,False,HIGH,No expansion in title - using short name,
TITLE_CAPITALIZED,32042035,PlantPepDB,0.9991676,,0.9991676,plantpepdb,0.9991676,1,http://www.nipgr.ac.in/PlantPepDB/,,PlantPepDB: A manually curated plant peptide database.,PlantPepDB,PlantPepDB,200,India,"(28.6519,77.2315)",,2020-02-10,"Data Science Laboratory, National Institute of Plant Genome Research (NIPGR), Aruna Asaf Ali Marg, New Delhi, 110067, India.","Ahamad S, Das D, Jaiswal M, Khan FN, Kumar S",,,59.0,India,plantpepdb,ok,2010-2022,,,,,False,HIGH,No expansion in title - using short name,
"CAPITALIZED,TITLE_CAPITALIZED",26140928,EvoDB,0.99915946,evodb,0.99915946,,0.99915946,1,http://www.bioinf.wits.ac.za/software/fire/evodb,,"EvoDB: a database of evolutionary rate profiles, associated protein domains and phylogenetic trees for PFAM-A.",EvoDB,EvoDB,200,South Africa,"(-26.2023,28.0436)",,2015-07-02,"Evolutionary Medicine Laboratory, Department of Molecular Medicine and Haematology, Faculty of Health Sciences, Sydney Brenner Institute of Molecular Bioscience, The Mount, 9 Jubilee Road, Parktown 2193, Johannesburg, South Africa, andrew.ndhlovu@students.wits.ac.za.","Durand PM, Hazelhurst S, Ndhlovu A",,,1.0,"Andorra, South Africa",evodb,ok,2010-2022,,,,,False,HIGH,No expansion in title - using short name,
"CAPITALIZED,TITLE_CAPITALIZED",31131402,BioUML,0.9991143,biouml,0.9991143,,0.9991143,1,http://www.biouml.org,,BioUML: an integrated environment for systems biology and collaborative analysis of biomedical data.,BioUML,BioUML,200,Russian Federation,"(55.0226,82.9317)",,2019-07-01,"BIOSOFT.RU, LLC, Novosibirsk 630090, Russian Federation.","Akberdin I, Kashapov T, Kel A, Kiselev L, Kolmykov S, Kolpakov F, Kondrakhin Y, Kutumova E, Mandrik N, Pintus S, Ryabova A, Sharipov R, Yevshin I",19-14-00295,Russian Science Foundation,24.0,Russian Federation,biouml,ok,2010-2022,,,,,True,HIGH,No expansion in title - using short name,
TITLE_CAPITALIZED,33010174,RMDisease,0.9990919,,0.9990919,rmdisease,0.9990919,1,http://www.xjtlu.edu.cn/biologicalsciences/rmd,,"RMDisease: a database of genetic variants that affect RNA modifications, with implications for epitranscriptome pathogenesis.",RMDisease,RMDisease,200,United Kingdom,"(51.5085,-0.1257)",,2021-01-01,"Department of Biological Sciences, Xi'an Jiaotong-Liverpool University, Suzhou, Jiangsu 215123, China.","Chen K, Meng J, Rigden DJ, Song B, Su J, Tang Y, Wei Z, Xu Q, de Magalhães JP","31671373, KSF-E-51, KSF-P-02","Key Programme Special Fund, National Natural Science Foundation of China, XJTLU Key Program Special Fund",72.0,China,rmdisease,ok,2010-2022,,,,,False,HIGH,No expansion in title - using short name,
TITLE_CAPITALIZED,30722041,RadishGD,0.99904174,,0.99904174,radishgd,0.99904174,1,http://radish-genome.org,,The radish genome database (RadishGD): an integrated information resource for radish genomics.,RadishGD,radish genome database,200,"Korea, Republic of","(37.5660,126.9784)",,2019-01-01,"Department of Life Science, The Catholic University of Korea, Bucheon, Korea.","Baek S, Cho A, Lee YJ, Mun JH, Yu HJ","2017R1D1A1B06029741, PJ013194","National Research Foundation of Korea, Next-Generation Biogreen21 program",12.0,,radishgd,ok,2010-2022,,,,,False,HIGH,Explicit expansion: Full Name (NAME),
TITLE_CAPITALIZED,29872545,RegenDbase,0.999015,,0.999015,regendbase,0.999015,1,https://regenDbase.org,,RegenDbase: a comparative database of noncoding RNA regulation of tissue regeneration circuits across multiple taxa.,RegenDbase,RegenDbase,200,United States,"(38.8951,-77.0364)",,2018-05-29,"1Kathryn Davis Center for Regenerative Biology and Medicine, Mount Desert Island Biological Laboratory, Salisbury Cove, ME 04672 USA.","Dykeman CA, King BL, Rosenstein MC, Smith AM, Smith GA, Yin VP","P20 GM103423, P20 GM104318",NIGMS NIH HHS,11.0,"Andorra, United States",regendbase,ok,2010-2022,,,,,False,HIGH,No expansion in title - using short name,
TITLE_CAPITALIZED,31081040,AnnoTree,0.9990088,,0.9990088,annotree,0.9990088,1,http://annotree.uwaterloo.ca,,AnnoTree: visualization and exploration of a functionally annotated microbial tree of life.,AnnoTree,AnnoTree,200,Canada,"(43.4668,-80.5164)",,2019-05-01,"Department of Biology, University of Waterloo, Waterloo, ON N2L 3G1, Canada.","Chen H, Doxey AC, Hug LA, Lobb B, Mendler K, Parks DH",FL150100038,"Australian Research Council, NSERC",227.0,Canada,annotree,ok,2010-2022,,,,,False,HIGH,No expansion in title - using short name,
TITLE_CAPITALIZED,33084862,BastionHub,0.9987883,,0.9987883,bastionhub,0.9987883,1,http://bastionhub.erc.monash.edu/,,BastionHub: a universal platform for integrating and analyzing substrates secreted by Gram-negative bacteria.,BastionHub,BastionHub,200,United States,"(47.6036,-122.3256)",,2021-01-01,"Infection and Immunity Program, Biomedicine Discovery Institute and Department of Microbiology, Monash University, VIC 3800, Australia.","Dai W, Hay I, Hou Y, Leier A, Li J, Lithgow T, Marquez-Lago TT, Song J, Stubenrauch C, Torres V, Wang J, Xie R, Zhang Y, Zhou T","1092262, 1127948, 1144652","Monash University, National Health and Medical Research Council",51.0,"Andorra, Australia",bastionhub,ok,2010-2022,,,,,False,HIGH,No expansion in title - using short name,
TITLE_CAPITALIZED,34034817,PhenCards,0.99859756,,0.99859756,phencards,0.99859756,1,https://phencards.org,,PhenCards: a data resource linking human phenotype information to biomedical knowledge.,PhenCards,PhenCards,200,United States,"(40.8584,-74.1638)",,2021-05-25,"Raymond G. Perelman Center for Cellular and Molecular Therapeutics, Children's Hospital of Philadelphia, Philadelphia, PA, 19104, USA.","Dong X, Havrilla JM, Liu C, Wang K, Weng C","R01 GM132713, R01 LM012895","NIGMS NIH HHS, NLM NIH HHS, National Institute of General Medical Sciences, U.S. National Library of Medicine",5.0,"Andorra, United States",phencards,ok,2010-2022,,,,,False,HIGH,No expansion in title - using short name,
